,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,97,1,10,11,34,0,9,3,5,23,10,10,3,1,5,5,10,4,8,4,0,2,1,6,0,2,1,2,4,0,6,0,1,15,1,0,1,3,4,0,12,54,0,0
palitravideo,1,19,0,2,6,0,2,2,7,3,0,2,0,1,3,8,3,6,0,4,2,0,1,2,3,1,0,4,1,0,0,0,0,0,4,0,0,1,1,0,2,4,0,0
mpn,10,0,17,2,7,0,3,1,1,5,5,4,0,2,0,0,1,0,2,1,1,1,0,0,0,2,0,0,1,0,1,0,0,7,0,0,0,0,1,0,4,9,0,0
ghn,11,2,2,43,9,1,9,4,3,14,1,6,2,4,9,6,15,7,8,9,0,2,0,9,2,11,0,2,4,0,1,0,2,3,0,0,2,4,4,0,11,6,0,0
rustavi2,34,6,7,9,65,0,15,1,5,11,4,2,3,5,9,7,12,7,5,9,5,3,0,6,1,4,0,2,1,0,5,1,0,9,0,0,1,1,2,0,10,14,0,0
bpn,0,0,0,1,0,9,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ipn,9,2,3,9,15,2,39,1,2,7,1,3,2,2,5,4,13,5,10,7,1,2,2,3,2,3,0,1,4,0,1,0,0,3,0,0,1,1,0,0,4,2,0,0
publika,3,2,1,4,1,0,1,14,2,2,0,1,2,2,3,1,7,6,2,3,0,0,1,3,1,4,0,1,4,0,0,0,1,0,0,0,1,5,2,0,1,2,1,0
palitranews,5,7,1,3,5,2,2,2,32,4,1,3,1,1,6,3,8,2,0,7,0,2,6,3,1,5,0,1,0,0,2,0,1,1,1,1,0,0,1,0,5,5,0,0
1tv,23,3,5,14,11,0,7,2,4,69,3,21,1,2,3,4,4,4,3,4,1,5,2,4,0,7,1,1,4,0,0,0,1,3,0,0,1,1,3,0,9,19,0,0
postv,10,0,5,1,4,0,1,0,1,3,12,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,2,9,0,0
tiflisnews,10,2,4,6,2,0,3,1,3,21,1,34,1,1,3,3,2,4,1,4,1,3,0,4,0,5,1,1,1,0,0,0,1,0,1,0,1,1,2,0,3,10,0,0
sova,3,0,0,2,3,0,2,2,1,1,0,1,30,2,3,1,4,3,3,1,0,0,0,4,0,1,0,0,5,0,1,0,1,0,0,0,0,2,0,0,3,1,0,0
netgazeti,1,1,2,4,5,0,2,2,1,2,0,1,2,18,2,2,4,3,4,2,0,1,2,2,0,2,0,0,6,0,0,0,0,0,0,0,1,3,2,0,1,3,0,0
mtavari,5,3,0,9,9,0,5,3,6,3,1,3,3,2,29,8,17,9,1,11,0,0,2,10,2,4,0,1,3,0,4,0,0,2,0,2,1,2,4,0,3,0,0,0
metronome-mix,5,8,0,6,7,0,4,1,3,4,0,3,1,2,8,38,8,3,5,8,1,4,1,4,1,0,0,3,2,0,2,1,0,0,2,0,1,1,2,0,5,2,0,0
tvpirveli,10,3,1,15,12,0,13,7,8,4,1,2,4,4,17,8,49,9,15,24,0,4,1,13,2,10,0,1,4,0,5,0,0,4,1,1,2,4,8,1,7,4,0,0
on,4,6,0,7,7,0,5,6,2,4,0,4,3,3,9,3,9,29,5,4,1,1,0,6,3,6,0,3,1,0,0,1,1,1,2,0,2,3,2,0,5,3,0,0
bm,8,0,2,8,5,4,10,2,0,3,0,1,3,4,1,5,15,5,46,11,0,2,1,2,0,1,0,0,0,0,3,1,1,4,2,0,2,3,4,1,4,3,0,0
