,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,117,4,8,20,32,1,19,5,13,27,11,24,5,1,8,4,11,6,15,4,1,8,0,4,4,8,1,6,9,6,5,0,3,23,2,2,0,4,13,0,15,57,1,2
palitravideo,4,25,0,4,5,1,1,0,7,1,0,1,0,1,6,4,5,7,2,7,0,0,0,1,3,2,0,2,1,1,2,1,1,0,3,2,1,1,7,0,4,1,0,0
mpn,8,0,15,1,5,0,0,0,0,3,5,6,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,5,0,0,0,0,4,0,3,9,0,0
ghn,20,4,1,59,16,2,13,10,17,17,0,7,2,4,22,7,26,13,10,8,1,2,2,13,6,10,0,7,8,8,2,0,3,1,1,1,1,11,16,0,14,8,3,0
rustavi2,32,5,5,16,59,3,9,2,15,14,5,8,0,0,12,4,12,4,8,7,1,7,2,4,4,5,0,4,4,1,4,1,3,8,1,2,0,5,12,1,10,16,0,2
bpn,1,1,0,2,3,9,3,0,3,1,0,1,0,0,0,1,3,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,1,1,0,2,0,1,1,1,0,0
ipn,19,1,0,13,9,3,50,4,13,11,1,9,2,0,12,1,13,4,8,6,0,4,0,8,2,3,0,2,5,3,2,1,2,3,2,0,1,7,11,0,5,10,1,0
publika,5,0,0,10,2,0,4,23,5,1,0,3,0,7,4,2,12,5,2,12,1,2,1,7,0,5,0,1,4,2,1,1,1,1,0,0,1,7,3,0,5,1,0,0
palitranews,13,7,0,17,15,3,13,5,68,6,1,4,1,0,14,6,21,11,7,8,3,4,6,10,7,13,0,10,13,2,3,4,0,1,0,6,3,14,11,0,3,4,1,0
1tv,27,1,3,17,14,1,11,1,6,64,1,21,6,1,7,3,6,6,4,5,0,6,1,6,3,6,0,3,7,3,1,0,1,5,1,0,0,6,18,0,10,15,3,2
postv,11,0,5,0,5,0,1,0,1,1,14,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,3,12,0,1
tiflisnews,24,1,6,7,8,1,9,3,4,21,2,57,5,1,2,8,4,5,3,7,4,4,1,4,1,2,0,2,2,5,1,0,1,5,0,0,2,2,17,0,5,11,0,0
sova,5,0,0,2,0,0,2,0,1,6,0,5,44,0,1,0,2,7,1,0,0,1,0,2,2,1,0,1,1,4,0,0,0,2,0,0,0,3,2,0,2,2,1,1
netgazeti,1,1,0,4,0,0,0,7,0,1,0,1,0,11,3,3,5,2,3,4,1,1,0,2,0,1,0,0,2,2,0,2,0,1,0,0,0,1,2,0,3,0,0,0
mtavari,8,6,0,22,12,0,12,4,14,7,0,2,1,3,43,5,21,8,6,7,1,2,1,11,6,9,1,4,8,3,3,1,2,0,2,0,1,11,19,0,12,4,1,0
metronome-mix,4,4,1,7,4,1,1,2,6,3,0,8,0,3,5,38,13,4,9,10,5,1,1,6,3,3,0,3,5,3,1,1,1,0,2,0,3,3,4,0,5,3,0,0
tvpirveli,11,5,0,26,12,3,13,12,21,6,1,4,2,5,21,13,60,9,11,14,1,2,3,12,5,14,0,8,12,7,3,1,1,2,1,1,0,17,16,1,10,5,1,0
on,6,7,0,13,4,0,4,5,11,6,0,5,7,2,8,4,9,28,2,6,1,3,3,3,4,8,0,3,5,1,0,1,1,0,1,0,1,9,7,0,5,2,0,0
bm,15,2,1,10,8,2,8,2,7,4,1,3,1,3,6,9,11,2,56,3,1,2,4,2,4,1,0,1,3,1,2,0,1,4,1,0,0,9,6,1,6,9,0,0
