,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,146,1,17,17,66,1,23,2,3,34,15,17,1,1,4,4,7,3,8,4,4,15,4,3,0,1,0,2,2,9,2,0,1,55,0,0,0,1,0,0,13,0,0,0
palitravideo,1,23,0,4,6,0,1,2,10,0,0,2,4,2,3,7,6,2,3,3,1,1,1,3,1,2,0,2,2,2,0,0,0,0,2,0,3,3,2,0,2,0,0,0
mpn,17,0,16,1,10,0,3,1,0,3,7,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,8,0,0,0,1,0,0,6,0,0,0
ghn,17,4,1,51,10,0,10,4,10,13,0,6,5,3,14,1,18,7,7,7,1,6,2,10,1,7,0,2,5,21,1,2,1,15,0,0,0,11,7,0,17,0,0,0
rustavi2,66,6,10,10,84,0,19,3,9,17,5,8,3,3,4,6,8,6,6,5,5,10,5,5,1,2,0,0,4,5,2,0,2,27,1,0,0,2,3,0,19,0,0,0
bpn,1,0,0,0,0,22,1,3,5,2,0,0,0,1,0,0,3,1,14,7,0,6,0,0,0,0,0,2,0,5,0,1,0,4,0,1,4,3,3,3,4,0,0,0
ipn,23,1,3,10,19,1,44,3,4,7,1,2,2,2,4,2,14,2,11,1,0,1,1,2,0,1,0,0,4,8,0,0,2,9,0,0,0,7,4,0,10,0,0,0
publika,2,2,1,4,3,3,3,22,1,0,0,0,3,7,4,2,9,5,7,6,0,3,0,7,0,1,1,1,6,9,0,0,0,3,0,1,1,5,3,3,4,0,0,0
palitranews,3,10,0,10,9,5,4,1,60,4,1,2,3,1,7,4,6,4,3,4,0,4,2,3,1,3,0,3,4,14,2,0,1,0,1,0,2,3,3,0,6,0,0,0
1tv,34,0,3,13,17,2,7,0,4,89,0,10,0,0,5,5,4,1,8,4,1,5,1,0,0,2,0,0,2,6,5,1,1,11,0,0,0,0,3,0,9,0,0,0
