,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,69,0,5,10,22,1,6,1,5,23,2,6,5,1,4,1,6,0,7,2,5,5,0,1,1,0,0,1,3,0,2,1,0,7,0,1,0,0,1,0,5,25,0,0
palitravideo,0,16,0,3,2,0,0,0,4,0,0,1,0,0,4,14,7,0,0,1,0,0,0,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
mpn,5,0,5,0,4,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,3,0,0
ghn,10,3,0,33,8,1,2,0,12,15,0,6,5,3,12,4,11,0,8,4,1,2,0,8,1,0,0,3,4,0,1,0,0,1,0,0,0,0,2,0,5,7,0,0
rustavi2,22,2,4,8,39,1,3,1,5,16,2,6,6,0,6,2,6,0,5,4,5,1,0,3,1,0,0,0,3,0,0,0,0,5,0,0,1,0,0,0,6,11,0,0
bpn,1,0,0,1,1,5,1,0,1,1,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
ipn,6,0,0,2,3,1,16,0,6,4,0,0,3,1,5,2,4,0,4,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0
publika,1,0,0,0,1,0,0,4,0,3,1,0,2,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
palitranews,5,4,1,12,5,1,6,0,35,2,0,0,4,3,12,8,15,0,3,4,0,0,0,7,3,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,9,2,0,0
1tv,23,0,2,15,16,1,4,3,2,53,1,11,7,0,7,1,3,0,9,4,4,6,0,4,0,0,0,1,5,0,1,0,0,3,0,0,0,0,2,0,2,21,0,0
postv,2,0,1,0,2,0,0,1,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0
tiflisnews,6,1,1,6,6,0,0,0,0,11,0,18,2,0,2,3,0,0,0,4,5,1,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,5,0,0
sova,5,0,0,5,6,0,3,2,4,7,2,2,20,1,3,0,3,0,5,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
