,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
alia,8,4,3,12,9,2,5,3,3,3,2,3,1,3,10,14,12,5,8,56,2,3,1,3,1,3,0,3,4,9,5,2,2,6,2,1,1,3,4,2,7,3,0,0
primetime,1,0,0,2,1,0,1,0,0,1,0,1,0,0,1,4,1,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
gttv,8,2,2,4,5,1,0,1,2,6,0,1,0,1,1,4,5,0,4,3,0,17,1,0,0,0,0,0,1,2,1,0,2,4,1,0,0,1,3,2,6,4,0,0
euronewsgeorgia,2,0,0,5,0,2,1,1,4,1,0,2,1,0,1,0,3,0,3,1,0,1,10,3,0,1,0,2,4,7,1,1,1,0,0,0,0,1,1,0,1,0,0,0
formula,2,1,0,10,1,0,3,7,5,1,0,2,1,2,7,3,5,1,2,3,0,0,3,19,1,2,0,1,3,10,2,1,0,0,1,2,0,3,4,0,4,0,0,0
ambebi,1,2,0,1,1,0,3,0,2,0,0,2,1,0,2,0,0,0,2,1,0,0,0,1,5,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
metronome,4,0,0,2,1,0,3,3,3,1,0,0,0,1,8,1,3,2,4,3,0,0,1,2,1,16,0,0,3,4,1,2,0,0,0,0,0,1,1,0,1,0,0,0
jamnews,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kvirispalitra,2,0,0,3,1,1,2,1,1,1,0,0,2,0,2,4,0,1,1,3,0,0,2,1,0,0,0,10,2,4,0,0,0,1,0,1,0,1,0,0,1,1,0,0
radiotavisupleba,8,0,0,3,2,1,5,5,3,4,0,3,1,1,5,0,6,2,4,4,0,1,4,3,1,3,0,2,23,9,1,2,1,0,0,0,1,5,1,0,1,1,0,0
tabula,15,3,0,29,9,2,16,13,12,11,0,5,9,4,15,4,14,4,13,9,0,2,7,10,2,4,1,4,9,77,3,3,0,5,0,3,0,8,6,1,10,6,0,0
sputnik,3,1,0,3,1,1,1,1,4,1,0,0,0,0,2,0,1,1,4,5,0,1,1,2,1,1,0,0,1,3,12,1,0,0,2,2,0,2,1,0,2,1,0,0
batumelebi,2,0,0,2,3,0,3,2,1,1,1,0,0,0,3,1,1,2,1,2,0,0,1,1,0,2,0,0,2,3,1,5,0,0,0,0,0,1,1,0,2,0,0,0
paraleli,0,1,1,2,3,0,0,0,2,1,1,1,0,0,1,0,3,0,2,2,0,2,1,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,2,1,0,0
newspress,30,2,16,10,16,2,3,1,3,3,9,8,0,1,0,0,1,2,6,6,1,4,0,0,0,0,0,1,0,5,0,0,1,40,0,0,0,1,4,2,16,24,0,0
newsline,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,2,0,1,0,1,0,0,0,0,0,0,2,0,0,0,9,0,1,0,0,0,1,0,0,0
civil,1,0,0,3,0,0,2,1,4,1,0,0,0,1,2,1,0,0,0,1,0,0,0,2,0,0,0,1,0,3,2,0,0,0,0,5,0,1,1,0,1,0,0,0
allnews,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
accentnews,1,1,0,4,1,1,1,5,3,3,0,2,1,2,3,2,1,0,4,3,0,1,1,3,0,1,0,1,5,8,2,1,0,1,0,1,0,13,4,1,3,0,0,0
timer,4,2,0,8,2,1,4,3,4,5,0,5,0,2,3,3,2,0,5,4,1,3,1,4,1,1,0,0,1,6,1,1,0,4,0,1,0,4,15,2,8,2,0,0
itv,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,2,2,2,0,0,0
frontnews2,19,3,5,12,8,1,7,3,8,6,4,5,0,1,4,3,5,0,5,7,0,6,1,4,0,1,0,1,1,10,2,2,2,16,1,1,0,3,8,2,40,13,0,0
reportiori,48,3,13,10,21,1,5,0,2,5,14,7,0,0,0,1,0,1,3,3,0,4,0,0,0,0,0,1,1,6,1,0,1,24,0,0,0,0,2,0,13,60,0,0
amerikiskhma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agenda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
