,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
formula,2,0,0,4,0,0,4,5,3,4,0,2,1,1,3,4,2,4,2,1,0,0,1,13,0,1,0,1,4,0,0,2,0,1,0,0,0,5,1,0,2,1,0,0
ambebi,2,2,0,3,2,1,4,2,1,4,0,0,0,2,5,3,5,3,2,4,0,2,0,0,13,2,0,2,1,0,1,1,0,2,0,0,1,3,2,1,1,0,0,0
metronome,5,2,2,4,2,0,7,1,4,3,0,1,0,3,3,1,5,3,3,4,1,2,1,1,2,21,1,3,0,2,1,1,0,2,0,1,0,2,1,0,1,1,0,0
jamnews,0,1,0,1,0,0,0,0,2,0,0,1,0,1,1,1,1,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
kvirispalitra,1,2,0,2,4,0,4,1,5,2,0,1,1,1,1,3,1,5,1,4,0,0,2,1,2,3,0,12,2,0,1,0,0,1,0,0,1,3,5,0,1,1,0,0
radiotavisupleba,6,1,0,7,0,1,4,3,5,7,0,3,5,2,4,3,1,3,1,2,0,0,2,4,1,0,0,2,19,2,0,0,0,0,0,0,0,9,2,0,3,3,1,0
tabula,7,1,2,9,4,1,7,0,2,5,1,2,3,3,3,0,4,2,4,3,0,1,1,0,0,2,0,0,2,26,2,2,1,4,0,0,0,5,4,1,7,7,0,0
sputnik,6,0,2,2,7,0,1,1,1,2,1,0,0,0,3,1,2,1,1,3,2,1,0,0,1,1,0,1,0,2,12,0,0,2,0,1,0,3,0,0,3,2,0,2
batumelebi,1,1,0,2,2,2,1,1,1,1,0,0,0,4,1,2,4,2,3,3,0,2,0,2,1,1,0,0,0,2,0,8,0,3,0,0,0,3,3,2,3,0,0,0
paraleli,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
newspress,37,0,12,5,25,5,4,0,2,18,12,4,0,3,0,0,4,1,5,5,0,4,0,1,2,2,0,1,0,4,2,3,0,40,0,0,0,5,4,3,20,28,0,1
newsline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
civil,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0
allnews,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0
accentnews,3,5,0,14,7,4,10,9,7,5,0,3,3,5,7,6,10,5,11,7,0,2,2,5,3,2,1,3,9,5,3,3,0,5,0,1,0,34,7,2,7,2,0,0
timer,1,2,0,5,4,2,6,1,4,1,0,2,0,4,2,3,5,2,4,3,0,2,1,1,2,1,2,5,2,4,0,3,0,4,0,0,0,7,15,2,7,2,0,0
itv,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,3,0,2,3,0,3,0,0,1,0,0,0,0,1,0,2,0,3,0,0,0,2,2,3,2,0,0,0
frontnews2,28,1,13,17,34,3,6,2,4,22,8,5,0,4,4,1,9,4,7,3,2,6,1,2,1,1,0,1,3,7,3,3,0,20,0,0,1,7,7,2,52,34,0,2
reportiori,70,0,21,14,35,1,9,0,2,30,17,7,2,1,0,2,2,3,7,1,3,9,1,1,0,1,0,1,3,7,2,0,0,28,0,0,0,2,2,0,34,84,0,1
amerikiskhma,1,0,0,1,1,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
agenda,1,0,0,1,1,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,61
