,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,109,0,16,11,42,3,11,3,3,26,6,16,3,1,5,0,2,3,3,5,2,10,3,4,0,1,3,1,7,3,1,0,5,24,0,0,0,8,6,0,11,54,0,0
palitravideo,0,23,0,1,2,0,1,2,8,2,0,4,1,0,3,9,7,1,4,5,1,1,3,3,0,0,1,3,0,1,0,3,0,0,0,1,1,2,3,0,2,0,1,0
mpn,16,0,16,0,9,1,3,0,0,5,5,6,0,0,0,2,0,0,1,2,0,2,1,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,0,4,10,0,0
ghn,11,1,0,55,7,3,11,7,7,13,1,8,2,2,17,3,18,9,9,9,2,3,6,7,2,1,1,2,4,12,1,1,1,4,0,1,1,13,13,0,6,5,0,0
rustavi2,42,2,9,7,71,1,7,5,5,17,4,10,2,1,4,5,1,1,4,8,2,8,2,4,2,1,1,2,2,5,1,0,1,13,2,0,0,6,2,0,11,21,0,0
bpn,3,0,1,3,1,20,2,0,3,2,0,1,0,1,0,3,3,1,10,2,0,2,0,1,2,0,0,1,0,2,0,0,0,6,0,0,3,2,2,1,3,2,0,0
ipn,11,1,3,11,7,2,40,4,4,9,0,2,2,0,7,2,13,5,4,6,0,2,1,6,1,1,0,0,0,5,1,0,1,5,0,0,0,8,7,0,5,7,1,0
publika,3,2,0,7,5,0,4,21,2,2,0,0,2,3,6,3,6,4,1,4,1,2,1,5,2,1,1,2,3,2,0,1,0,0,0,0,0,9,5,0,2,2,0,0
palitranews,3,8,0,7,5,3,4,2,51,6,0,7,1,0,5,2,4,6,6,5,1,4,7,3,1,2,2,6,1,3,0,3,0,1,0,5,1,6,3,0,7,1,1,0
1tv,26,2,5,13,17,2,9,2,6,55,2,13,3,0,5,2,4,2,4,4,2,8,2,2,1,0,0,0,0,3,1,0,0,6,0,0,0,6,5,0,6,16,0,0
postv,6,0,5,1,4,0,0,0,0,2,8,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,0,0
tiflisnews,16,4,6,8,10,1,2,0,7,13,2,45,3,0,3,6,1,2,3,5,1,5,3,2,2,2,2,2,1,3,0,1,3,5,0,1,1,2,2,0,6,12,0,0
sova,3,1,0,2,2,0,2,2,1,3,0,3,37,3,4,0,1,1,2,1,1,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,1,1,0,3
