,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,128,3,28,12,56,3,20,1,7,58,10,6,2,0,3,8,6,1,12,3,3,13,2,2,0,0,0,0,4,6,5,0,1,17,0,2,0,6,10,0,30,77,1,2
palitravideo,3,20,1,1,4,0,2,0,1,3,0,1,0,0,4,8,3,2,6,3,1,2,1,0,0,1,0,3,1,0,1,0,0,1,1,0,0,1,0,0,4,5,0,0
mpn,28,1,28,2,15,0,2,0,0,16,5,2,0,0,0,0,0,0,4,0,0,7,1,0,0,0,0,0,1,0,1,0,0,4,0,0,0,1,2,0,17,24,1,1
ghn,12,1,2,43,5,1,14,5,7,13,0,2,4,1,11,6,16,6,10,2,0,3,0,5,1,3,0,4,10,6,0,1,2,2,1,0,1,10,7,0,14,6,0,0
rustavi2,56,4,15,5,78,2,14,2,2,36,6,1,4,0,0,4,1,3,10,2,2,13,3,1,0,0,0,2,2,3,3,0,1,13,0,0,0,5,9,0,22,40,1,1
bpn,3,0,0,1,2,14,2,0,1,2,0,0,0,0,1,1,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,4,2,0,0
ipn,20,2,2,14,14,2,45,4,9,20,0,2,2,1,9,9,17,4,8,3,0,5,2,4,1,2,0,3,6,6,0,0,0,4,0,0,1,13,6,0,10,10,2,0
publika,1,0,0,5,2,0,4,13,2,0,0,0,1,2,6,1,7,6,4,1,0,1,2,3,0,1,1,1,2,4,0,0,0,0,0,1,1,4,4,0,1,1,1,0
palitranews,7,1,0,7,2,1,9,2,37,2,0,2,5,2,5,4,13,6,0,4,0,0,6,1,0,2,0,2,5,3,2,0,1,1,0,1,3,7,1,0,4,2,2,0
1tv,58,3,16,13,36,2,20,0,2,89,1,7,2,1,3,7,4,4,10,0,1,12,3,2,0,0,0,1,5,6,3,0,0,10,0,0,0,2,9,0,30,38,0,1
postv,10,0,5,0,6,0,0,0,0,1,13,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,6,0,1,0,0,0,0,2,10,0,0
tiflisnews,6,1,2,2,1,0,2,0,2,7,0,16,0,0,0,7,2,2,1,1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,2,3,0,0
sova,2,0,0,4,4,0,2,1,5,2,0,0,43,1,3,0,5,2,1,2,0,2,1,1,0,1,0,0,7,3,0,0,1,0,0,0,1,3,1,0,2,2,0,0
netgazeti,0,0,0,1,0,0,1,2,2,1,0,0,1,7,3,0,6,3,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0
mtavari,3,4,0,11,0,1,9,6,5,3,0,0,3,3,48,17,32,10,8,5,1,1,5,7,2,1,1,1,8,7,1,1,1,0,2,0,2,15,8,0,9,0,1,0
metronome-mix,8,8,0,6,4,1,9,1,4,7,0,7,0,0,17,49,18,3,5,5,3,0,3,1,2,0,0,3,2,1,2,1,0,0,8,0,0,5,1,0,3,4,0,0
tvpirveli,6,3,0,16,1,3,17,7,13,4,0,2,5,6,32,18,91,18,17,12,1,0,9,8,4,5,0,2,8,5,1,1,1,0,2,1,4,16,9,0,20,1,3,0
on,1,2,0,6,3,0,4,6,6,4,0,2,2,3,10,3,18,35,7,3,0,1,5,7,0,1,1,4,6,4,3,1,1,1,1,0,3,8,3,0,7,1,2,0
bm,12,6,4,10,10,2,8,4,0,10,1,1,1,0,8,5,17,7,74,2,0,3,0,5,1,2,1,1,2,4,5,0,1,5,2,1,0,7,6,0,13,9,1,0
