,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
radiotavisupleba,2,1,1,5,4,0,3,3,3,4,1,3,6,3,4,1,5,4,2,7,2,2,0,4,0,1,1,1,25,3,0,1,0,2,0,0,0,7,1,0,2,3,0,1
tabula,3,1,1,4,3,1,4,3,1,2,1,1,3,2,3,1,6,5,6,4,1,4,2,3,0,0,1,0,3,24,0,1,0,3,0,0,1,7,3,1,5,2,0,0
sputnik,5,1,3,1,5,0,2,1,0,3,1,2,2,0,1,1,1,0,3,0,1,1,2,0,0,0,0,0,0,0,11,0,0,2,0,3,0,1,1,0,3,5,1,1
batumelebi,0,2,0,0,0,1,3,1,0,0,0,0,0,1,2,2,6,1,1,4,0,1,0,2,0,0,0,0,1,1,0,8,1,1,0,0,0,4,2,1,1,0,0,0
paraleli,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,2,0,2,0,0,0
newspress,37,0,20,9,20,2,5,1,1,10,10,4,1,3,0,0,2,0,10,1,1,6,1,0,0,0,0,1,2,3,2,1,0,53,0,1,1,5,1,2,15,32,0,1
newsline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
civil,3,1,2,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,3,0,0,1,0,4,0,1,1,0,0,3,0,0
allnews,1,0,1,1,3,1,0,1,1,2,0,2,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,7,0,0,0,1,2,0,0
accentnews,5,4,2,12,4,1,4,8,3,1,2,1,1,5,10,2,14,9,9,9,0,1,1,5,1,3,2,0,7,7,1,4,1,5,0,1,0,37,6,1,7,5,0,0
timer,7,2,1,5,4,1,4,3,2,4,0,2,2,3,3,4,9,3,5,3,1,2,1,1,0,2,1,0,1,3,1,2,2,1,0,1,0,6,20,1,6,6,0,0
itv,0,0,0,1,0,2,1,0,0,0,0,0,0,2,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,2,1,0,0,0
frontnews2,32,3,19,11,22,1,11,3,4,19,5,6,3,2,5,0,6,3,14,6,2,9,1,2,1,2,0,0,2,5,3,1,2,15,0,0,1,7,6,1,62,33,0,0
reportiori,89,3,37,13,44,0,6,2,6,31,15,14,1,0,1,3,1,1,9,0,3,16,3,0,0,2,0,1,3,2,5,0,0,32,0,3,2,5,6,0,33,101,0,0
amerikiskhma,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
agenda,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,43
