,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,51,1,7,6,30,0,3,1,4,19,6,10,3,1,3,0,4,0,5,5,5,2,0,1,0,0,0,1,4,0,0,1,0,16,0,0,0,1,1,0,10,0,0,0
palitravideo,1,18,1,5,2,0,2,4,10,3,0,0,3,2,5,10,9,0,1,2,0,0,0,3,2,0,0,2,1,0,0,1,0,0,0,0,2,2,3,0,2,0,0,0
mpn,7,1,9,1,5,0,1,0,0,3,3,1,0,0,1,1,1,0,1,0,1,2,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,3,0,0,0
ghn,6,5,1,30,4,0,6,5,9,6,1,0,3,1,19,4,11,0,4,6,1,2,0,5,2,0,0,1,3,0,4,1,0,4,0,0,2,2,6,0,5,0,0,0
rustavi2,30,2,5,4,47,0,2,1,8,12,4,5,3,0,1,0,4,0,2,5,6,1,0,2,0,0,0,0,1,0,0,1,0,8,0,0,0,1,1,0,7,0,0,0
bpn,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ipn,3,2,1,6,2,0,17,3,8,3,1,0,3,0,6,2,6,0,0,1,1,1,0,5,1,0,0,0,3,0,0,0,2,2,0,0,0,1,2,0,2,0,0,0
publika,1,4,0,5,1,0,3,15,3,2,0,0,0,3,5,4,6,0,2,5,0,0,0,4,1,0,0,1,1,0,2,1,1,0,0,0,2,3,4,0,1,0,0,0
palitranews,4,10,0,9,8,0,8,3,45,9,0,1,5,1,11,2,19,0,1,5,1,2,0,8,2,0,0,1,6,0,0,1,1,1,0,0,4,3,8,0,5,0,0,0
1tv,19,3,3,6,12,0,3,2,9,40,2,14,4,1,5,1,4,0,4,2,5,2,0,6,0,0,0,1,5,0,1,0,0,7,0,0,1,1,3,0,9,0,0,0
postv,6,0,3,1,4,0,1,0,0,2,7,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0
tiflisnews,10,0,1,0,5,0,0,0,1,14,2,23,0,0,0,1,1,0,1,2,7,3,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0
sova,3,3,0,3,3,0,3,0,5,4,0,0,12,0,4,0,5,0,1,1,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0
netgazeti,1,2,0,1,0,0,0,3,1,1,0,0,0,7,1,2,3,0,0,2,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0
mtavari,3,5,1,19,1,0,6,5,11,5,0,0,4,1,40,5,17,0,3,11,0,1,0,11,3,0,0,0,5,0,1,0,3,0,1,0,1,3,12,0,5,0,0,0
metronome-mix,0,10,1,4,0,1,2,4,2,1,1,1,0,2,5,19,7,0,0,5,2,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,2,0,0,0
tvpirveli,4,9,1,11,4,0,6,6,19,4,0,1,5,3,17,7,39,0,3,12,0,1,0,13,3,0,0,0,4,0,1,0,2,0,0,0,1,3,6,0,4,0,0,0
on,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bm,5,1,1,4,2,3,0,2,1,4,1,1,1,0,3,0,3,0,23,4,0,0,0,1,0,0,0,0,3,0,3,0,1,3,0,0,1,1,0,0,1,0,0,0
alia,5,2,0,6,5,1,1,5,5,2,0,2,1,2,11,5,12,0,4,35,6,0,0,7,1,0,0,2,2,0,4,1,4,1,0,0,0,4,7,0,4,0,0,0
primetime,5,0,1,1,6,0,1,0,1,5,1,7,0,0,0,2,0,0,0,6,16,1,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,3,0,0,0
gttv,2,0,2,2,1,0,1,0,2,2,1,3,0,0,1,0,1,0,0,0,1,6,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,3,0,0,0
euronewsgeorgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
formula,1,3,1,5,2,0,5,4,8,6,0,1,2,2,11,3,13,0,1,7,1,1,0,24,1,0,0,2,1,0,1,0,2,0,0,0,2,2,10,0,4,0,0,0
ambebi,0,2,0,2,0,0,1,1,2,0,0,0,0,0,3,3,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
metronome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jamnews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kvirispalitra,1,2,0,1,0,0,0,1,1,1,0,0,0,2,0,1,0,0,0,2,0,0,0,2,0,0,0,6,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0
radiotavisupleba,4,1,0,3,1,0,3,1,6,5,0,0,4,1,5,0,4,0,3,2,0,0,0,1,0,0,0,0,14,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
tabula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sputnik,0,0,1,4,0,0,0,2,0,1,0,0,0,0,1,0,1,0,3,4,1,1,0,1,0,0,0,0,1,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0
batumelebi,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0
paraleli,0,0,1,0,0,0,2,1,1,0,0,0,0,0,3,0,2,0,1,4,0,1,0,2,0,0,0,0,0,0,3,0,5,0,0,0,0,1,2,0,0,0,0,0
newspress,16,0,3,4,8,0,2,0,1,7,4,2,0,0,0,0,0,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,7,0,0,0
newsline,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allnews,0,2,0,2,0,1,0,2,4,1,0,0,0,2,1,1,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,0
accentnews,1,2,0,2,1,0,1,3,3,1,0,0,0,1,3,1,3,0,1,4,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,7,2,0,1,0,0,0
timer,1,3,1,6,1,0,2,4,8,3,1,0,2,1,12,3,6,0,0,7,0,0,0,10,2,0,0,1,1,0,0,1,2,0,0,0,1,2,24,0,5,0,0,0
itv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frontnews2,10,2,3,5,7,0,2,1,5,9,2,4,3,1,5,2,4,0,1,4,3,3,0,4,1,0,0,1,1,0,0,0,0,7,0,0,1,1,5,0,24,0,0,0
reportiori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amerikiskhma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agenda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
