,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
paraleli,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0,2,1,0,0
newspress,24,1,9,10,14,0,5,2,2,9,5,8,0,1,0,1,5,1,9,4,1,8,1,2,1,1,0,0,1,2,0,1,0,41,0,0,0,3,7,3,19,22,0,0
newsline,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0
civil,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2,1,1,2,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,4,0,0,1,0,2,0,0,0
allnews,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
accentnews,6,1,0,8,3,0,4,6,3,1,0,4,2,7,9,1,16,3,12,10,0,1,6,6,2,4,1,1,4,9,0,1,0,3,0,0,0,26,7,2,10,2,0,0
timer,4,2,0,11,3,0,2,3,3,2,3,3,2,4,8,1,8,3,5,12,0,5,3,5,1,2,1,1,5,6,0,2,1,7,0,1,0,7,26,2,13,6,0,0
itv,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,4,0,6,3,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,2,5,3,0,0,0
frontnews2,30,2,13,13,14,0,8,6,7,27,2,11,1,5,10,4,15,4,11,13,1,12,3,6,1,2,2,1,4,15,2,1,2,19,0,2,0,10,13,3,66,19,0,0
reportiori,65,3,16,10,24,1,11,1,6,37,10,18,0,0,3,2,4,3,9,2,1,7,0,3,0,1,0,2,1,5,1,0,1,22,0,0,0,2,6,0,19,84,0,0
amerikiskhma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agenda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
