,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,115,2,11,20,38,0,7,4,13,17,6,21,6,3,8,5,9,2,7,5,2,9,2,0,3,4,0,1,5,12,5,2,1,16,0,1,0,8,7,0,17,65,0,0
palitravideo,2,25,1,2,7,0,1,2,4,0,0,1,0,0,2,16,3,0,1,4,1,0,1,1,0,0,0,3,3,3,1,0,0,0,4,0,1,2,0,0,2,2,0,0
mpn,11,1,13,2,8,0,1,0,2,1,3,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,6,13,0,0
ghn,20,2,2,48,9,0,7,6,6,14,1,4,3,4,9,5,16,4,16,4,2,3,4,4,2,5,1,0,12,17,4,1,1,7,1,0,1,11,6,1,12,12,0,0
rustavi2,38,7,8,9,54,0,3,1,5,12,4,11,0,0,5,1,3,2,8,3,2,8,3,1,0,1,0,2,5,6,4,0,1,10,3,0,1,3,3,0,10,25,0,0
bpn,0,0,0,0,0,8,0,1,2,0,0,0,0,0,0,0,1,0,5,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0
ipn,7,1,1,7,3,0,30,3,7,4,1,4,1,0,7,4,9,3,6,2,0,1,4,1,1,2,1,2,1,11,3,1,0,6,0,0,1,5,1,0,6,7,0,0
publika,4,2,0,6,1,1,3,28,3,1,0,1,1,3,10,4,9,5,5,5,0,3,6,2,0,4,3,1,10,15,1,0,0,2,0,2,0,10,3,2,6,0,0,0
palitranews,13,4,2,6,5,2,7,3,42,3,2,4,0,0,7,0,7,5,2,1,1,2,3,3,1,4,0,5,5,6,3,1,0,4,0,1,1,5,1,0,8,9,0,0
1tv,17,0,1,14,12,0,4,1,3,45,1,18,2,0,4,9,6,1,11,2,3,6,2,0,0,2,0,2,3,8,2,0,1,4,1,0,2,2,6,0,8,15,0,0
postv,6,0,3,1,4,0,1,0,2,1,6,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,3,6,0,0
tiflisnews,21,1,3,4,11,0,4,1,4,18,2,38,2,0,3,4,2,1,3,0,1,4,0,0,1,1,0,2,1,6,2,0,1,2,1,0,2,3,3,0,7,15,0,0
sova,6,0,0,3,0,0,1,1,0,2,0,2,37,1,3,1,3,1,1,1,0,1,1,1,0,0,1,0,4,4,0,1,0,0,0,1,0,2,2,0,0,2,0,0
netgazeti,3,0,0,4,0,0,0,3,0,0,0,0,1,10,2,2,4,2,3,3,0,1,1,2,1,2,1,0,2,4,0,0,0,1,0,0,0,1,1,1,2,1,0,0
mtavari,8,2,0,9,5,0,7,10,7,4,0,3,3,2,42,11,15,5,7,12,0,3,2,8,1,6,1,3,8,10,2,1,0,1,0,2,0,12,3,0,5,2,0,0
metronome-mix,5,16,0,5,1,0,4,4,0,9,0,4,1,2,11,61,14,2,7,16,5,0,0,2,0,1,0,3,3,4,2,1,0,0,4,0,2,7,0,0,2,5,0,0
tvpirveli,9,3,0,16,3,1,9,9,7,6,0,2,3,4,15,14,50,7,12,17,2,3,2,8,1,7,2,3,8,14,3,1,0,7,1,2,1,16,6,3,11,5,0,0
on,2,0,0,4,2,0,3,5,5,1,1,1,1,2,5,2,7,18,4,2,0,3,3,1,0,4,1,2,3,7,2,0,0,2,0,3,0,5,2,0,4,1,0,0
bm,7,1,1,16,8,5,6,5,2,11,1,3,1,3,7,7,12,4,66,10,1,8,5,3,1,2,1,0,6,10,3,0,0,8,3,0,3,8,6,4,10,7,0,0
alia,5,4,0,4,3,1,2,5,1,2,0,0,1,3,12,16,17,2,10,36,1,5,1,2,1,3,1,3,3,9,0,2,0,5,0,0,0,5,3,4,7,2,0,0
primetime,2,1,0,2,2,0,0,0,1,3,0,1,0,0,0,5,2,0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
gttv,9,0,1,3,8,1,1,3,2,6,0,4,1,1,3,0,3,3,8,5,1,27,0,0,1,0,0,0,1,4,1,1,0,7,0,0,0,3,5,4,7,6,0,0
euronewsgeorgia,2,1,1,4,3,0,4,6,3,2,1,0,1,1,2,0,2,3,5,1,0,0,12,1,0,3,2,0,4,7,1,0,0,1,0,1,1,2,0,0,4,2,0,0
formula,0,1,0,4,1,0,1,2,3,0,0,0,1,2,8,2,8,1,3,2,0,0,1,14,0,2,2,0,5,6,0,0,0,0,0,1,0,2,1,0,2,0,0,0
ambebi,3,0,0,2,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,5,0,0,2,2,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0
metronome,4,0,0,5,1,0,2,4,4,2,0,1,0,2,6,1,7,4,2,3,0,0,3,2,0,13,1,2,2,5,0,0,0,0,0,1,1,4,1,0,5,2,0,0
jamnews,0,0,0,1,0,0,1,3,0,0,0,0,1,1,1,0,2,1,1,1,0,0,2,2,0,1,4,0,2,4,0,0,0,0,0,1,0,1,1,0,1,0,0,0
kvirispalitra,1,3,0,0,2,1,2,1,5,2,0,2,0,0,3,3,3,2,0,3,0,0,0,0,2,2,0,12,1,3,1,1,0,0,2,0,1,2,0,0,1,1,0,0
radiotavisupleba,5,3,1,12,5,0,1,10,5,3,1,1,4,2,8,3,8,3,6,3,0,1,4,5,2,2,2,1,25,10,2,2,0,1,0,1,0,9,1,0,6,3,0,0
tabula,12,3,0,17,6,1,11,15,6,8,0,6,4,4,10,4,14,7,10,9,0,4,7,6,1,5,4,3,10,49,2,1,0,7,0,2,1,14,7,3,11,7,0,0
sputnik,5,1,0,4,4,1,3,1,3,2,1,2,0,0,2,2,3,2,3,0,0,1,1,0,0,0,0,1,2,2,12,0,0,4,0,0,1,4,1,0,3,3,0,0
batumelebi,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,2,0,1,0,0,1,0,0,1,2,1,0,4,0,0,0,0,0,1,0,0,1,0,0,0
paraleli,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0
newspress,16,0,7,7,10,1,6,2,4,4,4,2,0,1,1,0,7,2,8,5,1,7,1,0,1,0,0,0,1,7,4,0,0,26,0,0,0,6,6,4,14,16,0,0
newsline,0,4,0,1,3,0,0,0,0,1,0,1,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
civil,1,0,0,0,0,0,0,2,1,0,0,0,1,0,2,0,2,3,0,0,0,0,1,1,0,1,1,0,1,2,0,0,0,0,0,4,0,2,1,0,1,1,0,0
allnews,0,1,0,1,1,1,1,0,1,2,0,2,0,0,0,2,1,0,3,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,7,0,0,0,0,1,0,0
accentnews,8,2,0,11,3,1,5,10,5,2,0,3,2,1,12,7,16,5,8,5,0,3,2,2,1,4,1,2,9,14,4,1,0,6,0,2,0,32,6,3,11,3,0,0
timer,7,0,0,6,3,1,1,3,1,6,0,3,2,1,3,0,6,2,6,3,0,5,0,1,0,1,1,0,1,7,1,0,2,6,0,1,0,6,16,3,7,7,0,0
itv,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,3,0,4,4,0,4,0,0,1,0,0,0,0,3,0,0,0,4,0,0,0,3,3,4,3,0,0,0
frontnews2,17,2,6,12,10,1,6,6,8,8,3,7,0,2,5,2,11,4,10,7,0,7,4,2,0,5,1,1,6,11,3,1,1,14,0,1,0,11,7,3,33,17,0,0
reportiori,65,2,13,12,25,0,7,0,9,15,6,15,2,1,2,5,5,1,7,2,1,6,2,0,0,2,0,1,3,7,3,0,1,16,0,1,1,3,7,0,17,73,0,0
amerikiskhma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agenda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
