,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,136,1,16,23,51,0,9,2,13,49,24,10,1,2,6,4,3,9,6,11,5,12,2,2,1,0,0,2,4,1,6,0,1,32,3,1,2,2,7,0,15,0,0,0
palitravideo,1,21,0,3,5,0,3,1,5,1,0,2,1,1,2,12,6,4,4,6,1,0,0,1,1,0,0,4,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
mpn,16,0,18,0,9,0,0,0,0,3,7,2,0,0,0,0,0,0,1,4,1,2,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0,4,0,0,0
ghn,23,3,0,56,11,1,14,2,10,16,3,2,4,2,12,5,10,8,7,6,0,4,0,6,3,3,1,3,7,2,1,2,0,8,2,0,3,6,8,0,16,0,0,0
rustavi2,51,5,9,11,77,1,5,1,2,27,9,8,2,2,2,6,5,4,8,12,5,8,2,3,2,2,0,4,3,2,5,0,0,18,2,0,1,2,6,1,5,0,0,0
bpn,0,0,0,1,1,16,1,0,2,3,0,1,0,0,2,2,3,1,8,1,1,0,0,1,0,1,0,1,0,1,0,0,0,3,0,0,0,1,1,0,1,0,0,0
ipn,9,3,0,14,5,1,44,2,9,11,1,2,4,3,6,6,14,9,7,3,0,1,0,2,1,2,0,2,1,3,0,2,1,6,0,0,0,4,5,0,9,0,0,0
publika,2,1,0,2,1,0,2,16,2,1,0,0,1,4,7,3,8,5,0,3,0,0,3,3,0,1,0,0,5,0,1,1,0,0,1,0,0,5,0,0,1,0,0,0
palitranews,13,5,0,10,2,2,9,2,49,5,0,1,5,3,4,2,7,7,8,3,0,2,2,3,2,3,0,2,3,2,2,2,2,2,1,3,3,2,2,0,4,0,0,0
1tv,49,1,3,16,27,3,11,1,5,91,9,12,4,2,4,4,1,2,7,2,3,5,0,3,1,0,0,3,3,6,3,0,1,6,1,0,1,2,3,0,8,0,0,0
postv,24,0,7,3,9,0,1,0,0,9,22,1,0,0,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,2,0,0,0
tiflisnews,10,2,2,2,8,1,2,0,1,12,1,25,0,0,0,1,2,1,0,1,1,5,0,0,0,0,0,3,2,0,0,0,0,2,1,0,0,0,2,0,3,0,0,0
sova,1,1,0,4,2,0,4,1,5,4,0,0,28,1,3,2,5,3,4,0,0,0,1,2,0,2,0,2,5,2,0,2,0,0,0,0,0,2,1,0,1,0,0,0
