,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,136,1,14,15,26,1,16,0,4,33,14,14,2,1,8,6,4,0,8,9,3,9,6,2,1,3,0,0,3,0,0,0,1,14,1,1,0,5,1,0,14,47,0,0
palitravideo,1,24,0,2,5,1,1,1,2,0,0,3,1,0,4,12,5,1,0,8,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,2,0,1,0,0,0
mpn,14,0,18,1,5,0,0,0,0,4,3,2,2,1,2,0,1,0,1,0,0,3,2,1,0,0,0,0,1,0,0,1,0,5,0,0,0,1,1,0,3,10,0,0
ghn,15,2,1,42,2,1,5,4,6,12,1,6,6,1,16,7,10,3,7,6,0,0,7,3,4,4,0,1,4,0,1,1,0,3,2,1,0,8,6,0,7,10,0,0
rustavi2,26,5,5,2,61,0,7,2,7,9,3,11,0,3,6,5,8,4,6,5,0,8,2,1,2,5,0,0,2,0,4,1,0,5,0,0,3,1,4,1,11,12,0,0
bpn,1,1,0,1,0,12,0,0,2,0,0,0,0,0,1,1,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0
ipn,16,1,0,5,7,0,54,2,14,6,0,4,2,1,10,5,10,4,5,1,1,1,6,4,5,5,0,1,2,0,0,4,0,2,0,0,1,8,4,0,13,6,0,0
publika,0,1,0,4,2,0,2,12,6,2,0,1,1,2,8,1,8,2,3,3,0,2,3,6,1,3,1,0,2,0,1,1,0,0,0,1,0,4,1,0,4,0,0,0
palitranews,4,2,0,6,7,2,14,6,55,10,0,4,4,0,8,3,14,3,3,3,0,1,6,1,6,9,0,0,1,0,0,0,0,1,0,1,3,3,3,0,7,5,0,0
1tv,33,0,4,12,9,0,6,2,10,77,4,11,6,1,14,3,7,1,4,3,1,9,3,3,1,2,0,1,4,0,1,0,0,4,0,0,2,2,4,0,9,17,0,0
postv,14,0,3,1,3,0,0,0,0,4,14,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,9,0,0
tiflisnews,14,3,2,6,11,0,4,1,4,11,1,38,2,1,4,4,1,1,1,0,0,4,1,2,1,1,0,0,4,0,1,0,0,1,0,0,2,2,4,0,5,10,0,0
sova,2,1,2,6,0,0,2,1,4,6,0,2,33,3,7,1,6,0,1,3,0,0,5,0,1,2,0,1,6,0,0,1,0,0,0,0,0,5,2,0,1,0,0,0
netgazeti,1,0,1,1,3,0,1,2,0,1,0,1,3,8,4,0,2,1,2,2,0,1,1,2,0,2,1,0,3,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0
mtavari,8,4,2,16,6,1,10,8,8,14,0,4,7,4,54,10,14,5,7,13,0,4,3,9,5,5,1,0,4,0,1,2,0,0,2,1,0,10,10,0,9,3,0,0
metronome-mix,6,12,0,7,5,1,5,1,3,3,0,4,1,0,10,48,12,0,9,18,2,3,2,1,3,1,0,2,2,0,0,0,1,0,4,0,0,1,3,0,6,1,0,0
tvpirveli,4,5,1,10,8,1,10,8,14,7,0,1,6,2,14,12,53,6,9,15,1,3,7,5,5,9,0,2,2,0,1,4,0,2,0,1,0,5,6,1,13,3,0,0
on,0,1,0,3,4,0,4,2,3,1,0,1,0,1,5,0,6,16,2,2,0,0,2,2,0,2,0,0,1,0,2,2,0,0,0,2,0,5,1,0,2,1,0,0
bm,8,0,1,7,6,8,5,3,3,4,0,1,1,2,7,9,9,2,70,8,1,4,2,4,1,2,1,0,2,0,1,2,0,4,2,1,0,12,5,2,6,3,0,0
alia,9,8,0,6,5,1,1,3,3,3,0,0,3,2,13,18,15,2,8,46,2,4,1,3,3,2,0,1,2,0,2,3,1,3,0,1,0,5,5,2,7,3,0,0
primetime,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,1,2,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
gttv,9,0,3,0,8,0,1,2,1,9,2,4,0,1,4,3,3,0,4,4,1,24,1,2,0,1,0,0,1,0,1,1,0,3,0,0,1,2,2,2,4,8,0,0
euronewsgeorgia,6,0,2,7,2,0,6,3,6,3,0,1,5,1,3,2,7,2,2,1,2,1,19,4,1,6,0,0,3,0,0,1,0,0,0,0,0,4,1,0,4,0,0,0
formula,2,0,1,3,1,0,4,6,1,3,0,2,0,2,9,1,5,2,4,3,1,2,4,15,0,6,1,0,2,0,1,2,0,0,0,1,0,6,2,0,6,1,0,0
