,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,63,1,9,7,30,1,8,0,2,21,0,10,5,1,5,2,6,2,10,1,6,7,0,4,0,0,0,0,3,5,0,0,1,10,0,0,0,3,2,0,5,23,0,1
palitravideo,1,13,0,1,1,0,1,1,2,1,0,2,0,0,0,6,1,1,1,1,1,0,0,0,2,0,0,2,1,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0
mpn,9,0,7,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,4,0,0
ghn,7,1,0,30,4,0,2,2,4,10,0,5,7,1,9,1,7,7,5,2,2,2,0,3,0,0,0,2,8,14,0,0,0,1,0,0,1,5,6,0,5,4,0,0
rustavi2,30,1,1,4,43,1,5,1,3,16,0,10,3,0,5,4,4,1,7,2,5,4,0,5,0,0,0,0,3,2,1,0,0,6,0,0,0,1,4,0,3,12,0,2
bpn,1,0,0,0,1,7,1,0,1,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
ipn,8,1,0,2,5,1,12,0,1,2,0,1,1,0,2,0,5,1,5,0,0,1,0,2,0,0,0,1,1,1,0,0,0,1,0,0,1,2,0,0,2,2,0,0
publika,0,1,0,2,1,0,0,12,4,2,0,0,2,5,5,0,3,2,5,4,1,0,0,6,0,0,0,1,3,6,0,0,0,0,0,0,0,4,0,0,1,1,0,0
palitranews,2,2,0,4,3,1,1,4,39,5,0,3,5,4,4,0,11,7,7,1,2,1,2,5,0,0,0,5,2,5,1,0,0,0,0,0,0,7,1,0,4,2,0,0
1tv,21,1,3,10,16,1,2,2,5,53,0,12,6,0,3,0,2,4,5,2,2,7,0,4,0,0,0,0,5,11,0,0,0,5,0,0,0,1,5,0,6,17,0,1
postv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiflisnews,10,2,1,5,10,0,1,0,3,12,0,30,4,0,2,5,0,3,1,3,8,3,0,3,0,0,0,0,1,6,0,0,0,2,1,0,1,3,4,0,1,8,0,0
sova,5,0,0,7,3,0,1,2,5,6,0,4,38,3,1,0,1,3,1,1,2,2,0,6,0,0,0,1,4,11,0,0,0,1,1,0,0,1,2,0,1,6,0,0
netgazeti,1,0,0,1,0,0,0,5,4,0,0,0,3,6,2,0,2,2,2,2,1,0,0,4,0,0,0,1,2,5,0,0,0,0,0,0,0,3,0,0,1,1,0,0
mtavari,5,0,0,9,5,0,2,5,4,3,0,2,1,2,23,2,12,4,11,9,1,0,1,7,0,0,0,2,2,8,0,0,0,0,0,0,0,5,4,0,0,0,0,0
metronome-mix,2,6,0,1,4,0,0,0,0,0,0,5,0,0,2,25,8,0,0,10,7,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0
tvpirveli,6,1,0,7,4,0,5,3,11,2,0,0,1,2,12,8,38,5,15,11,4,0,3,5,0,0,0,3,5,3,0,0,0,1,0,0,0,4,4,0,3,1,0,0
on,2,1,0,7,1,0,1,2,7,4,0,3,3,2,4,0,5,15,5,1,1,0,1,2,0,0,0,1,6,9,0,0,0,0,0,0,0,4,1,0,2,1,0,0
bm,10,1,0,5,7,4,5,5,7,5,0,1,1,2,11,0,15,5,32,6,1,1,3,5,1,0,0,3,1,5,0,0,1,3,2,0,0,4,1,0,2,3,0,0
alia,1,1,0,2,2,0,0,4,1,2,0,3,1,2,9,10,11,1,6,31,13,0,0,4,0,0,0,0,3,4,0,0,2,0,0,0,0,4,1,0,0,0,0,0
primetime,6,1,1,2,5,0,0,1,2,2,0,8,2,1,1,7,4,1,1,13,27,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,2,0,0
gttv,7,0,1,2,4,2,1,0,1,7,0,3,2,0,0,1,0,0,1,0,2,13,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,6,0,0
euronewsgeorgia,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
formula,4,0,0,3,5,0,2,6,5,4,0,3,6,4,7,0,5,2,5,4,1,1,0,16,0,0,0,1,2,7,0,0,0,0,0,0,0,3,3,0,2,2,0,0
ambebi,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
metronome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jamnews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kvirispalitra,0,2,0,2,0,1,1,1,5,0,0,0,1,1,2,0,3,1,3,0,0,0,0,1,2,0,0,9,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0,0
radiotavisupleba,3,1,0,8,3,0,1,3,2,5,0,1,4,2,2,0,5,6,1,3,1,0,0,2,0,0,0,0,21,5,0,1,0,0,0,0,1,5,2,0,3,2,0,1
tabula,5,0,0,14,2,0,1,6,5,11,0,6,11,5,8,0,3,9,5,4,2,1,0,7,0,0,0,0,5,32,0,0,0,1,0,0,0,2,2,0,2,5,0,0
sputnik,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
batumelebi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
paraleli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
newspress,10,0,3,1,6,1,1,0,0,5,0,2,1,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,2,0,5,10,0,0
newsline,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0
civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allnews,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0
accentnews,3,1,0,5,1,0,2,4,7,1,0,3,1,3,5,0,4,4,4,4,2,1,1,3,0,0,0,2,5,2,0,0,0,0,0,0,1,16,1,0,2,3,0,0
timer,2,0,1,6,4,0,0,0,1,5,0,4,2,0,4,0,4,1,1,1,0,0,0,3,0,0,0,1,2,2,0,0,0,2,0,0,0,1,16,0,2,5,0,0
itv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frontnews2,5,1,2,5,3,1,2,1,4,6,0,1,1,1,0,0,3,2,2,0,1,2,0,2,1,0,0,1,3,2,0,0,0,5,2,0,1,2,2,0,17,6,0,0
reportiori,23,0,4,4,12,1,2,1,2,17,0,8,6,1,0,1,1,1,3,0,2,6,0,2,0,0,0,0,2,5,0,0,0,10,0,0,0,3,5,0,6,31,0,0
amerikiskhma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agenda,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
