,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,170,7,22,20,61,0,21,3,23,60,23,25,1,2,11,4,6,4,9,8,4,11,5,2,0,2,0,3,7,4,6,0,1,42,1,0,3,4,0,0,0,0,0,0
palitravideo,7,28,0,5,4,1,2,0,11,2,0,5,0,1,3,12,3,3,2,4,0,0,0,2,0,0,0,2,0,1,6,0,0,0,5,0,2,0,3,0,0,0,0,0
mpn,22,0,26,2,10,0,1,0,6,9,4,6,0,0,0,1,1,0,2,1,0,3,2,0,0,1,0,3,1,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0
ghn,20,5,2,76,15,1,26,5,22,32,7,20,4,1,24,10,18,5,13,10,1,3,5,5,0,5,0,4,11,19,6,0,1,13,1,0,4,13,14,0,0,0,0,0
rustavi2,61,4,10,15,93,0,16,0,16,35,16,22,0,4,5,4,8,4,8,9,5,5,5,1,0,0,0,4,4,6,5,0,0,18,0,0,1,4,0,0,0,0,0,0
bpn,0,1,0,1,0,15,1,0,2,0,0,1,0,2,1,2,2,0,11,2,0,2,0,1,1,0,0,1,1,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0
ipn,21,2,1,26,16,1,70,2,12,16,6,8,4,1,5,2,15,4,15,5,1,0,3,1,0,2,0,2,6,13,4,1,1,10,0,0,0,9,8,0,0,0,0,0
publika,3,0,0,5,0,0,2,20,3,3,1,1,1,4,6,3,7,7,5,1,0,1,2,8,0,3,1,2,4,5,0,1,0,0,0,0,0,4,1,0,0,0,0,0
palitranews,23,11,6,22,16,2,12,3,82,18,9,15,4,2,15,6,16,7,5,5,2,4,8,3,0,6,0,16,5,7,3,1,0,7,0,3,5,8,6,0,0,0,0,0
1tv,60,2,9,32,35,0,16,3,18,99,18,38,1,1,10,6,5,3,9,8,3,5,8,4,2,3,0,4,8,4,5,0,0,15,0,0,3,2,2,0,0,0,0,0
postv,23,0,4,7,16,0,6,1,9,18,28,9,0,1,2,0,1,2,4,3,2,2,0,1,0,1,0,2,0,1,2,0,0,13,0,0,1,0,0,0,0,0,0,0
tiflisnews,25,5,6,20,22,1,8,1,15,38,9,62,2,0,9,9,8,3,5,7,2,5,3,4,0,1,1,6,4,3,4,0,0,9,1,0,3,4,2,0,0,0,0,0
sova,1,0,0,4,0,0,4,1,4,1,0,2,34,0,4,1,0,1,2,0,0,0,2,3,0,0,1,1,1,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0
netgazeti,2,1,0,1,4,2,1,4,2,1,1,0,0,15,2,1,9,4,9,8,0,3,1,2,0,0,0,2,3,4,1,1,0,3,0,0,1,4,0,0,0,0,0,0
mtavari,11,3,0,24,5,1,5,6,15,10,2,9,4,2,64,15,19,6,8,11,1,3,1,7,0,10,0,3,7,16,3,1,2,3,0,2,3,7,17,0,0,0,0,0
metronome-mix,4,12,1,10,4,2,2,3,6,6,0,9,1,1,15,49,7,4,4,12,2,7,3,5,0,0,0,5,6,10,1,1,1,0,5,0,1,2,7,0,0,0,0,0
tvpirveli,6,3,1,18,8,2,15,7,16,5,1,8,0,9,19,7,70,9,20,25,0,5,3,5,0,4,1,6,7,18,5,2,1,10,0,2,1,17,16,0,0,0,0,0
on,4,3,0,5,4,0,4,7,7,3,2,3,1,4,6,4,9,22,3,5,0,0,2,6,0,0,1,1,1,5,3,1,0,2,0,0,1,4,1,0,0,0,0,0
