,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,107,0,15,18,28,2,15,0,7,17,7,9,3,1,2,1,2,3,15,2,2,13,0,1,0,0,1,1,3,10,3,0,0,19,1,0,1,2,0,0,10,67,1,2
palitravideo,0,22,0,3,0,0,1,1,11,3,0,1,1,2,6,10,11,1,2,7,6,2,1,1,2,3,0,2,2,2,3,1,0,0,3,0,0,2,0,0,7,1,0,0
mpn,15,0,14,1,1,0,0,0,2,4,2,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,7,0,0
ghn,18,3,1,61,9,1,9,5,13,13,2,8,6,5,21,4,19,10,10,8,0,2,6,8,2,7,1,1,8,16,2,3,0,6,1,0,0,10,3,0,15,20,1,1
rustavi2,28,0,1,9,70,5,11,1,18,5,5,5,2,2,4,4,3,3,6,2,4,6,1,2,0,1,0,1,1,11,7,2,0,8,1,1,0,1,1,1,9,21,0,0
bpn,2,0,0,1,5,16,3,0,5,0,1,0,2,1,3,2,4,0,3,3,1,1,0,1,0,0,0,0,2,4,2,1,0,1,1,0,1,0,1,1,2,1,0,0
ipn,15,1,0,9,11,3,46,4,13,8,1,1,2,1,9,2,12,10,6,2,0,1,1,3,1,2,0,1,3,6,1,2,1,3,0,0,1,5,2,1,3,6,0,0
publika,0,1,0,5,1,0,4,13,2,2,0,0,1,3,4,2,5,5,2,4,0,1,2,6,1,3,0,0,2,3,0,1,2,0,0,0,1,7,1,0,2,0,0,0
palitranews,7,11,2,13,18,5,13,2,63,8,0,1,6,1,16,4,13,8,8,9,3,6,11,4,3,10,0,5,8,12,3,5,0,1,1,0,1,10,5,0,8,3,0,0
1tv,17,3,4,13,5,0,8,2,8,48,3,7,2,3,5,0,2,3,6,1,0,2,2,2,0,6,0,0,3,6,2,1,0,6,0,0,1,3,1,0,9,12,3,1
postv,7,0,2,2,5,1,1,0,0,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,3,5,0,1
tiflisnews,9,1,2,8,5,0,1,0,1,7,0,20,1,2,0,5,0,0,1,1,0,2,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,3,11,0,0
sova,3,1,0,6,2,2,2,1,6,2,0,1,34,0,5,1,3,5,3,3,1,1,4,2,0,3,0,1,6,10,1,2,0,0,0,0,0,6,0,0,1,0,1,6
netgazeti,1,2,1,5,2,1,1,3,1,3,0,2,0,13,3,2,4,0,3,1,0,1,0,2,0,1,0,0,4,3,1,3,0,1,0,0,0,1,0,1,3,1,0,0
mtavari,2,6,0,21,4,3,9,4,16,5,0,0,5,3,42,8,18,9,9,10,3,2,6,11,3,9,0,2,8,11,2,4,1,0,1,0,0,17,4,1,5,2,0,0
metronome-mix,1,10,0,4,4,2,2,2,4,0,0,5,1,2,8,39,13,2,3,10,6,2,0,2,0,0,0,0,1,2,2,3,1,0,9,0,1,2,1,0,4,1,0,0
tvpirveli,2,11,1,19,3,4,12,5,13,2,0,0,3,4,18,13,54,11,10,12,4,2,5,11,2,2,0,2,10,6,1,3,2,2,1,0,2,12,4,1,8,2,0,0
