,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,146,2,15,10,48,1,7,0,5,19,20,13,3,0,4,2,2,1,9,3,2,9,0,2,1,0,0,1,3,8,0,0,1,44,0,0,0,1,0,0,18,77,0,0
palitravideo,2,19,0,1,1,1,1,1,3,1,1,5,2,1,2,8,5,1,0,4,2,3,2,1,1,1,0,4,3,1,0,0,1,2,1,0,2,0,1,0,1,1,0,0
mpn,15,0,20,1,11,0,0,0,0,4,9,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,5,13,0,0
ghn,10,1,1,43,8,0,8,5,6,12,2,8,2,2,10,5,10,0,11,5,1,0,0,5,2,3,0,1,2,13,0,1,2,7,0,0,1,4,4,1,9,8,0,0
rustavi2,48,1,11,8,69,0,6,1,3,8,9,15,1,1,3,5,4,3,3,5,3,4,1,1,1,1,0,0,0,4,4,1,2,17,0,0,2,1,0,0,12,25,0,0
bpn,1,1,0,0,0,14,1,1,5,1,1,0,1,0,1,0,0,0,7,2,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ipn,7,1,0,8,6,1,49,3,11,6,0,3,2,1,9,1,10,3,17,5,2,2,0,4,1,4,0,0,4,7,1,0,1,7,0,0,0,7,1,1,10,6,0,0
publika,0,1,0,5,1,1,3,20,3,2,0,1,4,1,10,4,5,2,1,3,0,0,2,6,1,2,0,1,3,10,1,0,0,0,0,1,1,5,2,0,4,0,0,0
palitranews,5,3,0,6,3,5,11,3,63,2,0,0,3,0,5,6,6,4,3,1,0,2,1,1,1,3,1,3,8,5,1,0,2,0,0,2,0,2,0,0,4,4,0,0
1tv,19,1,4,12,8,1,6,2,2,62,2,24,1,0,5,3,4,1,3,3,1,1,0,2,0,1,0,2,3,7,0,0,1,6,0,0,0,2,4,0,7,12,0,0
postv,20,1,9,2,9,1,0,0,0,2,23,3,0,0,1,1,0,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,7,15,0,0
tiflisnews,13,5,4,8,15,0,3,1,0,24,3,51,1,0,1,12,3,1,0,4,1,1,0,1,1,2,0,1,4,2,0,0,1,4,0,0,0,2,4,0,4,12,0,0
sova,3,2,0,2,1,1,2,4,3,1,0,1,32,1,8,2,8,2,3,1,0,0,2,4,1,5,1,1,5,9,1,0,0,1,0,1,1,6,2,0,0,0,0,0
netgazeti,0,1,0,2,1,0,1,1,0,0,0,0,1,11,2,2,5,3,1,3,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,1,3,1,0,1,0,0,0
mtavari,4,2,0,10,3,1,9,10,5,5,1,1,8,2,53,11,22,4,2,9,0,3,1,9,1,12,0,1,7,10,0,0,0,0,0,0,1,8,3,0,4,3,0,0
metronome-mix,2,8,0,5,5,0,1,4,6,3,1,12,2,2,11,42,12,3,4,6,1,1,2,4,2,1,0,3,7,2,1,0,0,1,1,0,3,1,2,0,0,3,0,0
tvpirveli,2,5,0,10,4,0,10,5,6,4,0,3,8,5,22,12,63,6,9,7,1,3,0,6,1,7,0,1,5,11,1,1,1,3,1,0,1,7,5,1,10,2,0,0
on,1,1,2,0,3,0,3,2,4,1,0,1,2,3,4,3,6,20,2,1,2,1,2,3,0,3,0,1,2,4,2,0,1,1,0,1,1,0,0,0,0,2,0,0
bm,9,0,0,11,3,7,17,1,3,3,1,0,3,1,2,4,9,2,72,3,1,3,0,2,0,1,0,1,4,6,0,0,0,9,0,0,1,6,2,2,7,7,0,0
alia,3,4,2,5,5,2,5,3,1,3,2,4,1,3,9,6,7,1,3,34,1,3,1,2,1,0,0,0,2,3,0,0,1,4,1,0,1,4,3,1,5,1,0,0
primetime,2,2,0,1,3,0,2,0,0,1,0,1,0,0,0,1,1,2,1,1,10,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,1,2,0,0
gttv,9,3,0,0,4,0,2,0,2,1,1,1,0,0,3,1,3,1,3,3,1,17,1,0,1,1,0,0,1,0,0,0,1,3,0,0,0,2,1,1,4,5,0,0
euronewsgeorgia,0,2,0,0,1,0,0,2,1,0,0,0,2,0,1,2,0,2,0,1,0,1,10,2,0,1,0,0,2,5,1,0,0,0,0,1,0,0,1,0,1,0,0,0
formula,2,1,0,5,1,0,4,6,1,2,1,1,4,1,9,4,6,3,2,2,0,0,2,21,1,3,0,0,6,9,0,0,0,0,0,0,1,4,4,0,2,3,0,0
ambebi,1,1,0,2,1,1,1,1,1,0,0,1,1,1,1,2,1,0,0,1,0,1,0,1,7,0,0,0,2,3,0,1,0,0,0,0,1,1,1,0,0,2,0,0
metronome,0,1,0,3,1,1,4,2,3,1,0,2,5,0,12,1,7,3,1,0,0,1,1,3,0,21,0,1,5,6,0,0,0,0,0,0,0,2,2,0,3,1,0,0
jamnews,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kvirispalitra,1,4,1,1,0,1,0,1,3,2,0,1,1,0,1,3,1,1,1,0,0,0,0,0,0,1,0,10,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0
radiotavisupleba,3,3,0,2,0,0,4,3,8,3,0,4,5,2,7,7,5,2,4,2,0,1,2,6,2,5,0,1,25,9,0,0,1,0,0,0,1,8,2,0,3,3,0,0
tabula,8,1,0,13,4,1,7,10,5,7,1,2,9,2,10,2,11,4,6,3,1,0,5,9,3,6,0,5,9,72,7,1,0,3,0,1,1,11,5,0,8,6,0,0
sputnik,0,0,0,0,4,0,1,1,1,0,0,0,1,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0,7,8,0,0,0,0,1,1,0,0,0,0,0,0,0
batumelebi,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0
paraleli,1,1,0,2,2,0,1,0,2,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0
newspress,44,2,10,7,17,0,7,0,0,6,14,4,1,0,0,1,3,1,9,4,2,3,0,0,0,0,0,0,0,3,0,0,0,51,0,0,0,3,2,1,18,29,0,0
newsline,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
civil,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
allnews,0,2,0,1,2,1,0,1,0,0,0,0,1,1,1,3,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,6,0,1,0,0,1,0,0
accentnews,1,0,0,4,1,0,7,5,2,2,0,2,6,3,8,1,7,0,6,4,0,2,0,4,1,2,0,0,8,11,0,0,0,3,0,0,0,26,3,1,6,2,0,0
timer,0,1,0,4,0,0,1,2,0,4,0,4,2,1,3,2,5,0,2,3,0,1,1,4,1,2,0,0,2,5,0,0,0,2,0,0,1,3,11,1,2,1,0,0
itv,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0
frontnews2,18,1,5,9,12,1,10,4,4,7,7,4,0,1,4,0,10,0,7,5,1,4,1,2,0,3,0,0,3,8,0,1,0,18,0,0,0,6,2,1,47,15,0,0
reportiori,77,1,13,8,25,0,6,0,4,12,15,12,0,0,3,3,2,2,7,1,2,5,0,3,2,1,0,1,3,6,0,0,1,29,0,0,1,2,1,0,15,80,0,0
amerikiskhma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agenda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
