,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,115,2,11,18,34,3,7,0,4,31,13,35,2,1,9,3,4,2,8,5,3,9,1,0,2,1,0,1,3,0,2,0,2,15,0,2,1,2,9,0,17,44,0,0
palitravideo,2,22,0,1,3,1,6,0,3,0,0,5,0,0,1,9,3,1,0,3,2,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,2,0,1,0,1,0,0,0
mpn,11,0,15,2,8,0,0,0,1,3,5,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,6,10,0,0
ghn,18,1,2,45,13,1,10,3,5,20,1,11,1,2,11,5,9,3,12,6,2,7,0,4,0,2,1,0,4,0,3,1,3,7,1,1,2,6,10,1,13,14,0,0
rustavi2,34,3,8,13,73,0,9,0,8,18,7,19,0,1,5,4,4,2,6,2,5,9,1,2,1,4,0,0,2,0,5,0,1,14,1,2,3,0,6,0,10,25,0,0
bpn,3,1,0,1,0,16,4,3,2,1,0,1,1,2,1,0,5,0,8,1,1,2,1,2,0,1,0,1,1,0,0,0,0,4,0,0,1,3,2,1,2,0,0,0
ipn,7,6,0,10,9,4,42,0,7,8,0,8,1,0,4,3,14,2,8,3,1,0,1,0,3,3,0,1,1,0,1,0,2,4,1,1,1,3,3,1,4,6,0,0
publika,0,0,0,3,0,3,0,13,3,0,0,1,2,5,3,3,6,1,4,1,0,2,1,5,0,1,1,1,2,0,0,3,0,1,0,0,1,6,2,1,3,1,0,0
palitranews,4,3,1,5,8,2,7,3,42,8,2,7,5,1,10,0,12,2,5,2,0,2,4,4,1,5,0,2,5,0,1,0,0,2,0,1,2,5,2,0,3,3,0,0
1tv,31,0,3,20,18,1,8,0,8,74,2,23,4,1,5,5,4,1,3,4,3,7,2,1,2,1,0,1,2,0,0,0,0,6,0,1,0,3,10,0,10,16,0,0
postv,13,0,5,1,7,0,0,0,2,2,14,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,2,7,0,0
tiflisnews,35,5,4,11,19,1,8,1,7,23,2,72,1,2,2,6,4,1,5,5,2,3,0,2,1,3,0,2,2,0,2,0,1,4,3,1,1,3,8,0,8,15,0,0
sova,2,0,0,1,0,1,1,2,5,4,0,1,50,1,5,1,2,0,1,1,0,1,2,5,1,1,0,1,2,0,0,2,0,0,0,0,0,4,2,0,2,1,0,0
netgazeti,1,0,0,2,1,2,0,5,1,1,0,2,1,11,5,2,3,0,4,2,0,2,0,5,0,1,1,0,3,0,0,0,0,0,0,0,1,3,1,0,4,1,0,0
mtavari,9,1,0,11,5,1,4,3,10,5,1,2,5,5,44,6,18,4,10,14,1,1,2,11,0,5,2,1,6,0,1,0,0,0,1,0,1,8,5,0,7,3,0,0
metronome-mix,3,9,0,5,4,0,3,3,0,5,0,6,1,2,6,42,5,4,2,10,1,3,0,4,1,1,0,0,3,0,0,2,2,0,1,0,1,1,2,0,3,2,0,0
