,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,73,2,8,7,26,1,5,2,9,16,3,10,4,2,5,0,3,4,4,4,5,6,0,2,1,1,1,2,3,4,6,0,0,15,0,0,0,1,2,0,12,44,0,0
palitravideo,2,19,1,2,1,2,2,2,5,1,0,4,0,2,4,8,6,2,4,5,0,0,0,3,2,1,1,2,3,1,0,0,0,1,0,0,2,0,3,0,3,1,0,0
mpn,8,1,13,0,7,0,1,0,2,2,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,3,10,0,0
ghn,7,2,0,40,6,1,5,7,10,9,0,3,7,5,9,5,20,5,7,8,1,1,3,8,2,1,1,3,11,14,1,4,0,1,0,0,0,6,7,0,6,4,0,0
rustavi2,26,1,7,6,42,1,6,1,9,9,1,7,2,1,2,0,3,1,1,2,1,3,1,1,0,0,0,2,2,2,2,0,0,8,0,0,0,0,1,0,8,17,0,0
bpn,1,2,0,1,1,11,1,0,4,1,0,1,0,0,2,2,1,1,2,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ipn,5,2,1,5,6,1,38,1,7,4,0,1,1,2,4,2,14,1,2,6,3,1,3,2,3,0,0,1,1,2,1,1,0,0,0,0,0,0,5,0,4,2,0,0
publika,2,2,0,7,1,0,1,14,6,0,0,1,0,6,2,3,5,4,4,0,0,1,1,4,1,0,0,0,8,3,0,1,0,1,0,0,0,6,1,0,1,2,0,0
palitranews,9,5,2,10,9,4,7,6,60,13,0,9,7,6,9,2,23,11,9,12,1,3,5,8,2,1,1,4,12,8,0,1,0,2,0,0,0,4,7,0,3,11,0,0
1tv,16,1,2,9,9,1,4,0,13,64,1,13,5,0,2,2,4,2,2,4,3,5,0,3,1,0,0,1,2,7,2,0,0,2,0,0,0,1,15,0,4,15,0,0
postv,3,0,3,0,1,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,4,0,0
tiflisnews,10,4,1,3,7,1,1,1,9,13,1,33,1,1,4,1,3,2,1,4,7,3,1,0,0,0,0,0,2,1,0,0,0,2,0,0,1,0,7,0,2,8,0,0
sova,4,0,0,7,2,0,1,0,7,5,0,1,54,0,1,0,3,1,0,3,1,0,0,1,1,0,0,1,1,7,0,0,0,0,0,0,0,1,2,0,1,3,0,4
