,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,57,0,7,6,9,1,5,1,0,7,0,2,2,0,2,4,1,0,3,1,3,7,0,2,3,3,0,0,5,0,4,0,1,2,0,0,0,2,8,0,6,38,0,0
palitravideo,0,12,0,0,3,0,1,0,1,0,0,1,0,0,1,3,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
mpn,7,0,17,1,2,0,0,0,0,2,0,1,0,0,0,1,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,0,0
ghn,6,0,1,32,8,0,2,2,2,10,0,3,3,4,10,3,7,0,2,1,1,1,0,7,2,2,0,0,7,0,0,0,0,0,0,0,0,5,7,0,8,8,0,0
rustavi2,9,3,2,8,29,1,1,2,2,7,0,4,4,1,2,1,2,0,0,3,1,1,0,2,2,3,0,0,1,0,4,0,1,1,1,0,0,1,1,0,6,12,0,0
bpn,1,0,0,0,1,7,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
ipn,5,1,0,2,1,0,19,3,1,3,0,2,3,0,6,0,5,0,5,1,0,2,0,2,0,2,0,1,2,0,0,0,0,1,0,0,1,1,1,0,2,5,0,0
publika,1,0,0,2,2,0,3,10,0,0,0,2,2,0,4,0,5,0,1,1,0,0,0,2,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0
palitranews,0,1,0,2,2,0,1,0,6,1,0,1,1,2,1,0,0,0,0,1,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1tv,7,0,2,10,7,0,3,0,1,51,0,5,4,2,9,0,2,0,4,2,1,6,0,4,2,2,0,1,3,0,4,0,0,1,0,0,0,2,6,0,6,13,0,0
postv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiflisnews,2,1,1,3,4,0,2,2,1,5,0,18,0,0,5,1,1,0,0,6,4,1,0,0,2,0,0,2,2,0,3,0,0,0,0,0,0,1,2,0,4,3,0,0
sova,2,0,0,3,4,0,3,2,1,4,0,0,30,1,1,0,0,0,3,0,0,2,1,3,1,2,0,0,5,0,0,0,0,0,0,0,0,1,1,0,2,4,0,0
netgazeti,0,0,0,4,1,0,0,0,2,2,0,0,1,6,3,1,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0
mtavari,2,1,0,10,2,1,6,4,1,9,0,5,1,3,28,0,12,0,7,3,3,1,1,5,2,3,0,2,3,0,0,0,1,0,0,0,0,4,9,0,8,0,0,0
metronome-mix,4,3,1,3,1,1,0,0,0,0,0,1,0,1,0,14,0,0,1,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0
tvpirveli,1,1,2,7,2,2,5,5,0,2,0,1,0,1,12,0,46,0,3,6,1,0,2,5,0,2,1,2,2,0,2,0,0,0,0,0,0,2,6,0,3,0,0,0
on,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bm,3,0,1,2,0,1,5,1,0,4,0,0,3,0,7,1,3,0,28,2,2,2,1,4,1,3,0,0,3,0,0,0,0,0,0,0,1,2,2,0,1,2,0,0
alia,1,1,0,1,3,0,1,1,1,2,0,6,0,0,3,1,6,0,2,20,3,1,0,1,0,0,1,3,0,0,2,0,1,0,0,0,0,1,1,0,1,2,0,0
primetime,3,0,1,1,1,0,0,0,0,1,0,4,0,1,3,3,1,0,2,3,12,2,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,1,3,0,0
gttv,7,0,1,1,1,1,2,0,1,6,0,1,2,0,1,0,0,0,2,1,2,11,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,1,3,0,0
euronewsgeorgia,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
formula,2,0,0,7,2,0,2,2,0,4,0,0,3,2,5,1,5,0,4,1,0,0,1,16,1,1,0,0,2,0,0,1,0,0,0,0,0,4,2,0,5,0,0,0
ambebi,3,1,1,2,2,0,0,0,1,2,0,2,1,0,2,0,0,0,1,0,1,1,0,1,5,2,0,0,3,0,0,0,0,0,0,0,0,1,2,0,4,2,0,0
metronome,3,0,0,2,3,0,2,4,1,2,0,0,2,0,3,0,2,0,3,0,0,0,0,1,2,7,0,0,3,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0
jamnews,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kvirispalitra,0,2,0,0,0,0,1,0,0,1,0,2,0,0,2,1,2,0,0,3,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0
radiotavisupleba,5,0,0,7,1,0,2,1,2,3,0,2,5,2,3,0,2,0,3,0,0,1,0,2,3,3,0,0,14,0,0,0,0,0,0,0,0,5,6,0,2,2,0,0
tabula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sputnik,4,0,0,0,4,1,0,0,0,4,0,3,0,0,0,0,2,0,0,2,2,1,0,0,0,0,0,1,0,0,9,0,1,1,0,0,0,0,0,0,0,5,0,0
batumelebi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
paraleli,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
newspress,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0
newsline,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allnews,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
accentnews,2,0,0,5,1,0,1,1,0,2,0,1,1,2,4,0,2,0,2,1,0,0,0,4,1,1,0,0,5,0,0,0,0,0,0,0,0,8,3,0,3,1,0,0
timer,8,0,0,7,1,1,1,0,1,6,0,2,1,2,9,0,6,0,2,1,1,3,1,2,2,1,0,2,6,0,0,0,0,0,0,0,0,3,23,0,7,2,0,0
itv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frontnews2,6,0,1,8,6,0,2,1,1,6,0,4,2,3,8,1,3,0,1,1,1,1,0,5,4,1,0,1,2,0,0,1,0,0,0,0,0,3,7,0,18,4,0,0
reportiori,38,0,10,8,12,0,5,2,1,13,0,3,4,0,0,3,0,0,2,2,3,3,0,0,2,2,0,0,2,0,5,0,0,2,0,0,0,1,2,0,4,51,0,0
amerikiskhma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agenda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
