,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,107,1,13,17,39,0,12,1,3,22,3,20,1,0,1,2,4,8,2,1,2,9,0,2,0,1,0,0,2,5,5,0,1,12,0,1,0,1,3,0,11,54,0,2
palitravideo,1,15,0,2,2,0,2,1,1,0,0,2,3,1,3,8,3,0,0,4,1,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
mpn,13,0,13,0,4,0,2,0,0,2,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,0,0
ghn,17,2,0,41,8,0,6,5,4,8,1,4,9,2,6,2,8,5,9,4,2,4,0,7,1,0,0,1,5,5,3,2,1,4,0,2,0,4,8,3,12,12,1,0
rustavi2,39,2,4,8,60,0,7,1,10,10,3,11,2,0,4,6,6,4,4,5,5,5,0,1,1,0,0,1,1,1,2,1,1,7,0,2,0,2,3,0,5,18,0,1
bpn,0,0,0,0,0,13,2,0,2,0,0,1,0,0,1,1,2,1,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,3,0,0,1
ipn,12,2,2,6,7,2,43,2,7,10,0,6,2,1,5,2,12,4,3,3,0,2,3,4,1,2,0,4,4,0,0,1,1,4,0,1,2,5,2,0,10,7,1,2
publika,1,1,0,5,1,0,2,17,4,2,1,1,2,4,5,1,3,4,1,2,0,1,1,7,0,0,0,1,4,2,0,2,0,1,0,2,1,3,3,0,3,3,0,0
palitranews,3,1,0,4,10,2,7,4,44,4,1,3,1,1,7,4,10,8,2,2,0,2,4,4,0,0,0,3,4,1,0,1,1,2,0,1,1,5,8,0,4,4,1,0
1tv,22,0,2,8,10,0,10,2,4,69,1,18,0,0,4,2,2,3,4,2,1,7,0,3,1,1,0,1,1,4,1,1,1,5,0,1,0,2,5,0,5,11,1,1
postv,3,0,1,1,3,0,0,1,1,1,4,3,0,0,1,1,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,1,1,0,1,3,0,0
tiflisnews,20,2,2,4,11,1,6,1,3,18,3,44,0,0,1,6,1,3,1,2,0,6,1,3,0,3,0,2,0,3,0,1,0,1,1,1,2,3,4,0,0,12,0,0
sova,1,3,0,9,2,0,2,2,1,0,0,0,18,0,3,0,3,2,2,2,0,1,1,1,2,0,0,0,4,1,0,1,0,0,0,0,0,2,3,0,3,0,0,2
netgazeti,0,1,0,2,0,0,1,4,1,0,0,0,0,8,1,0,2,1,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3,1,1,1,0
mtavari,1,3,0,6,4,1,5,5,7,4,1,1,3,1,40,8,24,7,5,20,1,2,1,10,1,1,0,1,4,7,1,5,1,1,0,2,2,6,8,0,7,1,0,0
metronome-mix,2,8,0,2,6,1,2,1,4,2,1,6,0,0,8,39,6,3,3,11,2,1,0,1,1,2,0,3,0,5,0,1,2,1,1,1,0,2,2,0,1,4,0,0
tvpirveli,4,3,0,8,6,2,12,3,10,2,1,1,3,2,24,6,72,8,7,24,1,1,1,9,1,1,0,2,2,2,1,5,2,3,2,2,0,7,10,3,14,4,1,0
on,8,0,0,5,4,1,4,4,8,3,2,3,2,1,7,3,8,25,5,5,0,1,1,7,0,1,0,1,3,3,0,4,0,1,0,2,1,5,6,0,5,4,0,1
bm,2,0,0,9,4,5,3,1,2,4,0,1,2,1,5,3,7,5,43,3,3,1,2,4,0,1,0,1,1,1,3,1,1,3,4,2,0,3,5,3,5,4,1,1
alia,1,4,1,4,5,1,3,2,2,2,1,2,2,1,20,11,24,5,3,50,2,3,0,6,2,1,0,1,3,4,0,7,2,2,3,2,0,5,5,1,4,1,0,0
primetime,2,1,0,2,5,0,0,0,0,1,0,0,0,0,1,2,1,0,3,2,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
gttv,9,0,1,4,5,1,2,1,2,7,1,6,1,0,2,1,1,1,1,3,0,17,0,1,0,1,0,1,0,2,1,2,1,3,0,1,0,2,3,1,3,8,0,0
euronewsgeorgia,0,1,0,0,0,0,3,1,4,0,0,1,1,1,1,0,1,1,2,0,0,0,10,1,0,1,0,2,0,2,0,1,0,0,0,1,1,1,2,0,0,0,1,0
formula,2,2,0,7,1,0,4,7,4,3,1,3,1,2,10,1,9,7,4,6,0,1,1,22,0,1,0,1,5,6,1,4,0,1,0,3,0,5,10,0,3,2,0,0
ambebi,0,2,0,1,1,0,1,0,0,1,0,0,2,0,1,1,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
metronome,1,0,0,0,0,0,2,0,0,1,0,3,0,0,1,2,1,1,1,1,0,1,1,1,0,6,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0
jamnews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kvirispalitra,0,1,0,1,1,0,4,1,3,1,0,2,0,1,1,3,2,1,1,1,0,1,2,1,0,1,0,10,1,0,1,0,2,0,0,0,1,2,1,0,1,0,1,0
