,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,73,4,15,11,50,2,13,3,4,29,5,3,2,4,3,0,1,2,4,3,1,7,2,1,1,0,1,2,5,0,3,0,0,14,0,0,3,3,4,0,17,33,1,0
palitravideo,4,28,0,6,13,0,3,7,3,3,0,1,2,3,8,10,8,4,2,16,3,1,1,6,1,1,0,2,6,0,4,0,0,0,1,0,3,3,4,0,2,1,0,0
mpn,15,0,32,8,20,0,5,0,1,8,6,0,0,0,0,0,0,4,1,0,2,3,0,0,0,1,0,1,2,0,5,0,1,10,0,2,0,0,0,0,9,10,0,0
ghn,11,6,8,52,18,0,14,5,9,11,2,1,5,7,9,3,8,9,5,8,2,2,4,7,0,5,0,0,6,0,6,1,2,5,0,1,2,8,9,0,10,8,1,0
rustavi2,50,13,20,18,116,2,27,5,10,35,4,2,2,7,6,13,11,14,2,8,6,7,3,5,0,4,1,6,12,0,12,1,2,21,0,3,6,3,3,0,20,16,1,0
bpn,2,0,0,0,2,13,1,0,2,1,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ipn,13,3,5,14,27,1,57,1,16,11,2,2,2,4,4,3,17,8,5,2,1,3,5,0,0,7,0,0,9,0,4,0,2,5,0,1,4,2,6,0,6,6,0,0
publika,3,7,0,5,5,0,1,15,3,2,0,1,1,2,4,4,8,5,1,8,3,1,1,6,0,3,0,0,3,0,2,0,0,1,0,0,1,3,2,0,3,2,0,0
palitranews,4,3,1,9,10,2,16,3,27,5,0,1,4,3,4,2,7,7,2,2,1,1,4,4,2,4,0,0,7,0,1,2,0,1,0,2,3,3,2,0,5,3,1,0
1tv,29,3,8,11,35,1,11,2,5,54,0,4,4,1,3,1,2,3,5,1,1,8,0,5,1,3,1,0,11,0,3,1,0,8,0,0,0,3,4,0,19,15,1,0
postv,5,0,6,2,4,0,2,0,0,0,10,0,0,1,0,0,0,2,0,1,3,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,5,1,0
tiflisnews,3,1,0,1,2,0,2,1,1,4,0,6,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0
sova,2,2,0,5,2,0,2,1,4,4,0,0,28,2,6,2,1,1,4,0,0,1,0,4,0,3,0,1,5,0,0,0,0,0,0,0,0,2,4,0,3,0,1,0
netgazeti,4,3,0,7,7,0,4,2,3,1,1,0,2,15,3,1,4,2,3,2,2,0,1,3,0,2,0,0,4,0,2,0,0,1,1,0,3,6,1,0,2,0,1,0
mtavari,3,8,0,9,6,0,4,4,4,3,0,0,6,3,42,9,10,7,6,8,2,2,4,13,1,6,0,2,10,0,3,1,1,0,2,0,1,3,7,0,5,1,1,0
metronome-mix,0,10,0,3,13,0,3,4,2,1,0,0,2,1,9,39,12,2,4,7,6,1,1,3,3,0,0,2,4,0,4,0,0,0,3,0,0,1,0,0,2,1,0,0
tvpirveli,1,8,0,8,11,0,17,8,7,2,0,1,1,4,10,12,39,7,8,12,2,2,5,5,1,5,0,1,6,0,2,2,0,2,1,0,4,5,2,1,3,2,1,0
on,2,4,4,9,14,0,8,5,7,3,2,1,1,2,7,2,7,28,2,6,4,1,5,5,0,8,0,1,7,0,3,0,0,4,1,2,2,2,1,0,3,4,1,0
bm,4,2,1,5,2,6,5,1,2,5,0,0,4,3,6,4,8,2,35,2,0,2,3,5,1,1,0,2,7,0,0,1,0,3,0,0,1,4,1,0,5,2,1,0
alia,3,16,0,8,8,3,2,8,2,1,1,0,0,2,8,7,12,6,2,37,4,2,1,7,1,3,0,1,5,0,3,2,0,3,1,0,2,2,0,2,3,2,0,0
primetime,1,3,2,2,6,0,1,3,1,1,3,0,0,2,2,6,2,4,0,4,9,1,0,3,1,2,0,0,3,0,3,0,0,2,1,1,1,1,0,0,2,1,1,0
gttv,7,1,3,2,7,0,3,1,1,8,1,2,1,0,2,1,2,1,2,2,1,17,0,1,0,1,0,1,3,0,1,1,0,5,0,0,0,2,1,2,5,5,0,0
euronewsgeorgia,2,1,0,4,3,0,5,1,4,0,0,0,0,1,4,1,5,5,3,1,0,0,14,1,0,3,0,0,4,0,0,0,1,0,0,0,2,1,3,0,0,2,0,0
formula,1,6,0,7,5,0,0,6,4,5,0,0,4,3,13,3,5,5,5,7,3,1,1,21,1,4,0,1,9,0,1,1,0,1,1,0,2,6,2,0,5,1,1,0
ambebi,1,1,0,0,0,3,0,0,2,1,0,0,0,0,1,3,1,0,1,1,1,0,0,1,6,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0
metronome,0,1,1,5,4,0,7,3,4,3,0,1,3,2,6,0,5,8,1,3,2,1,3,4,0,18,0,0,5,0,1,0,0,1,0,0,2,1,3,0,3,1,0,0
jamnews,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kvirispalitra,2,2,1,0,6,0,0,0,0,0,1,0,1,0,2,2,1,1,2,1,0,1,0,1,1,0,0,8,2,0,2,0,0,1,0,0,3,1,1,0,1,1,0,0
radiotavisupleba,5,6,2,6,12,0,9,3,7,11,0,0,5,4,10,4,6,7,7,5,3,3,4,9,0,5,0,2,31,0,3,0,0,3,0,0,4,5,1,0,6,4,0,0
tabula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sputnik,3,4,5,6,12,0,4,2,1,3,1,0,0,2,3,4,2,3,0,3,3,1,0,1,0,1,0,2,3,0,18,0,0,1,0,2,0,0,0,0,0,2,0,0
batumelebi,0,0,0,1,1,0,0,0,2,1,0,0,0,0,1,0,2,0,1,2,0,1,0,1,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,1,1,0,1,0
