,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,39,0,10,9,19,0,7,0,7,16,11,4,1,0,1,1,4,3,5,0,2,2,0,0,0,1,0,2,1,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0
palitravideo,0,11,0,2,3,0,0,0,2,1,1,1,1,3,2,3,1,1,1,2,0,0,0,1,0,1,0,1,1,1,2,0,0,1,3,0,2,1,0,0,0,0,0,0
mpn,10,0,14,4,10,0,1,0,1,3,5,3,1,0,0,0,0,0,0,1,1,3,0,0,0,2,0,0,0,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0
ghn,9,2,4,38,15,1,15,3,9,9,1,4,2,2,11,3,9,5,7,6,2,3,1,5,0,8,0,3,3,12,4,1,0,4,0,1,0,3,0,0,0,0,0,0
rustavi2,19,3,10,15,44,0,9,1,5,17,14,7,1,1,7,1,4,3,5,4,3,5,1,3,1,3,0,1,4,12,6,3,2,8,0,0,0,2,0,0,0,0,0,0
bpn,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ipn,7,0,1,15,9,0,27,3,4,8,3,2,1,0,5,0,5,1,3,1,0,2,0,0,0,3,0,0,0,6,1,1,1,1,0,1,0,1,0,0,0,0,0,0
publika,0,0,0,3,1,0,3,10,2,1,0,0,2,1,4,0,1,2,1,1,1,1,1,4,0,4,1,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
palitranews,7,2,1,9,5,0,4,2,23,7,1,2,3,3,3,2,4,3,4,3,1,1,0,1,0,5,0,4,1,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1tv,16,1,3,9,17,0,8,1,7,31,7,6,1,1,5,1,2,2,5,1,1,1,1,0,1,2,0,0,2,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0
postv,11,1,5,1,14,0,3,0,1,7,14,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
tiflisnews,4,1,3,4,7,0,2,0,2,6,3,12,1,0,0,0,1,1,0,0,2,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
sova,1,1,1,2,1,0,1,2,3,1,0,1,5,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
netgazeti,0,3,0,2,1,0,0,1,3,1,0,0,0,10,3,1,8,2,4,5,0,0,0,1,0,1,0,3,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
mtavari,1,2,0,11,7,0,5,4,3,5,0,0,0,3,27,2,5,3,3,7,2,2,2,6,1,3,0,1,6,9,3,2,0,2,1,0,0,1,0,0,0,0,0,0
