,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,120,0,11,9,50,2,16,1,9,23,12,18,1,0,2,1,4,2,15,3,5,16,2,1,1,2,0,3,1,4,7,0,1,31,0,0,3,2,2,0,12,38,2,0
palitravideo,0,24,0,2,1,2,2,3,3,0,0,1,1,1,2,4,6,1,2,0,0,2,1,3,2,1,1,1,3,3,0,0,4,0,3,0,1,2,1,0,1,0,2,0
mpn,11,0,11,3,5,0,2,1,1,3,5,3,0,0,0,0,2,0,1,2,0,2,2,0,0,0,1,1,1,1,0,0,0,6,0,0,1,0,0,0,3,8,0,0
ghn,9,2,3,43,5,0,8,4,7,13,2,3,10,2,10,2,17,4,12,7,1,4,3,6,1,4,0,3,9,6,0,1,1,2,0,0,0,13,6,0,4,4,2,0
rustavi2,50,1,5,5,68,0,7,1,6,16,8,13,2,0,3,2,4,2,11,6,3,12,3,1,1,1,0,3,5,3,5,0,1,21,0,0,4,7,0,0,8,19,0,1
bpn,2,2,0,0,0,13,0,1,3,1,0,0,2,0,1,2,2,0,6,0,0,0,2,1,0,2,0,0,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ipn,16,2,2,8,7,0,42,3,11,13,1,3,3,2,5,0,12,5,9,6,1,3,3,1,1,1,0,2,3,3,0,1,0,3,0,1,1,3,1,0,5,4,2,0
publika,1,3,1,4,1,1,3,18,5,1,0,1,3,4,5,1,13,3,3,5,0,1,0,7,1,4,2,0,7,4,0,0,1,1,0,0,0,7,0,0,3,0,1,0
palitranews,9,3,1,7,6,3,11,5,60,7,1,3,5,3,4,4,10,5,10,6,4,3,2,5,1,3,0,4,5,5,1,1,2,3,0,0,2,13,4,0,5,4,2,0
1tv,23,0,3,13,16,1,13,1,7,60,3,12,2,2,1,1,7,2,9,4,4,8,2,1,0,3,1,3,6,5,2,0,1,6,0,0,1,5,3,0,6,12,4,1
postv,12,0,5,2,8,0,1,0,1,3,14,1,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,1,0,0,1,0,1,8,0,0,1,0,0,0,2,11,0,1
tiflisnews,18,1,3,3,13,0,3,1,3,12,1,27,0,2,0,3,4,0,3,3,3,6,3,1,1,2,0,2,1,2,1,0,0,2,0,0,0,0,1,0,1,9,1,0
sova,1,1,0,10,2,2,3,3,5,2,0,0,28,3,3,3,6,3,4,3,0,0,3,7,0,3,1,4,6,6,0,0,0,0,0,0,0,7,0,0,1,0,0,1
netgazeti,0,1,0,2,0,0,2,4,3,2,0,2,3,15,1,2,5,3,2,1,0,0,0,6,0,2,1,0,4,3,0,1,0,0,0,0,0,5,0,0,1,0,0,0
mtavari,2,2,0,10,3,1,5,5,4,1,0,0,3,1,30,0,16,3,8,7,0,0,2,2,1,2,0,1,2,4,0,1,1,1,0,1,0,10,4,0,3,1,0,0
metronome-mix,1,4,0,2,2,2,0,1,4,1,0,3,3,2,0,30,5,2,5,8,0,1,1,4,1,0,1,0,3,4,1,0,1,0,0,0,2,5,2,0,2,2,0,0
tvpirveli,4,6,2,17,4,2,12,13,10,7,0,4,6,5,16,5,69,10,18,15,1,1,3,13,1,8,2,2,6,7,0,3,1,2,0,0,0,14,7,0,11,3,2,0
on,2,1,0,4,2,0,5,3,5,2,0,0,3,3,3,2,10,17,7,4,0,0,1,6,0,1,0,1,1,1,1,1,1,1,0,0,0,7,1,0,3,0,0,0
bm,15,2,1,12,11,6,9,3,10,9,1,3,4,2,8,5,18,7,80,7,1,2,6,6,0,4,1,1,5,7,1,0,1,8,0,1,4,11,2,0,7,4,4,0
alia,3,0,2,7,6,0,6,5,6,4,0,3,3,1,7,8,15,4,7,45,1,1,2,7,1,3,1,2,3,4,1,0,2,0,3,0,0,5,4,0,3,1,0,0
primetime,5,0,0,1,3,0,1,0,4,4,1,3,0,0,0,0,1,0,1,1,10,0,1,0,2,0,0,0,0,1,3,0,0,3,0,0,1,0,0,0,1,2,0,1
gttv,16,2,2,4,12,0,3,1,3,8,2,6,0,0,0,1,1,0,2,1,0,28,1,0,0,0,0,1,2,1,2,0,0,4,0,0,0,1,0,0,1,6,0,0
euronewsgeorgia,2,1,2,3,3,2,3,0,2,2,1,3,3,0,2,1,3,1,6,2,1,1,12,1,0,0,0,1,2,4,0,0,0,0,0,2,0,1,0,0,1,1,0,0
formula,1,3,0,6,1,1,1,7,5,1,0,1,7,6,2,4,13,6,6,7,0,0,1,24,0,4,4,1,5,3,0,0,0,1,0,0,0,7,1,0,2,0,1,0
ambebi,1,2,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,2,0,0,0,5,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
metronome,2,1,0,4,1,2,1,4,3,3,0,2,3,2,2,0,8,1,4,3,0,0,0,4,0,17,1,2,3,6,0,0,0,1,0,0,0,3,2,0,1,2,1,0
jamnews,0,1,1,0,0,0,0,2,0,1,0,0,1,1,0,1,2,0,1,1,0,0,0,4,0,1,5,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
kvirispalitra,3,1,1,3,3,0,2,0,4,3,1,2,4,0,1,0,2,1,1,2,0,1,1,1,0,2,0,14,1,2,0,0,0,1,0,1,1,3,0,0,1,2,0,0
radiotavisupleba,1,3,1,9,5,3,3,7,5,6,0,1,6,4,2,3,6,1,5,3,0,2,2,5,1,3,1,1,26,7,0,0,0,0,0,0,0,9,3,0,5,1,2,0
