,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,50,5,8,6,17,0,6,1,1,20,2,10,4,1,4,1,1,0,4,3,4,3,0,1,2,2,0,2,2,0,2,0,0,4,0,0,0,2,3,0,8,0,0,0
palitravideo,5,18,0,7,1,0,2,1,1,6,0,1,2,1,7,6,4,0,1,7,1,1,0,2,0,1,0,1,2,0,1,0,0,1,1,0,0,1,2,0,2,0,0,0
mpn,8,0,9,2,3,0,1,0,0,4,2,3,1,0,2,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
ghn,6,7,2,23,3,0,2,1,1,15,2,7,5,0,9,1,2,0,2,1,1,1,0,3,0,2,0,1,4,0,1,0,0,2,0,0,0,1,4,0,10,0,0,0
rustavi2,17,1,3,3,26,0,1,1,2,9,1,10,4,1,4,1,1,0,7,4,4,0,0,2,1,0,0,4,2,0,4,0,0,2,0,0,0,0,1,0,5,0,0,0
bpn,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
ipn,6,2,1,2,1,0,13,0,0,6,0,3,3,0,1,0,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
publika,1,1,0,1,1,0,0,3,0,1,0,1,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
palitranews,1,1,0,1,2,0,0,0,4,1,0,1,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1tv,20,6,4,15,9,0,6,1,1,54,2,11,5,0,5,2,1,0,4,2,2,2,0,3,0,3,0,2,4,0,2,0,0,3,0,0,0,2,3,0,10,0,0,0
postv,2,0,2,2,1,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
tiflisnews,10,1,3,7,10,0,3,1,1,11,1,32,5,0,3,1,3,0,6,3,5,3,0,3,2,0,0,3,2,0,5,0,0,1,0,0,0,2,3,0,4,0,0,0
sova,4,2,1,5,4,0,3,1,0,5,0,5,16,0,4,1,4,0,3,3,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,3,0,4,0,0,0
netgazeti,1,1,0,0,1,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mtavari,4,7,2,9,4,0,1,1,3,5,1,3,4,2,24,2,5,0,1,3,3,0,0,9,1,1,0,1,2,0,1,0,0,1,0,0,0,2,6,0,7,0,0,0
metronome-mix,1,6,0,1,1,1,0,0,0,2,0,1,1,0,2,15,2,0,0,3,2,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0
