,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,143,5,25,18,51,0,13,1,10,31,17,22,6,1,6,1,4,3,12,6,4,16,2,1,0,4,0,0,4,3,6,0,3,26,0,1,0,4,6,0,31,69,0,1
palitravideo,5,19,2,3,4,1,1,2,6,4,1,5,1,1,3,9,6,6,1,5,1,3,0,1,0,3,0,3,0,0,1,2,3,3,2,0,2,5,4,0,4,2,0,0
mpn,25,2,29,4,20,0,2,0,2,12,6,4,0,0,0,0,0,0,2,1,0,4,0,0,0,1,0,0,0,0,1,0,0,12,0,0,0,0,1,0,12,20,0,0
ghn,18,3,4,60,9,2,14,7,10,16,3,5,5,6,20,7,17,11,11,14,3,5,0,7,0,8,1,0,7,5,3,2,3,8,0,1,0,13,15,1,14,8,0,2
rustavi2,51,4,20,9,81,1,12,1,9,17,8,11,2,0,5,6,4,2,9,7,3,9,2,1,0,2,0,0,0,2,4,0,3,15,0,1,0,4,6,1,27,28,0,0
bpn,0,1,0,2,1,17,3,1,2,0,0,1,1,1,2,1,3,2,10,2,1,3,1,0,2,1,0,0,0,0,0,0,0,1,0,1,0,2,2,1,2,1,0,1
ipn,13,1,2,14,12,3,55,2,6,15,1,6,3,1,7,3,7,3,8,9,1,4,1,2,2,7,1,0,7,3,3,1,0,0,0,2,0,8,5,0,11,9,1,1
publika,1,2,0,7,1,1,2,18,3,0,0,0,1,4,7,3,9,5,5,6,0,1,1,10,1,4,2,1,4,3,1,3,0,0,0,0,0,9,4,0,1,0,0,0
palitranews,10,6,2,10,9,2,6,3,48,6,1,4,2,1,8,2,15,12,4,10,1,2,0,5,0,8,0,5,2,0,5,1,3,3,0,0,2,10,5,0,8,8,0,1
1tv,31,4,12,16,17,0,15,0,6,65,5,20,1,2,4,2,2,4,5,9,2,8,3,4,0,4,0,0,6,2,3,1,3,11,0,1,0,7,7,0,20,23,0,0
postv,17,1,6,3,8,0,1,0,1,5,16,3,2,0,1,0,1,0,1,2,2,3,0,0,0,0,0,0,1,1,3,0,0,10,0,0,0,1,1,0,8,15,0,0
tiflisnews,22,5,4,5,11,1,6,0,4,20,3,48,2,1,2,6,1,3,2,9,1,9,0,3,0,2,0,1,3,1,0,2,3,4,1,0,1,3,6,0,12,15,0,0
sova,6,1,0,5,2,1,3,1,2,1,2,2,27,0,1,0,2,2,2,0,3,2,1,2,0,1,0,1,8,6,0,0,0,0,0,1,0,1,0,0,1,1,1,1
netgazeti,1,1,0,6,0,1,1,4,1,2,0,1,0,14,7,2,8,5,4,6,0,0,1,4,0,2,1,0,3,1,1,2,0,0,0,0,0,4,4,0,3,1,0,0
mtavari,6,3,0,20,5,2,7,7,8,4,1,2,1,7,46,14,25,9,12,18,1,1,1,11,0,7,1,1,4,3,5,2,3,2,0,2,0,18,16,0,7,2,0,1
metronome-mix,1,9,0,7,6,1,3,3,2,2,0,6,0,2,14,40,16,7,7,15,1,3,0,3,0,0,1,1,1,1,2,3,2,0,2,1,2,7,10,0,6,2,0,1
tvpirveli,4,6,0,17,4,3,7,9,15,2,1,1,2,8,25,16,68,19,20,30,2,3,0,11,1,10,2,2,7,5,3,9,3,3,0,2,0,21,14,1,12,4,0,2
on,3,6,0,11,2,2,3,5,12,4,0,3,2,5,9,7,19,33,9,12,1,1,0,5,0,7,2,3,3,6,0,4,2,0,0,2,0,11,10,0,5,3,0,2
bm,12,1,2,11,9,10,8,5,4,5,1,2,2,4,12,7,20,9,97,8,1,3,3,4,1,12,2,0,3,7,1,1,0,8,0,0,0,14,6,2,8,6,0,0
alia,6,5,1,14,7,2,9,6,10,9,2,9,0,6,18,15,30,12,8,56,2,2,0,9,1,6,2,3,6,2,4,7,8,3,1,3,1,16,16,1,11,5,0,1
primetime,4,1,0,3,3,1,1,0,1,2,2,1,3,0,1,1,2,1,1,2,8,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,2,1,0,3,2,0,1
gttv,16,3,4,5,9,3,4,1,2,8,3,9,2,0,1,3,3,1,3,2,1,25,0,0,1,0,0,1,1,0,1,1,2,2,0,0,0,2,3,1,6,7,0,0
euronewsgeorgia,2,0,0,0,2,1,1,1,0,3,0,0,1,1,1,0,0,0,3,0,0,0,12,3,0,1,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0
formula,1,1,0,7,1,0,2,10,5,4,0,3,2,4,11,3,11,5,4,9,0,0,3,24,1,3,2,2,6,4,1,2,1,0,0,2,0,11,5,0,2,2,0,0
ambebi,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
metronome,4,3,1,8,2,1,7,4,8,4,0,2,1,2,7,0,10,7,12,6,1,0,1,3,0,25,2,1,2,0,0,0,2,1,0,1,0,8,2,0,1,3,0,1
jamnews,0,0,0,1,0,0,1,2,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,2,0,2,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
kvirispalitra,0,3,0,0,0,0,0,1,5,0,0,1,1,0,1,1,2,3,0,3,0,1,0,2,0,1,0,6,0,0,0,1,0,0,0,0,1,3,1,0,1,1,0,1
radiotavisupleba,4,0,0,7,0,0,7,4,2,6,1,3,8,3,4,1,7,3,3,6,1,1,2,6,1,2,0,0,27,3,0,4,1,0,0,1,0,16,3,0,2,2,0,0
tabula,3,0,0,5,2,0,3,3,0,2,1,1,6,1,3,1,5,6,7,2,0,0,0,4,0,0,1,0,3,25,2,1,0,1,0,1,0,2,4,0,2,1,1,0
sputnik,6,1,1,3,4,0,3,1,5,3,3,0,0,1,5,2,3,0,1,4,1,1,0,1,0,0,0,0,0,2,17,0,0,3,0,1,0,2,2,0,5,4,0,0
batumelebi,0,2,0,2,0,0,1,3,1,1,0,2,0,2,2,3,9,4,1,7,0,1,0,2,1,0,0,1,4,1,0,10,2,0,0,0,0,5,3,0,2,1,0,0
paraleli,3,3,0,3,3,0,0,0,3,3,0,3,0,0,3,2,3,2,0,8,0,2,0,1,0,2,0,0,1,0,0,2,11,1,0,0,0,1,5,0,2,2,0,0
newspress,26,3,12,8,15,1,0,0,3,11,10,4,0,0,2,0,3,0,8,3,1,2,0,0,0,1,0,0,0,1,3,0,1,31,0,0,0,5,3,2,13,20,0,1
newsline,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0
civil,1,0,0,1,1,1,2,0,0,1,0,0,1,0,2,1,2,2,0,3,1,0,2,2,0,1,0,0,1,1,1,0,0,0,0,5,0,1,1,0,1,2,0,1
allnews,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5,0,1,0,0,0,0,0
accentnews,4,5,0,13,4,2,8,9,10,7,1,3,1,4,18,7,21,11,14,16,2,2,3,11,1,8,0,3,16,2,2,5,1,5,0,1,0,45,10,1,7,4,0,0
timer,6,4,1,15,6,2,5,4,5,7,1,6,0,4,16,10,14,10,6,16,1,3,0,5,0,2,2,1,3,4,2,3,5,3,0,1,1,10,33,1,10,5,0,1
itv,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,1,0,0,0
frontnews2,31,4,12,14,27,2,11,1,8,20,8,12,1,3,7,6,12,5,8,11,3,6,0,2,0,1,0,1,2,2,5,2,2,13,0,1,0,7,10,1,55,22,0,1
reportiori,69,2,20,8,28,1,9,0,8,23,15,15,1,1,2,2,4,3,6,5,2,7,2,2,0,3,0,1,2,1,4,1,2,20,0,2,0,4,5,0,22,81,0,2
amerikiskhma,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
agenda,1,0,0,2,0,1,1,0,1,0,0,0,1,0,1,1,2,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,33
