,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,126,3,17,11,40,2,22,0,10,44,12,9,3,0,4,2,1,2,13,2,3,12,0,1,1,2,0,2,4,5,2,0,0,25,2,1,0,4,0,0,11,73,0,1
palitravideo,3,37,0,5,4,2,3,2,7,1,0,4,3,1,5,11,5,5,2,9,0,1,3,3,2,4,0,5,1,3,0,1,0,1,1,0,0,5,0,0,4,1,0,0
mpn,17,0,19,1,9,0,3,0,0,3,7,3,0,0,1,1,1,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,5,14,0,1
ghn,11,5,1,65,17,1,13,4,19,16,1,3,4,2,32,4,18,14,13,12,0,2,4,8,2,9,0,6,8,12,1,1,0,1,0,1,1,13,0,0,15,6,2,0
rustavi2,40,4,9,17,69,1,15,1,13,24,7,10,2,1,11,2,4,3,10,6,3,9,1,2,1,3,0,7,4,6,1,1,1,9,0,0,1,2,0,0,10,26,0,0
bpn,2,2,0,1,1,20,3,0,4,0,0,0,0,0,0,0,1,0,9,0,1,0,2,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ipn,22,3,3,13,15,3,50,2,15,18,2,4,3,1,5,2,4,4,9,1,1,4,1,2,1,2,0,4,6,3,1,2,0,5,0,0,0,12,0,0,6,13,2,0
publika,0,2,0,4,1,0,2,15,5,1,0,0,2,0,5,0,4,3,3,5,0,0,2,3,0,1,0,0,2,1,0,2,0,0,0,1,1,6,0,0,2,0,2,0
palitranews,10,7,0,19,13,4,15,5,79,12,1,6,6,2,10,2,11,7,12,5,1,2,5,10,6,6,0,4,6,6,0,2,0,1,0,1,4,16,0,0,7,5,0,0
1tv,44,1,3,16,24,0,18,1,12,79,4,12,4,2,7,4,6,4,12,2,2,9,2,4,2,1,0,4,9,4,0,0,0,14,0,0,0,8,0,0,11,28,0,0
postv,12,0,7,1,7,0,2,0,1,4,13,3,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,4,10,0,2
tiflisnews,9,4,3,3,10,0,4,0,6,12,3,28,3,1,2,4,3,1,3,2,0,6,0,2,2,4,0,1,2,2,0,0,0,2,0,0,1,4,0,0,5,8,0,0
sova,3,3,0,4,2,0,3,2,6,4,0,3,23,1,8,0,2,3,6,1,0,1,2,6,2,3,0,1,4,3,0,0,0,0,0,2,0,8,0,0,3,1,1,0
netgazeti,0,1,0,2,1,0,1,0,2,2,0,1,1,6,3,0,2,1,1,1,0,0,0,1,1,1,0,1,1,1,2,2,0,0,0,0,0,2,0,0,1,0,0,0
mtavari,4,5,1,32,11,0,5,5,10,7,0,2,8,3,74,6,24,12,15,19,0,2,4,9,4,9,0,3,11,8,3,3,1,0,0,3,1,19,0,0,13,0,3,0
metronome-mix,2,11,1,4,2,0,2,0,2,4,0,4,0,0,6,37,7,1,8,9,0,0,1,4,2,0,0,4,3,1,1,1,0,0,4,0,2,4,0,0,2,0,0,0
tvpirveli,1,5,1,18,4,1,4,4,11,6,0,3,2,2,24,7,56,5,9,17,0,1,2,5,4,8,0,1,5,4,2,2,0,0,0,1,1,15,0,0,6,0,1,0
on,2,5,0,14,3,0,4,3,7,4,0,1,3,1,12,1,5,26,4,5,1,2,4,6,2,5,0,2,5,4,0,1,0,0,0,1,1,9,0,0,5,1,1,0
bm,13,2,1,13,10,9,9,3,12,12,3,3,6,1,15,8,9,4,72,6,1,4,0,7,2,0,0,2,3,3,2,3,0,6,1,1,2,14,0,0,6,5,0,0
alia,2,9,0,12,6,0,1,5,5,2,0,2,1,1,19,9,17,5,6,41,0,2,4,6,2,4,0,2,4,2,2,2,0,0,0,0,2,4,0,0,6,2,1,0
primetime,3,0,1,0,3,1,1,0,1,2,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0
gttv,12,1,3,2,9,0,4,0,2,9,2,6,1,0,2,0,1,2,4,2,0,20,1,0,0,0,0,0,2,0,0,0,0,2,1,0,0,2,0,0,2,11,0,0
euronewsgeorgia,0,3,0,4,1,2,1,2,5,2,0,0,2,0,4,1,2,4,0,4,0,1,17,1,1,3,0,1,1,1,0,0,0,0,0,2,0,3,0,0,2,0,1,0
formula,1,3,1,8,2,0,2,3,10,4,1,2,6,1,9,4,5,6,7,6,0,0,1,18,2,3,0,2,3,3,0,1,0,1,0,1,1,10,0,0,4,0,0,1
ambebi,1,2,0,2,1,0,1,0,6,2,0,2,2,1,4,2,4,2,2,2,0,0,1,2,7,2,0,2,1,1,0,0,0,0,1,0,0,2,0,0,2,0,0,0
metronome,2,4,0,9,3,0,2,1,6,1,0,4,3,1,9,0,8,5,0,4,0,0,3,3,2,26,0,1,4,1,0,1,0,0,0,0,0,5,0,0,6,2,0,0
