,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,46,1,6,4,11,1,8,0,6,18,3,0,2,0,5,3,7,3,1,6,3,12,0,2,4,0,0,2,5,13,4,1,0,12,0,0,0,0,1,0,10,0,0,0
palitravideo,1,31,0,1,5,0,0,0,4,3,0,0,0,0,4,5,7,2,1,4,0,1,0,1,3,1,0,2,2,2,0,1,0,0,2,0,0,1,0,0,3,0,0,0
mpn,6,0,10,1,1,0,0,0,0,1,3,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0
ghn,4,1,1,10,2,0,1,0,1,6,0,0,8,0,2,0,2,2,2,0,0,2,0,1,0,0,0,2,2,3,1,0,0,3,0,0,1,4,3,0,2,0,0,0
rustavi2,11,5,1,2,36,0,2,0,5,11,1,0,3,0,1,1,1,5,2,3,0,7,0,2,0,1,0,2,2,3,3,0,0,2,1,1,1,0,2,0,5,0,0,0
bpn,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ipn,8,0,0,1,2,0,15,0,5,5,0,0,0,0,2,2,3,4,0,0,0,0,0,0,2,0,0,0,4,9,1,0,0,0,0,0,1,2,1,0,3,0,0,0
publika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
palitranews,6,4,0,1,5,0,5,0,21,2,0,0,4,0,7,0,6,6,0,1,0,2,1,4,1,1,1,5,2,6,2,0,1,1,0,0,0,0,0,0,4,0,0,0
1tv,18,3,1,6,11,0,5,0,2,51,0,0,4,0,3,2,6,3,1,3,1,8,0,1,3,0,0,2,4,9,4,0,0,4,0,0,0,2,3,0,8,0,0,0
postv,3,0,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tiflisnews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sova,2,0,0,8,3,0,0,0,4,4,0,0,21,0,4,1,5,3,1,1,1,1,1,1,0,0,0,2,5,4,1,0,0,0,0,0,0,3,1,0,3,0,0,0
netgazeti,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mtavari,5,4,0,2,1,0,2,0,7,3,0,0,4,1,28,1,19,7,2,6,1,3,0,5,1,0,0,3,2,8,0,2,0,1,1,0,0,3,4,0,7,0,0,0
metronome-mix,3,5,0,0,1,0,2,0,0,2,0,0,1,0,1,7,2,0,1,1,2,0,1,1,1,0,0,1,1,3,0,1,0,0,1,0,0,0,0,0,2,0,0,0
tvpirveli,7,7,1,2,1,0,3,0,6,6,0,0,5,2,19,2,47,6,3,3,0,1,0,4,2,0,0,4,5,11,0,0,0,0,1,0,1,3,3,0,6,0,0,0
on,3,2,2,2,5,0,4,0,6,3,0,0,3,0,7,0,6,24,2,1,0,0,1,5,2,0,1,4,3,10,0,1,1,1,0,0,0,4,0,0,5,0,0,0
bm,1,1,0,2,2,3,0,0,0,1,0,0,1,0,2,1,3,2,35,1,0,4,0,1,1,1,0,0,2,2,1,1,0,0,1,0,0,1,1,0,1,0,0,0
alia,6,4,0,0,3,1,0,0,1,3,0,0,1,1,6,1,3,1,1,18,3,2,1,3,0,0,0,1,0,1,2,2,0,1,0,0,0,0,1,0,2,0,0,0
primetime,3,0,1,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,0,3,7,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,1,0,0,0
gttv,12,1,1,2,7,0,0,0,2,8,1,0,1,0,3,0,1,0,4,2,0,21,0,0,0,1,0,0,1,1,2,0,0,4,1,0,0,0,1,0,3,0,0,0
euronewsgeorgia,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,2,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
formula,2,1,0,1,2,0,0,0,4,1,0,0,1,0,5,1,4,5,1,3,1,0,2,10,0,0,1,3,1,4,1,0,1,0,0,0,0,0,1,0,2,0,0,0
ambebi,4,3,0,0,0,0,2,0,1,3,0,0,0,0,1,1,2,2,1,0,0,0,0,0,6,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
metronome,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
jamnews,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kvirispalitra,2,2,3,2,2,0,0,0,5,2,0,0,2,0,3,1,4,4,0,1,0,0,1,3,0,0,1,10,1,2,0,0,1,2,2,0,0,0,1,0,2,0,0,0
radiotavisupleba,5,2,0,2,2,0,4,0,2,4,0,0,5,1,2,1,5,3,2,0,0,1,0,1,1,1,0,1,16,7,0,0,0,0,1,0,0,4,0,0,3,0,0,0
tabula,13,2,0,3,3,0,9,0,6,9,0,0,4,0,8,3,11,10,2,1,0,1,1,4,3,0,1,2,7,30,0,0,1,0,0,0,1,3,3,0,11,0,0,0
sputnik,4,0,0,1,3,0,1,0,2,4,0,0,1,0,0,0,0,0,1,2,1,2,0,1,0,0,0,0,0,0,8,0,0,1,0,0,0,1,1,0,4,0,0,0
batumelebi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
paraleli,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
newspress,12,0,4,3,2,0,0,0,1,4,1,0,0,0,1,0,0,1,0,1,0,4,0,0,0,0,0,2,0,0,1,0,0,11,0,0,0,0,0,0,5,0,0,0
newsline,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
civil,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
allnews,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,1,0,0,0,0,0
accentnews,0,1,0,4,0,0,2,0,0,2,0,0,3,0,3,0,3,4,1,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,1,9,2,0,1,0,0,0
timer,1,0,0,3,2,0,1,0,0,3,0,0,1,0,4,0,3,0,1,1,1,1,0,1,0,0,0,1,0,3,1,0,0,0,0,0,1,2,9,0,1,0,0,0
itv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frontnews2,10,3,2,2,5,0,3,0,4,8,0,0,3,0,7,2,6,5,1,2,1,3,0,2,1,0,0,2,3,11,4,1,0,5,0,0,0,1,1,0,22,0,0,0
reportiori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amerikiskhma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agenda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
