,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,103,1,16,16,32,1,8,4,3,20,14,14,1,1,7,1,3,4,9,2,2,6,4,3,1,4,1,1,4,6,3,0,3,10,0,0,1,5,12,0,13,67,0,0
palitravideo,1,20,1,4,2,4,3,1,4,1,1,1,1,3,4,12,6,1,2,5,0,1,1,2,0,2,1,3,2,2,0,0,3,0,4,0,1,4,3,0,6,2,0,0
mpn,16,1,16,1,6,0,1,0,1,3,6,3,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,5,0,0,0,0,0,0,6,15,0,0
ghn,16,4,1,59,14,2,11,8,8,17,1,9,4,5,17,11,16,6,10,5,0,4,2,5,0,7,0,3,8,12,2,0,6,5,1,0,2,11,15,2,11,15,0,0
rustavi2,32,2,6,14,71,6,6,4,5,14,4,8,4,2,6,5,8,4,9,4,0,6,3,2,3,5,5,2,4,5,3,0,5,7,0,0,2,9,9,1,8,25,0,0
bpn,1,4,0,2,6,19,1,0,3,1,0,0,4,1,0,0,4,0,13,3,0,0,3,3,2,4,3,0,3,0,0,0,0,2,0,0,1,4,3,2,3,0,0,0
ipn,8,3,1,11,6,1,42,3,8,12,2,2,1,1,6,6,5,3,4,2,0,1,3,1,2,4,0,0,3,2,0,0,1,3,0,0,0,4,5,1,5,6,1,0
publika,4,1,0,8,4,0,3,18,8,2,0,3,3,3,7,5,7,7,2,5,1,2,0,3,1,1,0,1,3,9,2,0,0,1,1,2,2,9,3,0,4,1,0,0
palitranews,3,4,1,8,5,3,8,8,51,3,0,2,4,3,6,3,7,10,4,2,0,1,3,7,3,5,0,3,3,11,3,1,2,1,0,4,3,10,3,0,11,1,0,0
1tv,20,1,3,17,14,1,12,2,3,70,3,16,2,2,14,6,5,5,7,1,0,2,1,3,0,7,0,2,4,6,2,2,0,4,0,0,0,5,10,0,10,18,1,0
postv,14,1,6,1,4,0,2,0,0,3,14,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,1,0,4,10,0,0
tiflisnews,14,1,3,9,8,0,2,3,2,16,1,38,0,1,7,3,5,2,0,2,2,2,1,2,0,5,0,1,2,3,1,0,1,2,1,0,0,3,6,0,3,13,0,0
sova,1,1,0,4,4,4,1,3,4,2,0,0,27,0,0,1,2,0,3,1,0,1,2,2,1,1,1,1,2,4,0,0,0,0,0,1,1,2,2,0,4,0,0,0
netgazeti,1,3,0,5,2,1,1,3,3,2,0,1,0,15,3,6,4,3,5,3,0,1,2,3,0,0,0,1,4,4,0,0,1,2,1,0,0,5,2,2,4,1,1,0
mtavari,7,4,0,17,6,0,6,7,6,14,0,7,0,3,50,14,16,4,2,9,0,0,0,6,1,11,0,2,7,10,1,0,1,1,1,0,1,8,12,0,7,2,1,0
metronome-mix,1,12,0,11,5,0,6,5,3,6,0,3,1,6,14,41,14,2,6,8,2,1,0,1,0,0,0,4,4,4,2,2,2,1,3,1,0,4,4,0,5,2,0,0
tvpirveli,3,6,0,16,8,4,5,7,7,5,0,5,2,4,16,14,53,5,9,11,1,3,1,5,2,6,1,3,6,7,1,1,3,3,1,1,1,14,14,2,16,3,0,0
on,4,1,0,6,4,0,3,7,10,5,0,2,0,3,4,2,5,24,4,2,0,1,1,3,0,3,0,1,3,4,4,0,0,3,0,2,0,5,1,0,5,2,0,0
bm,9,2,1,10,9,13,4,2,4,7,2,0,3,5,2,6,9,4,48,4,0,4,1,3,2,4,1,0,3,2,0,0,0,5,0,0,2,6,5,4,8,5,0,0
alia,2,5,1,5,4,3,2,5,2,1,1,2,1,3,9,8,11,2,4,31,3,2,1,2,0,1,1,2,5,4,0,1,2,2,2,0,0,5,6,1,10,1,0,0
