,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,135,0,14,25,44,1,12,6,17,34,6,7,3,2,7,5,3,2,16,3,1,9,13,9,0,2,0,3,14,8,3,0,1,23,0,6,0,8,0,0,16,0,0,0
palitravideo,0,21,0,1,1,1,0,0,5,0,0,0,0,1,3,13,5,1,1,2,0,0,1,0,2,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
mpn,14,0,13,2,4,0,0,0,3,2,6,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,3,0,0,0
ghn,25,1,2,63,11,1,14,4,17,16,1,1,5,4,13,2,18,7,16,9,0,5,3,13,3,3,0,0,6,21,0,2,2,12,0,1,1,7,0,0,13,0,0,0
rustavi2,44,1,4,11,62,1,8,1,13,22,1,2,1,1,7,2,4,2,13,1,0,7,4,2,1,0,0,1,2,6,2,2,3,2,0,3,1,4,0,0,11,0,0,0
bpn,1,1,0,1,1,14,1,2,4,4,0,0,0,0,2,2,2,3,8,4,0,2,0,2,2,0,0,1,2,3,2,2,0,5,0,0,1,3,0,2,3,0,0,0
ipn,12,0,0,14,8,1,42,1,11,8,0,2,3,0,7,0,17,3,10,4,0,2,4,4,2,1,0,1,5,12,0,2,0,6,1,2,1,6,0,0,6,0,0,0
publika,6,0,0,4,1,2,1,18,3,1,0,0,2,7,7,2,6,3,6,4,0,0,3,9,0,1,1,0,4,5,1,2,0,2,0,0,0,6,0,0,0,0,0,0
palitranews,17,5,3,17,13,4,11,3,65,7,1,1,4,1,8,0,7,3,12,5,0,3,10,4,5,4,1,5,10,7,5,0,0,4,0,5,2,4,0,0,5,0,0,0
1tv,34,0,2,16,22,4,8,1,7,60,0,4,7,1,7,3,2,4,12,3,0,4,5,4,3,2,0,0,4,10,1,3,1,8,0,1,3,4,0,0,10,0,0,0
postv,6,0,6,1,1,0,0,0,1,0,22,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0
tiflisnews,7,0,1,1,2,0,2,0,1,4,0,12,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sova,3,0,0,5,1,0,3,2,4,7,0,0,24,1,5,1,4,1,1,3,0,0,5,3,1,2,2,0,2,10,0,2,0,0,0,1,0,5,0,0,1,0,0,0
netgazeti,2,1,0,4,1,0,0,7,1,1,0,0,1,13,3,0,3,2,5,4,0,0,1,5,1,1,0,0,3,3,0,1,0,0,0,0,0,2,0,0,1,0,0,0
mtavari,7,3,0,13,7,2,7,7,8,7,0,0,5,3,48,13,25,2,7,21,0,4,3,14,2,8,1,0,7,9,2,2,2,1,0,0,0,7,0,0,6,0,0,0
metronome-mix,5,13,0,2,2,2,0,2,0,3,2,2,1,0,13,37,15,1,3,8,1,1,0,4,0,0,1,0,3,3,3,1,2,1,1,0,0,3,0,0,2,0,0,0
tvpirveli,3,5,0,18,4,2,17,6,7,2,0,0,4,3,25,15,69,2,13,27,0,4,1,13,3,5,2,0,4,13,3,2,0,5,4,1,0,9,0,3,10,0,0,0
on,2,1,0,7,2,3,3,3,3,4,1,0,1,2,2,1,2,15,3,2,0,0,1,4,1,1,1,2,1,9,1,2,1,2,0,0,0,1,0,0,4,0,0,0
bm,16,1,1,16,13,8,10,6,12,12,0,0,1,5,7,3,13,3,61,9,1,5,2,5,2,3,0,1,5,15,3,2,0,13,0,2,1,11,0,4,13,0,0,0
alia,3,2,0,9,1,4,4,4,5,3,0,0,3,4,21,8,27,2,9,42,0,3,1,6,2,4,0,0,2,5,3,2,2,4,3,0,0,6,0,3,6,0,0,0
