,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,127,3,21,23,48,4,21,3,7,23,18,22,8,1,3,4,5,5,12,7,4,11,5,3,4,5,0,2,4,2,6,0,2,39,1,1,0,3,6,0,24,0,0,0
palitravideo,3,17,1,3,6,3,2,1,8,2,0,4,0,2,1,10,2,2,4,3,3,2,0,1,2,1,0,1,1,0,0,0,1,1,1,1,0,2,3,0,3,0,0,0
mpn,21,1,20,0,14,1,2,1,2,0,7,4,0,1,0,1,1,1,2,0,2,2,0,0,1,1,0,0,0,0,0,0,0,11,0,1,0,1,2,0,4,0,0,0
ghn,23,3,0,66,18,3,10,4,14,32,3,9,7,2,10,5,17,5,13,17,2,4,2,10,1,3,0,1,4,13,2,0,1,15,0,1,0,12,7,0,12,0,0,0
rustavi2,48,6,14,18,69,2,14,3,11,16,9,14,5,3,4,7,9,3,12,10,5,11,2,5,1,2,1,1,1,2,2,1,1,23,1,1,0,4,8,1,21,0,0,0
bpn,4,3,1,3,2,26,3,2,2,6,0,3,1,2,2,2,0,2,18,2,0,0,0,2,1,1,0,1,2,1,0,0,0,3,0,3,2,3,2,0,1,0,0,0
ipn,21,2,2,10,14,3,52,2,11,14,3,12,7,0,4,3,8,4,6,5,1,2,0,2,2,1,1,0,2,5,0,1,1,5,0,0,1,5,4,0,10,0,0,0
publika,3,1,1,4,3,2,2,20,5,3,1,3,3,5,4,1,4,7,6,4,0,1,1,5,2,3,0,2,3,7,1,1,0,2,0,2,1,2,2,0,1,0,0,0
palitranews,7,8,2,14,11,2,11,5,59,9,0,4,10,3,9,8,10,6,5,7,0,0,7,5,4,10,3,2,4,3,3,0,1,3,0,3,3,11,3,0,5,0,0,0
1tv,23,2,0,32,16,6,14,3,9,95,3,15,8,0,6,7,7,2,13,9,2,10,0,5,3,1,0,1,4,8,3,1,2,4,2,1,2,6,8,0,7,0,0,0
postv,18,0,7,3,9,0,3,1,0,3,16,3,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,4,0,0,0
tiflisnews,22,4,4,9,14,3,12,3,4,15,3,39,2,1,1,5,1,2,4,4,2,4,0,1,1,3,0,1,1,3,0,0,1,5,3,1,0,2,2,0,4,0,0,0
sova,8,0,0,7,5,1,7,3,10,8,0,2,28,0,5,1,5,5,11,4,0,0,3,5,0,4,1,1,6,3,1,1,0,1,0,3,0,6,2,0,4,0,0,0
netgazeti,1,2,1,2,3,2,0,5,3,0,0,1,0,10,2,2,4,2,2,3,0,1,2,3,1,1,0,0,4,2,0,1,0,3,0,1,0,3,2,1,1,0,0,0
mtavari,3,1,0,10,4,2,4,4,9,6,0,1,5,2,27,6,14,4,9,12,0,1,2,12,2,5,1,1,5,5,1,3,0,0,0,1,0,7,5,0,5,0,0,0
metronome-mix,4,10,1,5,7,2,3,1,8,7,0,5,1,2,6,38,6,2,7,8,2,1,0,1,0,0,0,1,2,1,1,0,0,0,1,0,0,2,2,0,2,0,0,0
tvpirveli,5,2,1,17,9,0,8,4,10,7,0,1,5,4,14,6,56,5,14,23,1,4,2,11,0,4,0,1,7,5,4,4,1,6,0,1,0,12,11,2,12,0,0,0
