,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,133,3,17,8,67,4,18,1,4,27,17,17,5,2,6,4,4,2,5,6,3,11,9,3,3,0,0,2,6,3,2,5,0,50,3,0,1,4,6,0,29,0,0,0
palitravideo,3,29,0,5,3,1,4,1,1,4,0,4,3,3,3,18,3,1,2,4,0,1,1,3,1,1,0,3,4,1,0,0,1,0,4,0,3,1,3,0,1,0,0,0
mpn,17,0,20,4,9,0,2,1,2,6,6,3,0,0,1,1,1,2,0,0,2,3,1,0,0,1,0,1,1,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0
ghn,8,5,4,61,13,2,11,2,13,17,3,9,4,2,25,7,18,11,5,8,0,5,4,9,3,9,0,5,6,2,0,0,3,3,1,1,3,6,12,0,18,0,0,0
rustavi2,67,3,9,13,95,1,13,1,5,24,8,20,5,2,5,3,6,1,2,3,1,8,7,2,1,0,0,3,3,2,3,1,1,30,2,1,1,0,5,0,25,0,0,0
bpn,4,1,0,2,1,16,2,1,2,3,1,2,2,2,1,1,1,1,13,1,0,0,3,1,1,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
ipn,18,4,2,11,13,2,44,0,5,9,1,8,5,1,7,2,7,1,2,3,2,1,2,5,3,3,0,0,9,1,1,2,0,8,0,0,0,3,6,0,8,0,0,0
publika,1,1,1,2,1,1,0,10,2,2,0,2,1,2,5,3,4,5,3,1,0,1,1,1,0,1,0,2,2,0,0,0,0,1,1,0,0,1,2,1,4,0,0,0
palitranews,4,1,2,13,5,2,5,2,60,7,0,3,0,1,8,3,9,9,3,4,0,2,3,3,2,7,0,4,3,1,1,0,1,0,1,0,4,3,2,0,5,0,0,0
1tv,27,4,6,17,24,3,9,2,7,81,9,20,7,4,6,4,3,3,7,1,3,8,5,2,1,1,0,6,6,1,0,0,1,12,1,0,2,3,2,0,17,0,0,0
