,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,59,2,3,1,7,0,6,0,0,6,2,7,0,0,4,3,5,5,3,7,3,0,0,0,0,0,0,0,4,0,2,0,1,0,4,0,0,0,2,0,2,33,0,0
palitravideo,2,5,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
mpn,3,0,4,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0
ghn,1,1,0,25,3,2,2,3,2,4,0,2,5,2,13,4,14,6,7,6,1,0,0,6,1,2,1,2,3,1,2,0,0,0,0,0,1,3,3,0,2,3,0,0
rustavi2,7,1,0,3,25,0,1,0,1,4,1,2,2,0,2,4,4,2,1,3,3,1,0,1,0,2,0,0,3,0,1,0,1,0,2,0,0,1,1,0,1,9,0,0
bpn,0,1,0,2,0,6,0,0,1,1,0,0,1,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
ipn,6,0,0,2,1,0,13,0,1,2,1,1,0,0,2,0,5,3,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
publika,0,0,0,3,0,0,0,8,0,0,0,0,2,1,3,0,5,3,3,2,1,0,0,4,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0
palitranews,0,1,0,2,1,1,1,0,4,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0
1tv,6,0,2,4,4,1,2,0,0,29,1,4,2,0,5,2,7,3,0,7,0,1,0,1,1,1,0,0,3,1,2,0,0,0,0,0,0,0,2,0,2,7,0,0
postv,2,0,2,0,1,0,1,0,0,1,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
tiflisnews,7,0,1,2,2,0,1,0,0,4,0,22,0,0,0,2,1,1,2,4,7,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,6,0,0
sova,0,1,0,5,2,1,0,2,1,2,0,0,17,0,3,0,2,1,2,0,0,0,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,3,1,0,2,1,0,0
netgazeti,0,0,0,2,0,0,0,1,0,0,0,0,0,3,1,0,1,1,2,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
mtavari,4,1,0,13,2,1,2,3,0,5,0,0,3,1,31,6,16,8,10,8,1,0,0,9,0,3,1,1,3,1,0,0,0,0,0,0,0,3,5,0,2,4,0,0
metronome-mix,3,0,1,4,4,1,0,0,0,2,0,2,0,0,6,21,3,0,1,7,5,0,0,1,1,0,0,1,0,1,1,0,1,0,7,0,1,1,3,0,0,6,0,0
tvpirveli,5,1,0,14,4,2,5,5,2,7,1,1,2,1,16,3,37,8,9,13,1,0,2,6,0,3,1,3,2,0,1,0,1,0,0,0,2,4,5,0,3,1,0,0
on,5,2,0,6,2,0,3,3,0,3,0,1,1,1,8,0,8,26,7,7,1,0,0,6,1,3,2,1,3,0,0,0,1,0,0,0,0,4,3,0,3,4,0,0
bm,3,0,0,7,1,0,1,3,0,0,0,2,2,2,10,1,9,7,44,8,2,1,1,5,0,0,1,2,2,0,0,0,0,0,1,0,0,4,4,0,1,0,0,0
alia,7,1,2,6,3,2,1,2,1,7,1,4,0,2,8,7,13,7,8,37,6,0,1,4,0,1,0,1,1,0,1,1,1,0,1,0,2,0,2,0,2,6,0,0
primetime,3,0,0,1,3,0,0,1,0,0,0,7,0,0,1,5,1,1,2,6,16,1,0,1,0,0,0,0,1,0,1,1,1,0,3,0,0,1,1,0,0,5,0,0
gttv,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
euronewsgeorgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
formula,0,0,0,6,1,0,1,4,0,1,0,0,1,1,9,1,6,6,5,4,1,0,0,13,0,2,1,0,4,0,0,0,0,0,1,0,0,4,2,0,3,1,0,0
ambebi,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
metronome,0,0,0,2,2,0,1,1,0,1,0,0,1,1,3,0,3,3,0,1,0,0,0,2,0,7,0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
jamnews,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
kvirispalitra,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,3,1,2,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
radiotavisupleba,4,1,0,3,3,0,1,1,1,3,0,0,0,0,3,0,2,3,2,1,1,0,0,4,0,2,1,0,14,0,1,0,0,0,1,0,0,5,0,0,2,2,0,0
tabula,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sputnik,2,1,0,2,1,0,0,1,2,2,0,2,2,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,8,1,0,0,0,0,0,1,0,0,3,1,0,0
