,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,139,4,12,21,45,3,13,4,21,35,3,9,8,0,11,5,9,3,15,7,6,7,5,3,0,5,0,2,4,11,4,0,7,16,1,0,2,2,1,0,0,0,0,0
palitravideo,4,23,3,5,4,2,0,2,6,3,0,1,2,0,3,8,6,2,1,2,0,0,0,1,4,1,0,0,3,2,0,0,0,1,2,0,5,0,1,0,0,0,0,0
mpn,12,3,17,2,6,0,0,1,3,4,0,1,0,0,1,1,5,0,1,2,0,1,0,0,0,1,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0
ghn,21,5,2,66,17,5,19,2,15,24,0,12,4,1,10,4,18,5,9,12,2,5,3,6,2,6,0,3,6,18,2,0,1,14,2,0,2,7,4,0,0,0,0,0
rustavi2,45,4,6,17,55,3,9,1,10,16,0,8,1,1,4,4,5,0,4,7,1,3,2,4,0,5,0,1,3,7,1,0,0,8,2,0,1,1,1,0,0,0,0,0
bpn,3,2,0,5,3,17,3,1,2,4,0,1,2,1,3,0,5,2,10,3,0,2,0,2,2,2,0,1,2,3,1,0,0,3,2,0,2,3,0,1,0,0,0,0
ipn,13,0,0,19,9,3,46,1,14,7,0,4,2,0,7,3,13,5,4,2,1,1,0,3,1,3,0,5,5,6,1,1,0,7,1,0,1,8,3,0,0,0,0,0
publika,4,2,1,2,1,1,1,13,4,3,0,0,1,1,6,1,8,5,5,1,0,1,3,4,1,4,0,4,3,2,0,2,0,1,0,1,1,2,2,0,0,0,0,0
palitranews,21,6,3,15,10,2,14,4,69,15,0,6,4,2,8,7,11,9,8,8,2,5,5,5,2,6,0,9,6,10,4,0,0,3,0,1,2,8,2,0,0,0,0,0
1tv,35,3,4,24,16,4,7,3,15,83,0,13,5,1,7,6,8,5,9,7,2,5,3,3,2,7,0,4,4,5,2,0,2,5,2,0,2,0,4,0,0,0,0,0
postv,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tiflisnews,9,1,1,12,8,1,4,0,6,13,0,31,1,0,4,3,4,2,0,5,5,2,0,1,0,2,0,1,1,1,0,0,0,2,3,0,0,0,1,0,0,0,0,0
sova,8,2,0,4,1,2,2,1,4,5,0,1,24,0,8,5,6,3,5,4,2,1,1,4,2,3,1,2,4,5,0,0,0,0,1,1,2,6,2,0,0,0,0,0
netgazeti,0,0,0,1,1,1,0,1,2,1,0,0,0,5,2,2,2,1,2,2,0,1,1,3,0,0,0,1,1,2,0,0,0,1,0,1,0,2,1,1,0,0,0,0
mtavari,11,3,1,10,4,3,7,6,8,7,0,4,8,2,37,10,11,9,7,7,2,1,1,11,1,9,1,1,10,11,0,1,0,2,2,1,2,6,5,0,0,0,0,0
metronome-mix,5,8,1,4,4,0,3,1,7,6,0,3,5,2,10,38,7,2,4,9,5,2,3,3,0,0,1,0,2,2,1,0,0,1,3,0,1,1,4,0,0,0,0,0
tvpirveli,9,6,5,18,5,5,13,8,11,8,0,4,6,2,11,7,60,6,11,22,2,2,4,7,2,6,0,8,7,10,0,2,1,8,2,1,1,8,4,1,0,0,0,0
on,3,2,0,5,0,2,5,5,9,5,0,2,3,1,9,2,6,20,4,3,0,2,3,4,2,5,0,3,4,5,0,0,1,1,0,1,2,2,1,0,0,0,0,0
bm,15,1,1,9,4,10,4,5,8,9,1,0,5,2,7,4,11,4,52,7,1,2,2,4,0,3,2,3,4,10,2,0,0,11,0,2,1,10,3,1,0,0,0,0
alia,7,2,2,12,7,3,2,1,8,7,0,5,4,2,7,9,22,3,7,43,4,2,2,5,0,5,0,3,3,13,0,0,3,3,1,0,0,3,2,1,0,0,0,0
primetime,6,0,0,2,1,0,1,0,2,2,0,5,2,0,2,5,2,0,1,4,16,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
gttv,7,0,1,5,3,2,1,1,5,5,0,2,1,1,1,2,2,2,2,2,0,14,0,2,0,1,0,3,2,1,1,0,0,1,2,0,2,3,0,1,0,0,0,0
euronewsgeorgia,5,0,0,3,2,0,0,3,5,3,0,0,1,1,1,3,4,3,2,2,1,0,18,2,0,1,0,2,1,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0
formula,3,1,0,6,4,2,3,4,5,3,0,1,4,3,11,3,7,4,4,5,1,2,2,18,1,6,2,1,5,7,1,1,0,0,1,1,0,5,3,0,0,0,0,0
ambebi,0,4,0,2,0,2,1,1,2,2,0,0,2,0,1,0,2,2,0,0,0,0,0,1,5,2,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0
metronome,5,1,1,6,5,2,3,4,6,7,0,2,3,0,9,0,6,5,3,5,1,1,1,6,2,16,0,2,5,4,1,0,0,0,1,0,1,1,1,0,0,0,0,0
jamnews,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kvirispalitra,2,0,0,3,1,1,5,4,9,4,0,1,2,1,1,0,8,3,3,3,0,3,2,1,0,2,0,18,0,1,1,1,0,2,0,0,3,3,1,1,0,0,0,0
radiotavisupleba,4,3,0,6,3,2,5,3,6,4,0,1,4,1,10,2,7,4,4,3,0,2,1,5,2,5,0,0,18,6,0,0,0,0,1,1,1,8,3,0,0,0,0,0
tabula,11,2,1,18,7,3,6,2,10,5,0,1,5,2,11,2,10,5,10,13,1,1,3,7,0,4,1,1,6,41,0,1,0,6,1,1,0,9,3,1,0,0,0,0
sputnik,4,0,1,2,1,1,1,0,4,2,0,0,0,0,0,1,0,0,2,0,1,1,1,1,0,1,0,1,0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0
batumelebi,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
paraleli,7,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
newspress,16,1,2,14,8,3,7,1,3,5,1,2,0,1,2,1,8,1,11,3,1,1,0,0,0,0,0,2,0,6,1,0,0,26,0,0,0,5,3,1,0,0,0,0
newsline,1,2,0,2,2,2,1,0,0,2,0,3,1,0,2,3,2,0,0,1,0,2,0,1,1,1,0,0,1,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0
civil,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0
allnews,2,5,0,2,1,2,1,1,2,2,0,0,2,0,2,1,1,2,1,0,0,2,0,0,2,1,0,3,1,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0
accentnews,2,0,0,7,1,3,8,2,8,0,0,0,6,2,6,1,8,2,10,3,0,3,0,5,0,1,0,3,8,9,1,0,0,5,0,1,0,24,3,1,0,0,0,0
timer,1,1,0,4,1,0,3,2,2,4,0,1,2,1,5,4,4,1,3,2,0,0,2,3,1,1,0,1,3,3,0,0,0,3,0,0,0,3,15,0,0,0,0,0
itv,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
frontnews2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reportiori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amerikiskhma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agenda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
