,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,73,8,7,9,19,2,5,0,2,23,1,9,5,0,1,7,4,2,3,6,9,4,0,0,3,1,0,3,1,3,3,2,0,3,1,0,0,0,0,0,10,44,1,3
palitravideo,8,20,1,5,4,3,5,0,1,2,0,2,3,1,3,9,4,0,2,5,5,3,0,3,4,2,0,3,2,3,2,1,0,0,3,0,0,0,0,0,2,4,0,1
mpn,7,1,8,2,4,0,0,0,1,4,1,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0
ghn,9,5,2,30,10,3,3,1,2,10,0,4,6,1,8,2,8,5,4,6,3,1,0,3,2,3,0,3,6,12,5,1,1,1,0,0,0,0,1,0,7,8,0,2
rustavi2,19,4,4,10,33,2,2,0,1,8,1,6,3,1,3,5,4,4,4,6,7,1,0,2,1,1,0,2,1,6,3,2,0,3,0,0,0,0,0,0,6,13,0,2
bpn,2,3,0,3,2,7,2,0,0,1,0,0,0,1,2,1,2,2,4,2,1,0,0,1,2,2,0,1,0,3,0,0,1,1,1,0,0,0,0,0,2,1,0,1
ipn,5,5,0,3,2,2,11,0,0,0,0,0,1,2,2,1,3,1,2,2,1,0,0,4,3,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,5,4,0,0
publika,0,0,0,1,0,0,0,4,0,0,0,0,0,1,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
palitranews,2,1,1,2,1,0,0,0,3,2,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1tv,23,2,4,10,8,1,0,0,2,37,0,11,5,0,4,2,1,2,4,6,5,3,0,1,1,2,0,3,2,4,2,0,0,1,0,0,0,0,0,0,5,17,0,2
postv,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tiflisnews,9,2,2,4,6,0,0,0,3,11,0,19,2,0,1,3,0,0,1,5,6,2,0,0,0,1,0,2,1,2,0,0,1,0,2,0,0,0,0,0,1,7,0,0
sova,5,3,1,6,3,0,1,0,1,5,0,2,15,0,1,1,2,1,1,2,3,1,0,1,0,0,0,1,3,3,2,0,0,0,0,0,0,0,0,0,0,5,0,1
netgazeti,0,1,0,1,1,1,2,1,0,0,0,0,0,3,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
mtavari,1,3,0,8,3,2,2,2,1,4,0,1,1,1,23,7,7,4,5,10,2,0,0,5,1,1,0,1,2,3,1,1,0,1,0,0,0,0,2,0,4,1,0,1
metronome-mix,7,9,0,2,5,1,1,0,0,2,0,3,1,0,7,29,4,1,2,6,8,2,0,1,2,1,0,3,2,3,1,0,0,1,3,0,0,0,1,0,1,3,0,2
tvpirveli,4,4,1,8,4,2,3,1,0,1,0,0,2,1,7,4,29,5,4,6,1,1,0,3,2,1,0,1,4,4,3,0,0,0,0,0,0,0,1,0,3,2,0,1
on,2,0,0,5,4,2,1,1,0,2,0,0,1,1,4,1,5,18,2,1,1,1,0,2,1,2,0,2,0,6,1,0,0,1,0,0,0,0,0,0,3,2,0,1
bm,3,2,0,4,4,4,2,0,0,4,0,1,1,1,5,2,4,2,21,5,2,1,0,3,1,1,1,2,0,4,1,0,0,2,1,0,0,0,0,0,4,6,2,3
alia,6,5,0,6,6,2,2,1,0,6,0,5,2,1,10,6,6,1,5,30,8,2,0,2,1,1,0,1,2,4,1,0,0,1,0,0,0,0,2,0,5,4,0,2
primetime,9,5,2,3,7,1,1,0,1,5,1,6,3,0,2,8,1,1,2,8,19,2,0,1,0,0,0,1,1,2,2,0,0,1,2,0,0,0,0,0,1,5,0,1
gttv,4,3,0,1,1,0,0,0,0,3,0,2,1,0,0,2,1,1,1,2,2,11,0,0,2,2,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0
euronewsgeorgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
formula,0,3,0,3,2,1,4,1,0,1,0,0,1,2,5,1,3,2,3,2,1,0,0,10,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,3,0,0,0
ambebi,3,4,0,2,1,2,3,0,0,1,0,0,0,0,1,2,2,1,1,1,0,2,0,0,6,2,0,1,1,2,1,0,0,1,0,0,0,0,0,0,2,2,0,1
metronome,1,2,0,3,1,2,0,0,1,2,0,1,0,0,1,1,1,2,1,1,0,2,0,0,2,5,0,3,1,2,1,0,0,1,0,0,0,0,0,0,1,3,0,1
jamnews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kvirispalitra,3,3,0,3,2,1,0,0,1,3,0,2,1,0,1,3,1,2,2,1,1,1,0,0,1,3,0,6,0,2,1,0,0,1,2,0,0,0,0,0,1,4,0,2
radiotavisupleba,1,2,0,6,1,0,0,0,0,2,0,1,3,0,2,2,4,0,0,2,1,2,0,0,1,1,0,0,13,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0
tabula,3,3,0,12,6,3,3,0,0,4,0,2,3,2,3,3,4,6,4,4,2,1,0,2,2,2,0,2,4,26,3,0,1,1,0,0,0,0,0,0,5,5,0,2
sputnik,3,2,0,5,3,0,1,0,0,2,0,0,2,0,1,1,3,1,1,1,2,1,0,0,1,1,0,1,2,3,6,0,0,0,0,0,0,0,0,0,2,2,0,1
batumelebi,2,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
