,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,53,1,10,7,24,1,3,0,0,19,0,5,2,0,0,0,0,0,3,1,5,4,0,0,1,0,0,0,1,0,1,0,0,3,0,0,1,0,0,0,5,0,0,0
palitravideo,1,13,1,3,3,0,2,1,1,1,0,0,2,1,1,6,3,0,1,3,1,0,0,2,2,0,0,1,0,0,0,0,1,0,3,0,2,0,2,0,1,0,0,0
mpn,10,1,9,0,8,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
ghn,7,3,0,26,5,0,1,3,2,9,0,1,5,0,10,3,5,0,1,0,1,2,0,3,0,1,0,2,5,2,1,0,0,1,0,0,2,0,4,0,7,0,0,0
rustavi2,24,3,8,5,41,0,2,0,1,15,0,4,1,0,4,1,1,0,1,2,7,7,0,2,3,2,0,1,1,4,2,0,1,1,0,0,2,1,4,0,3,0,0,0
bpn,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ipn,3,2,0,1,2,0,7,0,2,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
publika,0,1,0,3,0,0,0,9,0,1,0,0,1,1,4,0,2,1,2,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0
palitranews,0,1,0,2,1,0,2,0,5,1,0,0,1,0,2,1,2,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1tv,19,1,4,9,15,0,2,1,1,34,0,7,3,0,2,2,3,0,3,0,4,6,0,1,2,1,0,2,1,1,2,0,0,1,0,0,1,1,2,0,6,0,0,0
