,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,84,3,15,16,35,2,5,2,11,19,4,13,2,0,4,0,5,0,4,8,7,5,0,1,0,0,0,1,2,0,2,0,1,19,0,0,0,0,3,0,21,43,0,0
palitravideo,3,17,0,2,3,0,0,0,0,3,0,1,0,0,0,7,2,0,1,2,6,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0
mpn,15,0,11,3,5,0,2,0,2,2,2,3,0,0,1,0,1,0,0,2,1,2,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,1,0,6,9,0,0
ghn,16,2,3,35,13,0,4,5,12,9,0,7,4,1,9,1,8,0,7,8,3,5,0,4,1,0,0,1,6,0,4,0,1,4,0,0,0,0,10,0,9,8,0,0
rustavi2,35,3,5,13,52,0,1,2,14,18,2,10,4,0,5,1,4,0,5,6,5,6,0,3,0,0,0,1,2,0,5,1,1,12,0,0,0,0,3,0,15,23,0,0
bpn,2,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ipn,5,0,2,4,1,0,19,0,7,1,1,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,4,3,0,0
publika,2,0,0,5,2,0,0,12,5,3,0,1,0,2,8,2,7,0,7,4,0,1,0,4,0,0,0,1,3,0,1,0,0,0,0,1,0,0,4,0,4,2,0,0
palitranews,11,0,2,12,14,0,7,5,44,12,0,4,2,0,9,1,7,0,5,7,2,6,0,4,0,0,0,2,2,0,5,0,1,4,1,0,0,0,5,0,7,8,0,0
1tv,19,3,2,9,18,1,1,3,12,46,0,11,2,0,4,1,5,0,3,5,2,5,0,3,0,0,0,1,1,0,3,0,0,3,0,0,0,0,5,0,9,21,0,0
postv,4,0,2,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0
tiflisnews,13,1,3,7,10,0,4,1,4,11,0,29,0,0,2,2,2,0,1,3,6,5,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,3,0,3,12,0,0
sova,2,0,0,4,4,0,0,0,2,2,0,0,26,0,2,1,11,0,2,4,1,1,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
