,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,186,3,24,30,79,2,26,6,8,41,13,15,7,4,4,4,7,4,9,7,9,13,4,6,0,3,0,1,6,0,2,2,0,28,1,1,1,7,2,0,39,91,1,0
palitravideo,3,15,2,1,4,1,2,0,2,2,0,0,1,0,2,13,5,1,4,4,2,0,1,1,1,1,0,2,1,0,1,2,0,3,2,0,1,2,0,0,3,2,0,0
mpn,24,2,23,3,17,0,1,0,1,7,2,2,1,0,0,0,0,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,12,19,0,0
ghn,30,1,3,61,13,0,12,7,4,22,3,5,6,3,12,5,12,9,6,8,2,5,5,11,1,4,1,0,7,0,1,2,0,6,0,2,3,5,3,0,16,11,1,0
rustavi2,79,4,17,13,91,0,10,2,8,25,10,13,5,2,5,5,8,5,8,4,5,10,2,2,1,4,0,2,5,0,3,3,0,17,1,1,1,6,1,0,26,39,1,0
bpn,2,1,0,0,0,13,1,1,3,1,0,2,0,0,1,3,1,1,6,2,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
ipn,26,2,1,12,10,1,48,3,8,16,2,6,5,2,5,2,10,3,3,3,2,5,2,4,0,2,0,2,3,0,2,3,0,1,0,0,1,6,2,0,8,12,1,0
publika,6,0,0,7,2,1,3,17,0,5,0,2,3,5,7,0,11,9,6,3,1,1,3,8,0,1,0,1,1,0,1,1,0,1,0,0,0,3,3,0,4,2,1,0
palitranews,8,2,1,4,8,3,8,0,29,2,2,1,3,1,4,3,3,4,5,4,0,2,5,1,1,2,0,1,2,0,1,2,0,3,0,1,2,3,0,0,3,3,0,0
1tv,41,2,7,22,25,1,16,5,2,95,3,19,4,3,9,5,5,10,9,4,4,12,2,10,0,4,0,1,8,0,3,4,0,8,1,1,3,6,5,0,26,30,2,0
