,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,105,5,19,14,38,2,19,2,9,27,10,3,5,1,3,5,11,10,10,8,2,15,2,3,0,0,2,0,5,8,2,0,1,16,0,1,1,3,12,0,23,56,0,3
palitravideo,5,23,0,3,4,1,1,2,7,2,1,0,2,3,2,8,3,1,3,2,0,0,0,1,0,1,0,1,0,1,0,0,1,1,2,0,2,4,2,0,4,2,0,0
mpn,19,0,22,3,12,1,3,1,3,9,2,2,4,1,1,2,0,5,3,1,0,7,2,2,0,0,0,1,1,3,0,0,1,5,0,1,0,1,4,0,10,13,0,2
ghn,14,3,3,42,10,1,7,5,4,7,1,2,6,2,16,6,15,10,7,9,3,4,0,6,0,5,0,0,9,6,3,2,2,3,0,1,2,8,6,0,8,10,1,0
rustavi2,38,4,12,10,54,2,10,3,5,18,6,5,4,2,8,6,7,11,9,5,4,8,1,6,0,0,0,1,3,7,2,1,2,7,1,3,0,7,9,0,23,21,0,3
bpn,2,1,1,1,2,9,0,1,2,3,0,0,1,2,1,3,2,2,6,4,0,2,0,2,0,1,0,0,0,1,1,1,1,2,0,1,0,2,2,0,2,1,0,0
ipn,19,1,3,7,10,0,47,1,6,8,1,0,0,0,10,1,17,7,3,4,1,3,2,3,1,3,0,2,6,4,2,0,0,1,0,0,1,7,3,0,8,10,0,1
publika,2,2,1,5,3,1,1,16,1,5,0,0,3,2,4,2,5,3,3,2,0,1,0,4,0,1,0,0,0,4,2,0,1,0,0,2,0,5,4,0,4,1,0,0
palitranews,9,7,3,4,5,2,6,1,38,8,1,1,3,2,5,5,3,2,3,2,1,2,3,1,1,2,0,3,6,2,0,0,1,1,0,0,2,6,4,0,6,5,0,0
1tv,27,2,9,7,18,3,8,5,8,61,5,1,5,1,3,3,2,7,6,3,2,6,2,3,0,1,0,0,4,5,1,0,1,4,0,1,2,6,10,0,13,18,1,1
postv,10,1,2,1,6,0,1,0,1,5,10,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,2,0,4,9,0,1
tiflisnews,3,0,2,2,5,0,0,0,1,1,1,6,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1
sova,5,2,4,6,4,1,0,3,3,5,0,0,26,2,4,2,2,5,2,2,0,2,3,2,0,2,0,2,6,4,1,0,1,0,0,2,2,3,1,0,3,3,2,0
netgazeti,1,3,1,2,2,2,0,2,2,1,0,0,2,10,1,2,7,2,5,4,0,2,1,2,0,1,0,0,0,1,0,1,2,1,0,3,1,3,2,0,3,1,0,0
mtavari,3,2,1,16,8,1,10,4,5,3,1,1,4,1,53,9,29,14,9,12,2,1,2,7,1,8,0,4,1,4,2,2,1,1,0,0,1,10,10,0,13,3,0,0
metronome-mix,5,8,2,6,6,3,1,2,5,3,0,2,2,2,9,47,9,6,7,13,5,6,1,3,2,0,0,2,0,1,1,1,1,0,4,1,1,4,4,0,4,4,0,0
tvpirveli,11,3,0,15,7,2,17,5,3,2,1,1,2,7,29,9,79,12,13,19,1,1,2,8,2,7,0,2,5,5,4,2,1,2,1,4,2,10,8,0,16,3,1,0
on,10,1,5,10,11,2,7,3,2,7,1,1,5,2,14,6,12,35,6,5,0,5,1,8,1,1,1,1,2,8,1,2,2,1,0,3,0,7,8,0,9,8,0,1
bm,10,3,3,7,9,6,3,3,3,6,1,0,2,5,9,7,13,6,44,8,2,5,4,6,0,3,0,0,1,3,5,1,2,3,0,1,1,7,4,0,7,5,0,0
alia,8,2,1,9,5,4,4,2,2,3,0,0,2,4,12,13,19,5,8,46,6,5,0,5,2,2,1,1,2,4,4,1,2,2,1,1,3,6,6,0,7,5,2,0
primetime,2,0,0,3,4,0,1,0,1,2,0,0,0,0,2,5,1,0,2,6,10,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0
gttv,15,0,7,4,8,2,3,1,2,6,0,1,2,2,1,6,1,5,5,5,4,21,0,2,0,0,0,0,0,2,0,1,1,3,1,1,1,3,5,0,7,12,0,2
euronewsgeorgia,2,0,2,0,1,0,2,0,3,2,0,0,3,1,2,1,2,1,4,0,0,0,14,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,2,1,0,0
formula,3,1,2,6,6,2,3,4,1,3,0,0,2,2,7,3,8,8,6,5,0,2,0,17,0,2,1,0,1,5,1,0,2,0,0,2,0,3,4,0,8,3,1,0
ambebi,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,2,1,0,2,0,0,0,0,4,0,0,1,0,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0
metronome,0,1,0,5,0,1,3,1,2,1,0,0,2,1,8,0,7,1,3,2,0,0,0,2,0,13,0,1,0,1,1,0,1,0,0,0,1,1,1,0,2,0,0,0
jamnews,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kvirispalitra,0,1,1,0,1,0,2,0,3,0,0,0,2,0,4,2,2,1,0,1,0,0,0,0,1,1,0,10,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
radiotavisupleba,5,0,1,9,3,0,6,0,6,4,0,0,6,0,1,0,5,2,1,2,0,0,3,1,0,0,0,0,24,5,2,1,0,0,0,0,0,10,0,0,0,0,1,0
tabula,8,1,3,6,7,1,4,4,2,5,1,0,4,1,4,1,5,8,3,4,0,2,1,5,2,1,0,0,5,28,5,0,1,0,0,1,2,9,5,0,3,4,0,1
sputnik,2,0,0,3,2,1,2,2,0,1,0,0,1,0,2,1,4,1,5,4,1,0,1,1,1,1,0,0,2,5,14,0,0,0,1,1,1,3,1,0,2,2,0,0
batumelebi,0,0,0,2,1,1,0,0,0,0,0,1,0,1,2,1,2,2,1,1,0,1,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,3,1,0,2,0,0,0
paraleli,1,1,1,2,2,1,0,1,1,1,0,0,1,2,1,1,1,2,2,2,0,1,0,2,0,1,0,0,0,1,0,0,2,0,0,1,1,0,1,0,2,1,0,0
newspress,16,1,5,3,7,2,1,0,1,4,4,0,0,1,1,0,2,1,3,2,0,3,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,1,2,0,10,13,0,1
newsline,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,9,0,2,0,0,0,0,1,0,0
civil,1,0,1,1,3,1,0,2,0,1,0,0,2,3,0,1,4,3,1,1,0,1,0,2,0,0,0,1,0,1,1,0,1,0,0,6,0,0,2,0,1,1,0,0
