,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,101,2,15,14,37,0,18,6,20,26,7,14,3,1,4,6,8,4,4,6,5,11,3,5,1,2,0,4,4,0,2,0,0,16,0,0,1,2,1,0,11,0,0,0
palitravideo,2,17,1,2,4,0,3,1,2,1,0,3,1,1,2,6,7,3,1,4,2,0,0,2,2,1,0,3,1,0,0,0,1,1,1,0,1,1,0,0,2,0,0,0
mpn,15,1,21,3,10,0,3,1,0,5,4,3,1,1,0,2,0,1,0,3,0,3,0,0,0,0,1,2,0,0,0,0,0,8,0,0,0,1,0,0,5,0,0,0
ghn,14,2,3,41,7,0,12,6,5,15,1,6,4,3,8,2,15,4,6,5,3,8,2,8,2,3,0,5,4,0,1,0,0,4,0,0,1,7,2,2,6,0,0,0
rustavi2,37,4,10,7,68,0,8,1,8,20,5,11,2,1,0,5,3,0,3,6,1,8,1,3,0,0,0,4,0,0,2,0,0,12,1,0,3,0,0,0,5,0,0,0
bpn,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0
ipn,18,3,3,12,8,0,47,6,14,14,2,5,2,1,12,5,9,1,5,3,0,4,2,3,1,1,0,1,3,0,0,0,0,6,0,0,0,7,4,0,9,0,0,0
publika,6,1,1,6,1,0,6,15,5,5,0,0,4,2,7,4,5,3,2,3,0,1,2,3,1,2,1,1,3,0,0,0,0,1,0,0,0,4,1,0,2,0,0,0
palitranews,20,2,0,5,8,2,14,5,72,10,0,5,6,2,10,3,10,4,1,7,2,1,4,4,4,1,0,8,8,0,2,0,0,2,0,0,2,6,2,0,9,0,0,0
1tv,26,1,5,15,20,0,14,5,10,65,2,12,7,3,6,3,5,2,1,4,2,6,3,3,2,0,0,4,9,0,2,0,0,7,0,0,1,4,1,0,10,0,0,0
postv,7,0,4,1,5,0,2,0,0,2,9,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0
tiflisnews,14,3,3,6,11,0,5,0,5,12,2,34,3,0,4,6,3,2,0,3,1,2,1,1,2,0,0,1,1,0,0,0,0,2,1,0,3,1,1,0,6,0,0,0
sova,3,1,1,4,2,0,2,4,6,7,0,3,31,2,4,1,1,2,1,2,0,1,4,1,2,0,2,2,4,0,1,0,0,0,0,0,0,4,1,0,2,0,0,0
netgazeti,1,1,1,3,1,0,1,2,2,3,0,0,2,10,3,1,2,2,2,1,0,1,1,1,0,1,1,2,3,0,1,1,0,1,0,0,0,6,0,1,0,0,0,0
mtavari,4,2,0,8,0,0,12,7,10,6,0,4,4,3,33,10,11,2,4,4,0,1,3,10,1,7,0,4,3,0,0,1,0,0,0,1,0,8,1,0,7,0,0,0
metronome-mix,6,6,2,2,5,0,5,4,3,3,1,6,1,1,10,37,9,2,5,8,6,4,1,1,0,0,1,3,1,0,0,0,1,4,3,0,1,3,0,0,4,0,0,0
