,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
tiflisnews,9,1,4,4,11,0,0,0,2,14,0,23,0,1,1,1,1,2,2,3,1,1,0,2,1,1,0,0,1,3,1,0,1,1,2,0,0,2,3,0,4,5,0,0
sova,1,0,0,1,0,0,0,1,2,0,0,0,4,2,3,0,1,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
netgazeti,2,0,0,3,0,0,0,4,3,1,0,1,2,10,4,1,2,4,4,2,0,0,1,5,0,0,0,1,5,3,0,2,1,0,0,1,0,2,2,0,3,0,0,0
mtavari,2,0,0,12,4,0,6,6,7,3,0,1,3,4,32,2,15,7,9,5,2,1,3,10,3,9,1,2,5,6,0,1,0,0,0,0,0,11,7,0,7,0,0,0
metronome-mix,2,2,1,2,0,1,0,0,1,2,1,1,0,1,2,19,1,2,4,3,1,0,0,1,1,0,0,1,1,2,1,0,0,2,3,0,0,2,0,0,1,2,0,0
tvpirveli,3,1,1,13,5,0,7,6,3,3,0,1,1,2,15,1,44,6,10,10,2,0,5,11,3,6,0,1,7,8,1,2,2,0,0,0,1,13,7,0,5,3,1,1
on,4,1,2,4,4,0,2,3,3,3,2,2,2,4,7,2,6,19,8,4,2,0,2,8,0,2,0,2,6,8,0,1,1,2,0,0,1,6,2,0,8,2,0,0
bm,5,3,1,10,7,2,4,3,4,8,0,2,2,4,9,4,10,8,36,2,1,0,4,6,2,2,0,1,5,7,1,1,2,3,1,0,0,14,3,0,6,2,0,1
alia,5,0,1,6,3,0,0,2,2,3,1,3,0,2,5,3,10,4,2,22,1,0,2,4,0,2,0,1,5,7,0,2,0,1,0,0,1,6,4,0,4,5,0,0
primetime,1,0,0,3,3,0,0,0,2,1,0,1,0,0,2,1,2,2,1,1,4,2,1,2,0,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0
gttv,2,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0,2,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
euronewsgeorgia,2,2,0,4,3,1,1,1,4,4,0,0,0,1,3,0,5,2,4,2,1,0,11,2,0,1,1,2,4,3,2,1,1,0,0,0,0,3,2,0,2,0,0,1
formula,2,0,1,9,4,0,3,5,4,1,0,2,1,5,10,1,11,8,6,4,2,0,2,18,1,4,0,1,7,8,0,1,0,0,3,0,1,10,4,0,6,0,0,0
ambebi,2,2,0,2,1,1,1,1,3,1,0,1,0,0,3,1,3,0,2,0,0,0,0,1,9,0,0,0,0,2,0,0,0,1,1,0,0,3,1,0,1,1,0,0
metronome,1,1,0,8,2,0,2,4,1,1,0,1,0,0,9,0,6,2,2,2,1,0,1,4,0,12,1,1,3,3,0,0,0,0,0,0,0,4,5,0,2,0,0,0
jamnews,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kvirispalitra,2,2,1,1,0,1,1,1,5,2,1,0,0,1,2,1,1,2,1,1,0,1,2,1,0,1,1,7,1,1,0,1,0,1,0,0,0,1,4,0,2,1,0,0
radiotavisupleba,3,0,0,8,3,0,0,4,3,5,0,1,1,5,5,1,7,6,5,5,2,0,4,7,0,3,0,1,21,8,0,1,0,0,0,0,1,12,1,0,6,0,2,0
tabula,2,0,0,11,4,0,6,1,0,6,0,3,0,3,6,2,8,8,7,7,1,1,3,8,2,3,1,1,8,31,0,2,1,0,1,0,1,9,6,0,3,0,0,0
sputnik,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
batumelebi,0,0,0,2,0,0,0,2,0,0,0,0,0,2,1,0,2,1,1,2,0,0,1,1,0,0,0,1,1,2,0,3,0,0,0,1,0,2,1,0,0,0,0,0
paraleli,0,1,0,0,0,0,1,0,0,2,0,1,0,1,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,2,0,0,0,0,0
newspress,10,2,2,2,4,0,1,1,0,2,5,1,0,0,0,2,0,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,10,0,0,0,1,0,0,6,8,0,0
newsline,1,0,1,1,0,0,0,0,0,1,0,2,0,0,0,3,0,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,1,0,0,0
civil,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
allnews,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
accentnews,2,2,1,14,5,1,4,3,5,3,0,2,2,2,11,2,13,6,14,6,2,0,3,10,3,4,0,1,12,9,0,2,0,1,1,0,1,29,2,0,6,1,0,0
timer,2,0,0,4,1,0,6,2,1,7,0,3,0,2,7,0,7,2,3,4,0,1,2,4,1,5,1,4,1,6,0,1,2,0,0,0,0,2,22,0,4,2,0,0
itv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frontnews2,17,3,9,10,14,0,5,4,4,14,4,4,1,3,7,1,5,8,6,4,2,0,2,6,1,2,0,2,6,3,0,0,0,6,1,0,0,6,4,0,31,15,0,0
reportiori,38,3,15,5,18,0,4,1,0,13,6,5,0,0,0,2,3,2,2,5,0,1,0,0,1,0,0,1,0,0,0,0,0,8,0,0,0,1,2,0,15,35,0,0
amerikiskhma,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
agenda,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
