,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
radiotavisupleba,5,1,0,2,4,0,1,5,7,2,1,1,7,3,5,1,2,3,3,2,0,2,2,1,2,1,0,1,25,2,0,0,0,2,0,1,0,10,1,0,2,0,1,0
tabula,2,1,0,8,2,0,3,6,1,2,1,2,4,3,6,3,10,7,5,3,0,2,1,3,2,2,0,1,2,24,0,1,0,2,0,0,0,3,1,0,5,3,2,0
sputnik,3,2,0,0,0,0,1,0,4,1,2,0,2,0,1,1,1,0,5,2,1,2,1,0,0,0,0,0,0,0,10,1,0,2,2,0,1,2,0,0,1,2,0,0
batumelebi,0,2,0,1,0,0,0,1,0,0,0,0,0,0,2,1,3,2,2,0,0,0,1,1,0,2,0,0,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0
paraleli,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0
newspress,28,1,4,9,24,2,5,2,0,17,11,7,1,3,2,2,6,2,15,3,0,5,1,1,0,0,0,2,2,2,2,0,0,41,0,0,0,3,5,2,9,19,0,0
newsline,1,6,0,0,1,0,2,1,0,0,0,0,0,0,1,5,1,1,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,7,0,1,0,2,0,0,0,0,0
civil,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,0,0,1,1,0,0
allnews,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0
accentnews,4,1,0,2,1,0,3,5,3,1,1,2,5,2,9,2,8,4,4,4,0,3,1,2,1,0,0,0,10,3,2,1,0,3,0,2,0,21,2,1,4,0,1,0
timer,0,5,0,3,6,1,8,1,0,2,0,4,3,3,5,3,11,1,5,9,0,4,0,3,1,2,1,2,1,1,0,0,1,5,2,0,0,2,23,2,6,3,0,0
itv,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,2,2,0,0,0
frontnews2,18,2,9,10,15,1,13,2,4,20,4,6,1,3,3,2,11,5,6,10,0,4,0,2,0,2,0,1,2,5,1,0,1,9,0,1,0,4,6,2,44,13,0,0
reportiori,69,0,17,15,29,0,15,3,1,25,11,14,4,1,1,0,4,4,4,1,0,10,2,0,0,4,0,0,0,3,2,0,1,19,0,1,0,0,3,0,13,91,1,0
amerikiskhma,1,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,4,0
agenda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
