,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,125,5,20,20,48,6,11,1,14,34,18,15,5,1,5,4,1,3,6,8,4,15,4,1,1,4,1,2,10,0,5,0,1,35,0,0,1,4,3,0,22,66,1,4
palitravideo,5,20,1,3,4,4,2,2,4,1,2,3,0,0,3,10,3,2,2,3,1,0,1,1,1,1,0,0,2,0,1,0,0,1,3,0,1,3,2,0,5,5,1,0
mpn,20,1,23,3,14,0,4,0,5,8,7,1,1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,16,0,0,2,1,0,0,6,19,0,0
ghn,20,3,3,56,9,2,6,4,7,10,1,6,5,2,10,5,14,7,8,10,1,8,2,8,1,4,1,0,8,9,1,0,0,9,0,2,1,13,4,2,5,10,0,0
rustavi2,48,4,14,9,72,7,13,2,5,20,15,12,0,1,0,6,2,3,6,8,2,8,0,1,1,1,1,0,3,3,4,0,1,30,0,0,1,3,1,1,21,37,1,1
bpn,6,4,0,2,7,26,0,2,5,2,3,0,0,2,3,2,2,2,11,5,0,1,0,0,1,0,0,0,5,2,1,0,1,8,0,0,1,4,2,3,8,1,2,3
ipn,11,2,4,6,13,0,50,2,15,5,0,0,2,0,5,6,12,4,2,5,0,1,2,6,1,1,0,0,1,2,1,0,0,6,0,1,0,7,2,0,8,7,0,0
publika,1,2,0,4,2,2,2,14,1,0,0,1,0,3,10,2,5,2,3,6,0,0,0,9,0,1,0,0,2,3,0,1,0,0,0,1,0,5,2,0,3,0,1,0
palitranews,14,4,5,7,5,5,15,1,58,3,2,3,5,0,5,2,8,5,2,4,1,6,5,2,0,2,0,0,4,3,1,1,0,6,0,2,1,5,2,0,8,4,0,0
1tv,34,1,8,10,20,2,5,0,3,51,4,15,3,0,3,2,1,2,5,2,1,10,1,1,1,3,1,1,4,2,2,0,1,13,0,0,1,3,0,0,8,18,0,3
