,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,118,1,20,23,41,0,12,1,7,38,19,15,1,2,3,2,7,5,17,3,1,9,2,2,1,1,0,1,1,7,3,1,1,27,0,0,2,1,9,0,24,70,2,0
palitravideo,1,18,1,5,5,0,2,4,8,2,0,3,1,0,3,12,7,2,2,2,0,0,0,1,2,0,0,0,2,2,1,0,0,0,0,0,2,1,1,0,1,1,0,0
mpn,20,1,21,5,14,0,3,0,2,7,4,3,0,0,0,0,0,2,3,1,0,1,0,0,1,0,0,1,0,1,2,0,1,7,0,0,0,1,0,0,8,15,0,0
ghn,23,5,5,63,20,1,14,2,12,15,1,7,3,3,15,5,25,7,15,8,4,1,3,3,2,4,0,1,9,10,3,1,1,15,0,0,0,10,9,1,17,17,1,0
rustavi2,41,5,14,20,80,0,14,4,11,25,13,10,2,1,6,8,9,6,15,5,1,5,0,1,3,0,0,1,3,6,7,0,2,20,0,0,1,3,5,0,18,32,3,0
bpn,0,0,0,1,0,19,3,1,6,0,0,0,2,3,2,1,1,0,9,2,0,1,1,2,0,0,0,1,0,0,3,0,0,3,0,0,0,2,1,1,2,0,0,0
ipn,12,2,3,14,14,3,57,2,16,14,0,4,2,4,8,4,9,9,8,3,0,3,4,4,5,0,1,0,4,2,3,0,2,7,0,0,0,5,5,0,12,8,2,0
publika,1,4,0,2,4,1,2,17,10,2,0,3,2,3,7,5,9,6,4,3,0,0,1,6,0,3,1,0,4,2,1,0,0,1,0,1,1,4,2,0,2,1,1,0
palitranews,7,8,2,12,11,6,16,10,60,10,0,6,5,5,13,5,17,6,9,9,0,4,4,10,5,6,2,3,5,5,2,0,1,3,0,0,2,9,5,0,7,9,0,0
1tv,38,2,7,15,25,0,14,2,10,97,1,18,5,2,4,4,5,3,10,3,0,5,1,5,0,1,0,0,4,5,3,0,1,7,0,0,0,3,10,0,17,21,0,0
postv,19,0,4,1,13,0,0,0,0,1,20,2,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,3,18,0,0
tiflisnews,15,3,3,7,10,0,4,3,6,18,2,37,0,1,4,6,8,2,3,4,0,2,1,4,2,1,0,1,2,6,1,0,0,7,0,0,0,4,2,0,6,13,0,0
sova,1,1,0,3,2,2,2,2,5,5,0,0,37,1,2,1,3,1,5,2,0,0,3,3,0,0,0,1,6,1,0,0,1,1,0,0,0,4,1,0,3,2,0,0
netgazeti,2,0,0,3,1,3,4,3,5,2,0,1,1,20,2,1,1,2,6,2,0,3,1,2,0,2,1,0,3,4,1,1,1,4,0,1,0,2,1,2,6,1,0,0
mtavari,3,3,0,15,6,2,8,7,13,4,1,4,2,2,47,13,33,6,7,12,1,0,5,11,2,11,1,1,7,4,1,1,1,0,0,1,1,6,3,0,4,1,2,0
metronome-mix,2,12,0,5,8,1,4,5,5,4,1,6,1,1,13,49,18,3,6,10,0,3,0,5,1,0,0,0,4,1,3,2,3,0,7,0,4,3,1,0,0,2,1,0
tvpirveli,7,7,0,25,9,1,9,9,17,5,0,8,3,1,33,18,80,15,9,19,1,1,7,17,2,9,2,1,8,8,3,2,3,4,0,1,1,16,6,1,7,2,0,0
on,5,2,2,7,6,0,9,6,6,3,0,2,1,2,6,3,15,24,4,4,0,0,1,3,2,3,1,0,6,2,1,0,0,1,0,0,1,3,4,0,4,2,0,0
bm,17,2,3,15,15,9,8,4,9,10,2,3,5,6,7,6,9,4,74,5,1,6,5,4,1,2,0,2,5,6,1,0,1,14,1,0,1,9,9,3,10,12,1,0
alia,3,2,1,8,5,2,3,3,9,3,1,4,2,2,12,10,19,4,5,30,0,2,2,9,0,3,1,1,3,3,1,1,0,3,1,0,1,6,4,2,5,5,0,0
