,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,112,2,14,15,26,1,8,0,12,52,3,17,4,1,4,2,3,5,9,3,1,8,3,3,0,4,1,4,5,8,5,0,2,8,2,0,1,4,0,0,0,0,0,0
palitravideo,2,19,0,5,4,0,3,0,8,1,0,2,0,1,4,8,5,4,1,3,2,0,2,3,2,1,0,1,2,3,0,1,1,0,4,0,0,0,1,0,0,0,0,0
mpn,14,0,11,2,2,0,1,0,2,8,1,3,3,0,0,0,0,1,1,1,0,3,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ghn,15,5,2,50,8,0,10,0,13,16,1,5,2,2,10,4,15,6,7,7,1,4,2,13,1,8,1,2,8,18,2,2,0,3,0,0,4,6,4,0,0,0,0,0
rustavi2,26,4,2,8,50,0,5,0,8,18,0,12,1,1,4,6,3,5,7,5,2,5,2,3,1,3,0,2,3,3,2,1,1,3,1,0,2,2,0,0,0,0,0,0
bpn,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ipn,8,3,1,10,5,0,25,0,4,9,0,4,1,1,3,4,5,1,2,3,0,2,0,3,0,1,0,2,2,6,0,2,0,0,1,0,0,4,3,0,0,0,0,0
publika,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
palitranews,12,8,2,13,8,0,4,0,56,10,0,3,3,0,5,0,2,7,5,2,0,2,3,4,2,4,0,4,5,4,0,0,1,1,1,0,2,2,1,0,0,0,0,0
1tv,52,1,8,16,18,0,9,0,10,73,1,21,4,1,8,3,6,7,4,3,0,8,4,8,1,6,1,4,4,8,3,1,0,4,0,0,1,5,1,0,0,0,0,0
postv,3,0,1,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0
tiflisnews,17,2,3,5,12,0,4,0,3,21,0,28,1,1,2,3,1,1,2,0,1,4,2,3,1,1,0,1,1,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0
sova,4,0,3,2,1,0,1,1,3,4,0,1,24,1,1,2,1,1,2,1,0,3,0,3,0,1,0,1,1,5,0,0,0,0,0,0,1,2,1,0,0,0,0,0
netgazeti,1,1,0,2,1,0,1,1,0,1,0,1,1,8,3,2,2,2,0,0,0,1,1,3,0,1,1,1,2,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0
mtavari,4,4,0,10,4,0,3,0,5,8,0,2,1,3,45,9,18,11,5,20,1,3,3,13,0,7,1,4,6,14,2,1,0,0,3,0,0,5,8,0,0,0,0,0
metronome-mix,2,8,0,4,6,0,4,0,0,3,0,3,2,2,9,38,9,5,4,9,2,0,0,4,2,0,2,0,1,4,0,3,1,0,13,0,1,2,3,0,0,0,0,0
tvpirveli,3,5,0,15,3,0,5,1,2,6,0,1,1,2,18,9,46,7,3,10,1,1,3,8,0,1,1,3,4,12,2,2,0,1,2,0,1,4,7,0,0,0,0,0
