,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,66,3,10,11,23,0,3,0,8,14,6,12,4,0,3,2,6,0,7,5,7,4,1,1,0,0,0,3,3,2,6,0,0,15,1,0,1,0,0,0,4,0,0,0
palitravideo,3,16,1,2,1,0,1,0,2,2,0,4,1,0,0,3,2,0,0,1,3,0,0,0,0,0,0,3,1,1,1,0,0,2,4,0,1,0,0,0,1,0,0,0
mpn,10,1,9,1,5,0,0,0,1,2,1,3,1,0,0,1,2,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0
ghn,11,2,1,35,7,1,3,1,11,11,0,7,3,0,8,1,9,1,3,6,1,0,0,1,1,0,0,3,2,10,3,0,0,5,1,0,6,0,3,0,6,0,0,0
rustavi2,23,1,5,7,35,1,4,0,8,11,2,6,4,0,8,2,7,1,4,5,1,2,1,1,1,0,0,1,2,5,4,0,0,6,1,0,0,0,3,0,6,0,0,0
bpn,0,0,0,1,1,4,0,0,0,1,0,0,0,0,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ipn,3,1,0,3,4,0,12,0,5,2,0,0,0,0,5,1,3,1,4,6,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,3,0,0,0
publika,0,0,0,1,0,0,0,6,2,2,0,1,2,0,1,0,0,1,2,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
palitranews,8,2,1,11,8,0,5,2,47,9,0,2,3,1,7,4,10,2,5,6,2,0,5,2,1,0,0,5,3,8,4,0,0,0,1,1,4,0,4,0,5,0,0,0
1tv,14,2,2,11,11,1,2,2,9,73,0,11,11,2,9,0,5,3,7,4,4,0,0,3,0,0,0,2,3,12,6,0,0,4,1,0,0,0,5,0,3,0,0,0
