,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,92,2,14,11,28,0,13,1,7,17,15,11,4,0,3,3,7,9,3,4,1,10,6,2,1,5,0,6,4,4,3,0,3,11,0,1,2,3,1,0,10,28,1,0
palitravideo,2,15,1,3,2,0,2,2,3,1,1,0,1,1,2,5,2,4,1,3,0,0,0,1,1,0,0,4,0,0,0,0,0,0,3,2,1,2,1,0,0,2,0,0
mpn,14,1,19,3,6,0,2,0,1,5,9,4,1,0,0,1,1,2,0,2,2,2,0,0,0,1,0,0,0,0,0,0,2,9,0,0,0,0,0,0,4,11,0,0
ghn,11,3,3,42,7,2,13,2,5,11,0,3,3,3,12,4,16,8,7,7,1,1,1,3,1,5,0,1,3,11,2,0,0,7,0,2,1,8,9,1,9,8,1,0
rustavi2,28,2,6,7,57,1,12,1,13,14,7,9,5,1,3,1,6,6,3,2,3,7,2,2,0,3,2,2,4,0,2,0,3,5,0,2,1,3,3,0,6,10,0,0
bpn,0,0,0,2,1,14,4,0,2,1,0,2,0,1,0,0,0,0,10,1,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0,0,0
ipn,13,2,2,13,12,4,65,4,15,13,0,8,8,2,8,5,19,6,13,4,1,2,2,2,3,6,0,2,5,4,1,0,1,8,0,1,0,15,10,1,11,7,1,0
publika,1,2,0,2,1,0,4,10,3,1,0,0,2,4,4,2,7,5,3,4,0,0,1,4,0,1,1,0,2,1,0,1,0,0,0,1,0,7,4,0,2,0,0,0
palitranews,7,3,1,5,13,2,15,3,52,6,2,2,4,1,7,3,13,5,1,4,0,2,1,4,0,5,1,4,3,4,1,0,3,2,0,2,0,7,1,0,10,4,0,0
1tv,17,1,5,11,14,1,13,1,6,77,1,9,9,0,6,1,5,6,4,3,1,10,3,2,3,5,1,1,9,11,2,0,2,4,0,0,0,5,5,0,6,14,1,0
