,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,112,4,20,10,38,2,18,0,10,32,14,11,3,1,5,7,7,4,14,11,3,14,3,3,1,8,1,8,1,2,6,0,2,26,0,1,1,3,9,0,18,37,5,1
palitravideo,4,35,1,8,4,0,6,0,12,2,0,8,2,0,2,11,8,5,4,9,0,1,2,1,4,2,0,5,2,4,0,0,0,1,5,1,0,3,7,0,2,2,2,0
mpn,20,1,24,2,8,1,3,0,1,7,10,5,2,0,0,2,0,1,3,2,0,1,1,1,1,1,1,4,0,0,0,0,0,12,0,0,0,2,0,0,11,16,3,1
ghn,10,8,2,49,11,2,3,4,9,10,0,12,7,4,22,4,20,8,10,12,1,5,1,9,3,11,2,5,4,5,1,2,3,3,1,3,1,16,10,0,13,6,2,0
rustavi2,38,4,8,11,72,2,11,0,8,19,6,14,1,2,5,1,7,3,6,11,4,6,3,5,2,5,1,8,2,0,2,0,2,10,1,0,1,6,6,0,20,13,2,0
bpn,2,0,1,2,2,16,4,0,3,6,1,0,0,0,1,1,2,1,4,0,0,0,0,1,1,1,1,2,0,0,1,0,0,2,0,1,1,1,1,0,3,2,0,0
ipn,18,6,3,3,11,4,48,1,13,11,0,1,0,1,5,1,12,5,5,2,2,2,3,2,0,3,1,7,2,4,2,1,0,2,0,0,0,5,5,0,9,9,0,0
publika,0,0,0,4,0,0,1,13,0,0,0,0,2,3,6,1,6,3,4,1,0,0,1,6,1,2,0,0,3,1,1,2,0,0,0,1,1,3,1,0,1,0,0,0
palitranews,10,12,1,9,8,3,13,0,57,3,1,4,1,2,8,5,11,7,7,8,2,6,4,3,2,5,0,4,1,2,2,0,0,3,0,1,3,10,8,0,9,4,1,0
1tv,32,2,7,10,19,6,11,0,3,84,2,17,4,1,9,1,11,5,12,6,5,10,1,4,1,5,2,4,3,1,0,0,2,5,0,1,1,10,13,0,11,11,2,1
postv,14,0,10,0,6,1,0,0,1,2,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,4,13,0,1
tiflisnews,11,8,5,12,14,0,1,0,4,17,2,53,2,1,8,6,3,1,3,12,5,7,0,2,5,3,1,4,2,1,1,0,1,5,4,1,1,5,5,0,9,4,1,1
sova,3,2,2,7,1,0,0,2,1,4,0,2,30,0,6,0,4,3,2,1,0,1,1,5,1,3,1,2,3,0,2,1,0,1,0,0,0,7,2,0,4,1,1,1
netgazeti,1,0,0,4,2,0,1,3,2,1,0,1,0,11,7,1,7,3,1,1,1,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,1,1,2,0,1,0,0,0
mtavari,5,2,0,22,5,1,5,6,8,9,0,8,6,7,63,9,33,6,9,10,3,1,2,12,1,13,0,1,4,3,4,3,1,0,0,1,1,12,12,0,11,5,1,0
metronome-mix,7,11,2,4,1,1,1,1,5,1,0,6,0,1,9,38,6,1,2,9,0,3,1,4,4,1,0,1,3,0,4,0,1,0,6,0,1,2,2,0,1,7,2,0
tvpirveli,7,8,0,20,7,2,12,6,11,11,0,3,4,7,33,6,69,15,13,12,4,4,1,12,1,13,1,4,6,2,1,1,1,0,0,2,3,19,14,0,10,3,2,0
on,4,5,1,8,3,1,5,3,7,5,0,1,3,3,6,1,15,37,7,5,1,1,3,6,3,2,1,0,2,2,0,1,0,2,0,2,1,13,4,0,6,3,2,0
bm,14,4,3,10,6,4,5,4,7,12,0,3,2,1,9,2,13,7,77,6,1,6,1,7,3,8,0,1,4,2,3,1,1,8,0,3,1,13,9,0,4,5,1,0
alia,11,9,2,12,11,0,2,1,8,6,1,12,1,1,10,9,12,5,6,44,4,4,2,6,2,5,0,3,4,4,1,1,1,0,1,1,2,9,10,0,8,4,3,0
primetime,3,0,0,1,4,0,2,0,2,5,0,5,0,1,3,0,4,1,1,4,12,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,1,2,0
gttv,14,1,1,5,6,0,2,0,6,10,0,7,1,0,1,3,4,1,6,4,1,24,0,0,1,1,0,4,1,0,2,0,1,1,0,0,1,5,4,0,6,3,1,0
euronewsgeorgia,3,2,1,1,3,0,3,1,4,1,0,0,1,0,2,1,1,3,1,2,1,0,15,2,0,1,1,3,5,5,0,0,0,0,0,1,0,4,0,0,1,2,4,0
formula,3,1,1,9,5,1,2,6,3,4,0,2,5,2,12,4,12,6,7,6,1,0,2,26,0,4,1,1,3,0,0,1,0,1,0,0,2,9,5,0,3,1,0,0
ambebi,1,4,1,3,2,1,0,1,2,1,0,5,1,0,1,4,1,3,3,2,0,1,0,0,12,0,0,4,2,0,2,0,0,0,0,1,0,4,1,0,2,2,2,0
