,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,71,1,7,7,27,0,2,0,1,10,1,18,4,0,2,0,2,1,2,9,4,2,0,1,0,0,1,0,3,3,1,0,0,14,0,0,0,3,1,0,11,49,0,0
palitravideo,1,42,0,9,1,0,6,6,3,0,0,6,0,5,9,13,12,3,5,11,3,2,0,5,5,0,0,8,4,2,0,2,1,2,0,0,1,10,4,0,2,1,0,1
mpn,7,0,10,1,6,0,0,0,0,2,0,3,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,7,9,0,0
ghn,7,9,1,44,2,1,5,4,3,11,0,6,4,5,14,4,12,7,12,11,2,3,1,10,1,0,0,2,8,8,1,3,0,1,0,0,1,12,7,0,8,6,0,1
rustavi2,27,1,6,2,38,1,6,0,0,10,0,12,0,1,0,3,1,1,5,6,3,1,1,2,0,0,0,0,1,0,2,0,1,9,0,0,1,0,0,0,9,19,0,0
bpn,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ipn,2,6,0,5,6,1,24,0,1,2,0,2,2,1,3,1,4,4,4,1,0,1,0,3,2,0,0,1,2,1,0,1,0,0,0,0,1,4,2,0,2,1,0,0
publika,0,6,0,4,0,0,0,14,1,1,0,1,0,4,9,2,10,2,6,8,1,0,1,7,2,0,0,5,4,3,0,3,0,1,0,0,1,7,5,0,4,1,0,1
palitranews,1,3,0,3,0,0,1,1,8,0,0,2,0,1,2,1,3,1,2,1,1,1,0,1,1,0,2,1,1,2,0,1,0,0,0,0,1,2,2,0,1,0,0,0
1tv,10,0,2,11,10,1,2,1,0,79,0,15,2,2,2,3,2,1,2,8,2,5,1,4,0,0,0,1,5,4,2,1,0,1,0,0,2,2,2,0,5,10,0,0
postv,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tiflisnews,18,6,3,6,12,0,2,1,2,15,0,35,0,1,6,7,3,2,2,8,8,1,0,1,1,0,0,2,1,1,0,1,0,2,1,0,0,2,3,0,4,14,0,0
sova,4,0,0,4,0,0,2,0,0,2,0,0,30,0,7,2,2,1,2,0,1,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0,1,0,0,4,0,0,0
netgazeti,0,5,0,5,1,0,1,4,1,2,0,1,0,9,6,3,4,4,6,3,1,0,0,7,1,0,0,2,4,2,1,2,0,0,0,0,2,4,2,0,5,0,0,0
mtavari,2,9,0,14,0,0,3,9,2,2,0,6,7,6,45,10,16,6,8,19,3,0,0,8,4,0,0,5,10,5,0,5,0,1,0,0,1,13,13,0,11,2,0,1
metronome-mix,0,13,1,4,3,2,1,2,1,3,0,7,2,3,10,42,13,3,7,13,3,0,0,4,3,0,3,3,3,1,3,1,2,0,4,0,3,3,3,0,3,0,0,0
tvpirveli,2,12,0,12,1,0,4,10,3,2,0,3,2,4,16,13,51,3,6,19,2,0,3,11,2,0,0,4,10,4,1,3,0,1,0,0,2,10,14,0,6,1,0,1
on,1,3,1,7,1,0,4,2,1,1,0,2,1,4,6,3,3,14,5,2,1,1,0,7,2,0,0,3,4,1,2,4,0,0,0,0,1,4,2,0,4,0,0,0
bm,2,5,2,12,5,2,4,6,2,2,0,2,2,6,8,7,6,5,33,8,2,1,1,7,2,0,0,3,5,5,2,2,0,0,0,0,2,7,5,0,6,2,0,0
alia,9,11,1,11,6,0,1,8,1,8,0,8,0,3,19,13,19,2,8,62,2,1,1,6,3,0,0,4,4,5,2,3,1,4,0,0,1,8,14,0,7,9,0,1
primetime,4,3,1,2,3,0,0,1,1,2,0,8,1,1,3,3,2,1,2,2,14,1,0,2,0,0,0,1,2,1,0,1,0,0,0,0,0,1,3,0,3,2,0,0
gttv,2,2,0,3,1,1,1,0,1,5,0,1,0,0,0,0,0,1,1,1,1,12,0,1,2,0,0,2,3,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
euronewsgeorgia,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,3,0,1,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
formula,1,5,0,10,2,0,3,7,1,4,0,1,0,7,8,4,11,7,7,6,2,1,0,21,0,0,0,3,9,4,2,3,0,1,0,0,3,9,7,0,9,1,0,1
ambebi,0,5,0,1,0,0,2,2,1,0,0,1,0,1,4,3,2,2,2,3,0,2,0,0,11,0,0,2,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0
metronome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jamnews,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kvirispalitra,0,8,1,2,0,0,1,5,1,1,0,2,0,2,5,3,4,3,3,4,1,2,0,3,2,0,0,13,4,3,1,3,0,0,1,0,1,5,2,0,3,0,0,0
