,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,47,0,3,5,9,1,1,1,0,14,2,3,4,1,6,1,2,0,8,1,2,1,0,4,1,1,0,0,4,0,1,1,3,6,0,0,0,0,5,0,2,0,0,0
palitravideo,0,13,0,2,1,0,0,1,0,0,0,3,0,1,2,5,2,0,0,0,1,0,0,1,1,0,0,1,2,0,1,0,0,0,3,0,1,0,1,0,1,0,0,0
mpn,3,0,4,0,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ghn,5,2,0,20,2,1,1,1,1,3,0,3,2,3,11,3,2,0,3,2,0,1,0,9,1,2,0,0,5,0,1,1,0,1,0,0,0,0,7,0,5,0,0,0
rustavi2,9,1,2,2,23,2,0,4,1,5,1,8,1,1,5,3,3,0,4,3,2,3,0,1,0,1,0,1,1,0,0,0,1,2,1,0,0,0,5,0,1,0,0,0
bpn,1,0,0,1,2,4,0,2,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ipn,1,0,0,1,0,0,6,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
publika,1,1,1,1,4,2,0,7,0,2,0,0,1,1,1,1,3,0,1,2,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
palitranews,0,0,0,1,1,0,0,0,4,1,0,2,0,1,2,0,2,0,2,0,0,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1tv,14,0,1,3,5,2,0,2,1,49,0,5,6,1,4,1,3,0,3,2,0,1,0,4,1,1,0,0,0,0,1,1,0,1,0,0,0,0,2,0,2,0,0,0
postv,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tiflisnews,3,3,0,3,8,0,0,0,2,5,0,26,0,0,5,4,2,0,2,3,6,2,0,5,1,1,0,3,0,0,2,0,1,1,3,0,0,0,4,0,5,0,0,0
sova,4,0,0,2,1,0,1,1,0,6,0,0,15,0,0,0,2,0,2,1,0,1,0,1,0,1,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
netgazeti,1,1,0,3,1,0,0,1,1,1,0,0,0,5,3,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
mtavari,6,2,0,11,5,0,1,1,2,4,0,5,0,3,25,4,3,0,2,6,1,1,0,7,0,1,0,0,2,0,1,2,1,0,0,0,1,0,7,0,4,0,0,0
metronome-mix,1,5,1,3,3,0,1,1,0,1,0,4,0,1,4,22,2,0,0,8,7,0,0,1,1,0,0,1,2,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0
tvpirveli,2,2,1,2,3,2,0,3,2,3,0,2,2,1,3,2,34,0,1,4,0,0,0,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
on,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bm,8,0,0,3,4,1,1,1,2,3,0,2,2,1,2,0,1,0,19,1,1,3,0,1,0,2,0,1,1,0,0,0,0,2,1,0,1,0,1,0,1,0,0,0
alia,1,0,1,2,3,0,1,2,0,2,0,3,1,1,6,8,4,0,1,21,3,2,0,4,0,1,0,1,1,0,2,0,0,0,2,0,1,0,4,0,1,0,0,0
primetime,2,1,0,0,2,0,0,1,0,0,0,6,0,0,1,7,0,0,1,3,13,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
gttv,1,0,0,1,3,0,0,1,1,1,0,2,1,1,1,0,0,0,3,2,1,7,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0
euronewsgeorgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
formula,4,1,0,9,1,0,0,1,2,4,1,5,1,1,7,1,3,0,1,4,0,1,0,15,2,2,0,0,2,0,0,1,1,0,0,0,1,0,6,0,4,0,0,0
ambebi,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
metronome,1,0,0,2,1,0,0,1,1,1,0,1,1,1,1,0,2,0,2,1,1,2,0,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
jamnews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
