,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
jamnews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
kvirispalitra,4,3,2,3,2,2,4,0,7,2,0,1,2,0,3,0,3,2,2,3,0,2,2,1,0,0,0,11,0,3,1,0,0,0,0,0,0,1,1,0,1,1,1,0
radiotavisupleba,3,2,0,8,1,0,6,1,3,1,0,2,2,5,6,4,10,8,3,4,0,1,5,3,1,4,0,0,33,4,0,2,0,1,0,1,1,16,6,0,3,2,1,0
tabula,3,4,0,3,1,1,4,1,3,1,0,1,3,2,7,2,5,5,5,2,0,2,0,2,0,0,0,3,4,23,0,0,1,0,0,0,0,4,2,0,0,2,2,0
sputnik,1,1,1,0,1,1,2,0,4,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,9,0,0,1,0,0,1,0,0,0,1,2,0,0
batumelebi,0,0,0,3,0,0,0,2,0,0,0,1,0,1,3,2,2,2,0,4,1,1,2,1,0,3,0,0,2,0,0,5,0,0,0,1,0,2,0,0,2,0,0,0
paraleli,0,0,0,1,0,0,0,0,3,0,0,1,0,0,1,0,1,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,1,0,3,0,0,0,0,0
newspress,21,0,13,0,7,2,1,1,1,3,6,5,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,23,0,0,0,1,0,0,7,19,0,0
newsline,1,3,0,0,1,0,2,0,1,1,0,4,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,1,0,0,0
civil,0,1,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,4,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0
allnews,0,1,0,2,0,0,1,0,2,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,5,0,1,0,0,1,0,0
accentnews,6,3,2,10,3,2,6,3,8,2,0,8,5,4,11,5,18,11,4,5,0,1,4,3,1,4,0,1,16,4,0,2,0,1,0,0,0,39,10,0,2,3,2,0
timer,8,2,1,5,3,0,5,2,9,5,1,7,0,4,15,3,10,7,3,5,0,3,1,8,1,2,2,1,6,2,0,0,3,0,2,0,1,10,37,0,5,0,0,0
itv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frontnews2,10,2,6,8,10,0,5,0,1,5,1,4,0,2,7,1,8,3,3,9,0,1,2,4,0,3,0,1,3,0,1,2,0,7,1,1,0,2,5,0,32,8,0,0
reportiori,51,0,22,2,15,0,2,1,1,14,8,14,2,0,2,1,1,0,2,3,0,3,2,1,1,0,0,1,2,2,2,0,0,19,0,0,1,3,0,0,8,60,0,0
amerikiskhma,1,1,0,5,3,1,2,0,1,3,0,1,3,0,2,1,1,2,1,1,0,1,1,2,0,1,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,8,0
agenda,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
