,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,72,0,8,16,22,0,7,7,4,22,2,24,4,3,1,1,6,4,8,5,8,9,0,4,1,0,0,2,2,0,5,0,1,8,0,0,0,3,6,0,14,38,0,0
palitravideo,0,18,1,1,1,1,2,0,2,0,0,1,1,1,3,12,7,2,2,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,4,0,0,1,0,0
mpn,8,1,12,3,6,0,2,1,1,2,1,2,1,0,0,1,0,3,3,1,0,1,0,0,1,0,0,0,0,0,1,0,2,3,0,0,0,1,3,0,4,9,0,0
ghn,16,1,3,38,11,0,2,8,5,12,0,10,1,3,13,3,16,10,8,7,1,5,1,4,2,0,0,1,3,0,1,0,2,1,0,0,0,7,15,0,9,15,0,0
rustavi2,22,1,6,11,38,1,6,3,4,12,2,12,2,0,0,2,3,4,7,5,1,6,1,0,1,0,0,0,1,0,4,0,2,9,0,0,0,3,5,0,10,18,0,0
bpn,0,1,0,0,1,12,1,0,0,0,0,1,1,0,0,1,5,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ipn,7,2,2,2,6,1,22,1,2,3,1,3,3,0,2,3,11,4,2,2,1,1,0,2,1,1,0,2,3,0,2,0,1,2,0,0,0,1,2,0,3,7,0,0
publika,7,0,1,8,3,0,1,16,7,2,0,5,0,3,5,1,6,4,3,4,1,1,0,4,1,0,0,1,1,0,1,1,2,0,0,0,0,2,4,0,7,5,0,0
palitranews,4,2,1,5,4,0,2,7,32,4,0,3,3,1,3,5,13,5,6,5,0,2,0,3,3,0,0,2,2,0,3,0,1,0,0,0,2,2,6,0,3,2,0,0
1tv,22,0,2,12,12,0,3,2,4,57,0,25,1,1,3,0,3,4,5,2,1,6,0,2,1,0,0,2,4,0,4,0,2,3,0,0,0,2,11,0,6,21,0,0
postv,2,0,1,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0
tiflisnews,24,1,2,10,12,1,3,5,3,25,0,45,2,2,2,2,6,5,6,7,9,9,0,3,1,0,0,3,3,0,2,0,1,1,0,0,0,4,9,0,9,17,0,0
sova,4,1,1,1,2,1,3,0,3,1,0,2,28,1,1,0,4,0,3,2,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0
netgazeti,3,1,0,3,0,0,0,3,1,1,0,2,1,7,0,0,4,3,2,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0
mtavari,1,3,0,13,0,0,2,5,3,3,0,2,1,0,32,6,27,2,1,6,3,1,0,10,0,0,0,1,5,0,1,1,0,0,0,0,0,6,9,0,5,5,0,0
metronome-mix,1,12,1,3,2,1,3,1,5,0,0,2,0,0,6,35,19,1,4,8,2,1,0,0,2,0,0,1,0,0,1,1,1,0,3,0,0,0,1,0,0,1,0,0
tvpirveli,6,7,0,16,3,5,11,6,13,3,0,6,4,4,27,19,94,7,8,11,3,2,0,15,5,1,0,2,10,0,2,1,0,1,1,0,0,11,12,0,5,6,0,0
on,4,2,3,10,4,1,4,4,5,4,0,5,0,3,2,1,7,16,5,2,1,1,1,2,4,0,0,1,2,0,1,0,1,0,0,0,0,2,9,0,3,5,0,0
bm,8,2,3,8,7,3,2,3,6,5,0,6,3,2,1,4,8,5,25,6,3,3,1,2,3,0,0,1,3,0,2,0,1,2,0,0,0,4,7,0,6,6,0,0
alia,5,1,1,7,5,1,2,4,5,2,0,7,2,2,6,8,11,2,6,20,2,1,0,4,0,0,0,1,1,0,2,1,1,1,1,0,0,3,3,0,4,4,0,0
primetime,8,0,0,1,1,0,1,1,0,1,0,9,0,0,3,2,3,1,3,2,12,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,0
gttv,9,0,1,5,6,0,1,1,2,6,0,9,0,0,1,1,2,1,3,1,3,18,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,2,5,0,4,8,0,0
euronewsgeorgia,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
formula,4,0,0,4,0,1,2,4,3,2,0,3,2,1,10,0,15,2,2,4,0,1,0,19,0,0,0,2,5,0,0,0,0,0,0,0,0,5,5,0,2,3,0,0
ambebi,1,2,1,2,1,0,1,1,3,1,0,1,0,1,0,2,5,4,3,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,1,0,0
metronome,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jamnews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kvirispalitra,2,2,0,1,0,1,2,1,2,2,0,3,1,1,1,1,2,1,1,1,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,0,1,1,2,0,1,2,0,0
radiotavisupleba,2,0,0,3,1,0,3,1,2,4,0,3,2,1,5,0,10,2,3,1,0,0,0,5,0,1,0,1,16,0,0,0,0,0,0,0,0,12,3,0,1,1,0,0
tabula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sputnik,5,0,1,1,4,0,2,1,3,4,0,2,0,0,1,1,2,1,2,2,2,1,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,1,4,0,0
batumelebi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
paraleli,1,0,2,2,2,0,1,2,1,2,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,2,2,0,1,2,0,0
newspress,8,0,3,1,9,0,2,0,0,3,2,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,1,1,0,5,10,0,0
newsline,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allnews,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
accentnews,3,0,1,7,3,0,1,2,2,2,0,4,4,2,6,0,11,2,4,3,0,2,0,5,1,1,0,1,12,0,0,0,2,1,0,0,0,19,5,0,4,3,0,0
timer,6,4,3,15,5,0,2,4,6,11,0,9,1,3,9,1,12,9,7,3,0,5,0,5,3,0,0,2,3,0,0,0,2,1,0,0,0,5,31,0,8,11,0,0
itv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frontnews2,14,0,4,9,10,0,3,7,3,6,1,9,1,1,5,0,5,3,6,4,2,4,0,2,1,0,0,1,1,0,1,0,1,5,0,0,0,4,8,0,21,14,0,0
reportiori,38,1,9,15,18,0,7,5,2,21,3,17,1,0,5,1,6,5,6,4,4,8,0,3,1,0,0,2,1,0,4,0,2,10,0,0,0,3,11,0,14,51,0,0
amerikiskhma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
agenda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
