,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,124,1,18,14,52,1,12,5,11,47,18,11,3,0,6,1,7,2,10,9,3,14,4,5,1,4,1,3,5,0,5,2,1,32,0,1,1,6,2,0,26,0,0,0
palitravideo,1,15,0,0,0,0,3,1,1,2,0,2,1,0,1,6,4,1,0,2,0,1,1,0,2,1,0,2,1,0,0,0,1,0,1,0,2,1,2,0,1,0,0,0
mpn,18,0,17,2,10,0,2,0,0,7,5,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,10,0,0,0
ghn,14,0,2,54,17,0,10,6,11,21,3,4,3,3,8,6,16,3,6,10,3,7,0,5,2,4,0,2,6,0,2,0,3,9,0,0,2,8,10,2,12,0,0,0
rustavi2,52,0,10,17,75,2,9,5,9,24,13,3,1,0,7,2,6,3,9,9,3,11,4,4,1,3,1,4,3,0,3,0,1,22,0,0,0,4,2,0,18,0,0,0
bpn,1,0,0,0,2,10,0,1,2,1,1,0,0,0,1,1,0,1,4,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
ipn,12,3,2,10,9,0,41,1,8,11,2,3,0,1,2,0,10,2,9,2,0,2,3,1,1,3,0,2,2,0,0,0,1,5,0,2,1,3,3,1,7,0,0,0
publika,5,1,0,6,5,1,1,13,4,4,2,2,2,2,5,2,5,4,5,3,1,0,0,5,1,4,0,1,3,0,1,1,1,2,0,0,0,6,1,0,5,0,0,0
palitranews,11,1,0,11,9,2,8,4,55,5,1,2,4,1,5,10,11,4,2,6,2,4,1,4,1,5,1,2,4,0,4,0,1,3,0,3,2,5,1,0,5,0,0,0
1tv,47,2,7,21,24,1,11,4,5,79,6,10,2,1,5,1,6,4,8,3,1,6,4,7,0,3,0,3,2,0,4,0,2,15,0,0,0,4,2,0,22,0,0,0
postv,18,0,5,3,13,1,2,2,1,6,18,0,0,0,1,0,0,0,2,1,1,2,0,0,0,0,0,0,1,0,1,0,0,9,0,0,0,1,1,0,9,0,0,0
tiflisnews,11,2,1,4,3,0,3,2,2,10,0,20,1,0,3,0,1,1,0,0,0,5,1,2,1,1,0,0,0,0,0,1,1,1,0,0,0,3,1,0,3,0,0,0
sova,3,1,0,3,1,0,0,2,4,2,0,1,12,2,2,5,7,2,3,1,0,3,1,3,0,1,0,0,4,0,1,0,2,1,0,0,0,3,0,0,3,0,0,0
netgazeti,0,0,0,3,0,0,1,2,1,1,0,0,2,7,3,3,3,1,4,3,0,1,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,3,1,1,3,0,0,0
mtavari,6,1,0,8,7,1,2,5,5,5,1,3,2,3,36,11,13,5,5,8,2,0,1,8,1,7,0,2,5,0,2,1,0,2,1,0,0,7,7,0,7,0,0,0
metronome-mix,1,6,0,6,2,1,0,2,10,1,0,0,5,3,11,40,9,1,4,9,1,3,0,4,3,0,0,4,3,0,0,2,3,0,3,0,2,2,2,0,6,0,0,0
tvpirveli,7,4,0,16,6,0,10,5,11,6,0,1,7,3,13,9,63,8,8,13,0,3,0,7,2,7,0,2,5,0,4,0,1,5,2,1,1,11,9,1,8,0,0,0
on,2,1,0,3,3,1,2,4,4,4,0,1,2,1,5,1,8,13,3,2,0,0,1,5,0,1,0,0,1,0,4,0,0,2,1,0,0,2,1,0,2,0,0,0
bm,10,0,0,6,9,4,9,5,2,8,2,0,3,4,5,4,8,3,61,6,0,3,2,2,1,2,0,1,3,0,3,0,1,14,1,0,0,7,3,3,7,0,0,0
alia,9,2,0,10,9,1,2,3,6,3,1,0,1,3,8,9,13,2,6,43,2,6,0,3,1,0,0,5,3,0,1,3,1,2,2,0,0,4,6,2,7,0,0,0
primetime,3,0,0,3,3,0,0,1,2,1,1,0,0,0,2,1,0,0,0,2,4,1,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0
gttv,14,1,3,7,11,1,2,0,4,6,2,5,3,1,0,3,3,0,3,6,1,24,1,0,0,0,1,1,1,0,1,0,3,7,0,0,0,1,2,2,8,0,0,0
euronewsgeorgia,4,1,1,0,4,0,3,0,1,4,0,1,1,0,1,0,0,1,2,0,1,1,12,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
formula,5,0,0,5,4,0,1,5,4,7,0,2,3,3,8,4,7,5,2,3,0,0,0,17,0,3,1,1,3,0,1,1,0,1,0,0,0,5,0,0,6,0,0,0
ambebi,1,2,0,2,1,1,1,1,1,0,0,1,0,0,1,3,2,0,1,1,1,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0
metronome,4,1,0,4,3,0,3,4,5,3,0,1,1,0,7,0,7,1,2,0,0,0,1,3,0,13,0,1,1,0,0,1,1,0,0,1,0,2,0,0,4,0,0,0
jamnews,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kvirispalitra,3,2,0,2,4,1,2,1,2,3,0,0,0,0,2,4,2,0,1,5,0,1,0,1,0,1,0,12,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0
radiotavisupleba,5,1,0,6,3,0,2,3,4,2,1,0,4,3,5,3,5,1,3,3,1,1,1,3,0,1,0,0,21,0,0,0,0,0,0,0,0,6,2,0,3,0,0,0
tabula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
