,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,134,5,17,27,65,5,14,0,12,42,14,18,3,1,2,4,4,4,19,5,2,13,2,2,1,3,0,1,6,3,5,0,0,27,0,0,0,1,0,0,14,0,0,0
palitravideo,5,23,0,5,7,4,1,0,4,4,0,4,0,0,2,9,5,3,3,5,2,1,2,0,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0
mpn,17,0,15,3,8,0,1,0,1,1,3,2,0,1,0,0,1,1,3,2,0,3,1,1,0,1,0,1,2,0,0,0,0,7,0,1,0,2,0,0,3,0,0,0
ghn,27,5,3,69,19,6,8,6,14,22,2,11,3,4,14,4,20,9,13,16,0,4,3,12,2,11,2,1,6,1,2,0,1,9,0,0,2,6,4,2,18,0,0,0
rustavi2,65,7,8,19,100,3,9,2,8,14,12,19,3,1,4,5,6,3,11,8,3,15,1,3,1,2,0,3,5,2,2,0,0,22,0,1,1,3,2,0,14,0,0,0
bpn,5,4,0,6,3,26,1,0,6,4,0,2,0,3,1,2,2,0,11,2,1,0,2,1,1,1,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
ipn,14,1,1,8,9,1,45,1,8,10,3,7,3,1,2,3,6,4,8,3,1,5,4,2,2,1,1,0,6,2,0,0,1,7,0,2,1,1,2,0,6,0,0,0
publika,0,0,0,6,2,0,1,12,5,3,0,2,3,2,5,0,3,4,3,4,0,0,0,7,1,1,1,1,3,0,0,0,0,0,0,0,0,3,1,0,4,0,0,0
palitranews,12,4,1,14,8,6,8,5,54,10,0,5,6,2,4,2,12,3,7,4,0,0,0,7,2,4,2,1,3,1,4,0,0,0,0,0,3,5,1,0,7,0,0,0
1tv,42,4,1,22,14,4,10,3,10,78,4,19,6,2,4,5,4,3,8,6,0,6,4,2,3,3,1,1,7,5,3,2,0,4,0,0,0,3,0,0,6,0,0,0
postv,14,0,3,2,12,0,3,0,0,4,14,4,0,0,0,0,1,0,3,1,0,5,0,1,0,1,0,0,1,0,1,0,0,7,0,0,0,1,0,0,3,0,0,0
tiflisnews,18,4,2,11,19,2,7,2,5,19,4,42,2,1,1,6,4,2,3,4,0,9,0,1,2,3,1,0,3,0,1,0,1,7,0,0,0,3,0,0,9,0,0,0
sova,3,0,0,3,3,0,3,3,6,6,0,2,28,1,3,2,3,1,2,2,0,0,0,1,1,1,3,0,2,2,1,0,0,0,0,1,0,2,2,0,0,0,0,0
netgazeti,1,0,1,4,1,3,1,2,2,2,0,1,1,19,4,2,6,1,5,5,0,1,3,3,2,1,2,2,4,0,0,0,0,1,0,1,0,6,1,2,2,0,0,0
mtavari,2,2,0,14,4,1,2,5,4,4,0,1,3,4,47,12,21,7,12,18,0,2,1,18,1,10,3,3,3,3,1,2,0,0,0,0,1,4,5,0,8,0,0,0
metronome-mix,4,9,0,4,5,2,3,0,2,5,0,6,2,2,12,53,11,2,9,12,3,3,1,0,0,0,0,2,1,1,1,0,0,1,2,0,2,0,1,0,4,0,0,0
tvpirveli,4,5,1,20,6,2,6,3,12,4,1,4,3,6,21,11,73,12,13,34,1,4,1,13,1,10,3,4,3,3,3,2,0,5,0,2,1,7,6,2,14,0,0,0
on,4,3,1,9,3,0,4,4,3,3,0,2,1,1,7,2,12,20,1,8,0,0,2,6,0,5,2,2,3,0,1,0,2,0,0,3,1,3,1,0,7,0,0,0
