,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,74,0,5,5,22,1,6,1,12,12,4,7,1,0,3,1,7,5,8,4,7,13,0,0,1,0,0,0,1,2,3,0,1,3,1,0,1,0,2,0,3,24,0,1
palitravideo,0,14,0,1,0,0,4,0,3,0,0,0,0,0,2,7,2,0,1,1,2,0,0,1,1,0,0,1,0,0,0,1,0,0,4,0,1,0,3,0,2,0,0,0
mpn,5,0,6,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,6,0,1
ghn,5,1,0,33,3,0,7,6,10,6,0,1,1,5,13,5,15,9,9,2,3,0,2,9,1,1,1,2,6,10,4,3,0,1,2,1,0,5,4,0,7,4,2,0
rustavi2,22,0,1,3,37,0,2,0,8,12,0,5,1,0,3,2,5,1,4,2,5,5,0,0,1,0,0,1,0,1,1,0,0,3,2,0,0,1,3,0,5,7,0,1
bpn,1,0,0,0,0,6,0,0,3,0,0,0,0,0,0,1,0,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ipn,6,4,0,7,2,0,27,3,11,5,0,2,0,0,5,4,11,2,8,1,1,0,1,5,3,0,1,1,5,4,2,0,0,1,0,1,0,3,5,0,2,1,1,0
publika,1,0,0,6,0,0,3,11,4,0,0,0,0,3,4,0,4,7,2,0,0,0,0,5,0,0,0,0,2,5,1,2,0,0,0,0,0,2,1,0,2,0,0,0
palitranews,12,3,1,10,8,3,11,4,52,6,1,1,0,0,8,2,15,7,9,2,2,4,0,2,3,0,0,2,4,8,3,0,0,1,1,0,2,4,6,0,4,4,0,0
1tv,12,0,0,6,12,0,5,0,6,40,0,15,3,1,3,0,7,1,6,2,2,2,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,3,0,1,12,0,1
postv,4,0,3,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0
tiflisnews,7,0,1,1,5,0,2,0,1,15,0,32,1,0,2,5,3,0,2,4,5,3,0,0,3,0,1,1,1,4,1,0,2,0,3,0,1,1,3,0,0,9,0,0
sova,1,0,0,1,1,0,0,0,0,3,0,1,14,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
netgazeti,0,0,0,5,0,0,0,3,0,1,0,0,0,10,2,0,4,5,1,0,0,0,0,2,0,0,0,0,3,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0
mtavari,3,2,0,13,3,0,5,4,8,3,0,2,0,2,38,8,24,5,5,5,1,0,0,9,3,1,1,1,2,7,1,2,0,0,1,0,0,5,8,0,6,3,0,0
metronome-mix,1,7,0,5,2,1,4,0,2,0,0,5,0,0,8,28,7,1,2,4,6,0,2,2,3,0,1,1,2,0,2,1,2,0,6,1,1,1,2,0,2,1,1,0
tvpirveli,7,2,0,15,5,0,11,4,15,7,0,3,0,4,24,7,52,7,7,5,2,0,2,9,2,0,1,2,4,5,3,2,0,0,2,1,0,4,6,0,6,4,1,0
on,5,0,0,9,1,2,2,7,7,1,0,0,0,5,5,1,7,23,5,3,2,4,0,6,0,0,0,1,4,7,1,2,0,0,0,0,1,3,2,0,5,0,0,0
bm,8,1,0,9,4,2,8,2,9,6,1,2,2,1,5,2,7,5,25,1,1,1,1,2,0,0,0,2,3,5,5,0,0,0,1,0,0,4,5,0,2,2,0,1
alia,4,1,0,2,2,2,1,0,2,2,0,4,0,0,5,4,5,3,1,19,1,2,0,0,1,1,0,1,0,3,0,0,2,1,0,0,1,0,3,0,2,4,0,1
primetime,7,2,1,3,5,0,1,0,2,2,0,5,0,0,1,6,2,2,1,1,15,4,0,0,1,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,2,4,0,0
gttv,13,0,4,0,5,1,0,0,4,2,3,3,0,0,0,0,0,4,1,2,4,16,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,7,0,0
euronewsgeorgia,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,2,1,1,0,1,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0
formula,0,1,0,9,0,0,5,5,2,0,0,0,2,2,9,2,9,6,2,0,0,0,1,16,2,0,1,2,4,7,0,1,0,0,0,1,0,4,3,0,2,0,1,0
ambebi,1,1,1,1,1,0,3,0,3,0,0,3,0,0,3,3,2,0,0,1,1,1,1,2,8,0,1,1,1,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0
metronome,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
jamnews,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,2,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
kvirispalitra,0,1,0,2,1,0,1,0,2,0,0,1,0,0,1,1,2,1,2,1,0,0,1,2,1,0,1,5,1,0,1,0,2,0,0,1,0,2,1,0,0,0,1,0
radiotavisupleba,1,0,0,6,0,0,5,2,4,3,0,1,6,3,2,2,4,4,3,0,0,0,1,4,1,0,1,1,21,6,1,1,0,1,0,1,0,5,2,0,3,2,1,0
tabula,2,0,0,10,1,1,4,5,8,1,0,4,1,3,7,0,5,7,5,3,1,1,0,7,0,0,1,0,6,25,1,1,0,1,0,0,0,6,4,0,4,4,0,0
sputnik,3,0,0,4,1,0,2,1,3,1,0,1,0,0,1,2,3,1,5,0,0,0,2,0,0,0,0,1,1,1,9,0,0,0,2,0,0,3,0,0,1,1,0,0
batumelebi,0,1,0,3,0,0,0,2,0,0,0,0,0,2,2,1,2,2,0,0,1,0,0,1,0,0,0,0,1,1,0,4,0,0,1,0,0,2,0,0,2,0,0,0
paraleli,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0
newspress,3,0,2,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,3,3,0,2
newsline,1,4,1,2,2,0,0,0,1,0,0,3,0,0,1,6,2,0,1,0,2,1,1,0,2,0,0,0,0,0,2,1,0,0,8,0,2,0,0,0,1,1,0,0
civil,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
allnews,1,1,0,0,0,3,0,0,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,1,0,0,0,0,0
accentnews,0,0,0,5,1,0,3,2,4,0,0,1,0,3,5,1,4,3,4,0,0,0,0,4,0,0,1,2,5,6,3,2,0,0,0,0,0,14,3,0,2,0,0,0
timer,2,3,0,4,3,0,5,1,6,3,0,3,0,0,8,2,6,2,5,3,0,1,0,3,1,1,1,1,2,4,0,0,0,0,0,0,1,3,21,0,3,1,0,0
itv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frontnews2,3,2,1,7,5,0,2,2,4,1,0,0,0,0,6,2,6,5,2,2,2,1,0,2,0,0,0,0,3,4,1,2,0,3,1,0,0,2,3,0,18,2,0,1
reportiori,24,0,6,4,7,0,1,0,4,12,5,9,2,0,3,1,4,0,2,4,4,7,0,0,1,0,0,0,2,4,1,0,2,3,1,0,0,0,1,0,2,41,0,1
amerikiskhma,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
agenda,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,6
