,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
tiflisnews,7,1,0,1,5,0,3,0,1,5,0,18,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,3,9,0,0
sova,1,3,0,3,1,0,1,1,11,3,0,0,24,1,4,2,6,3,3,4,2,0,0,2,3,1,0,0,2,4,0,0,0,0,0,0,0,1,0,0,1,1,0,1
netgazeti,1,3,0,5,1,0,1,3,3,0,0,0,1,11,2,2,6,2,2,2,0,0,0,2,1,0,0,0,1,7,1,2,0,0,0,0,0,1,0,0,0,1,0,0
mtavari,2,6,2,18,2,0,7,5,10,2,0,0,4,2,48,10,31,6,13,16,0,2,0,7,2,4,0,0,4,9,3,2,1,1,1,1,0,4,3,0,4,0,0,0
metronome-mix,2,11,1,7,1,2,4,2,3,1,0,2,2,2,10,27,12,3,4,9,2,3,0,0,1,0,0,2,0,3,2,0,1,1,1,0,1,0,2,0,1,1,0,0
tvpirveli,2,17,1,16,4,0,11,4,17,0,0,0,6,6,31,12,78,10,14,9,1,3,0,10,4,3,0,2,3,10,3,1,2,0,2,1,0,2,1,0,1,0,0,1
on,3,6,0,6,3,1,7,3,8,1,0,0,3,2,6,3,10,23,13,2,0,1,0,5,3,1,1,1,3,5,0,3,1,1,1,0,0,4,1,0,4,2,0,0
bm,3,3,0,6,3,2,5,5,6,1,0,0,3,2,13,4,14,13,36,11,1,2,0,8,2,3,1,0,4,8,3,2,0,1,1,0,0,2,2,0,4,2,0,0
alia,4,3,0,6,4,2,2,2,5,1,0,0,4,2,16,9,9,2,11,26,1,1,0,3,1,1,0,0,0,5,2,1,0,1,0,1,0,1,0,0,3,2,0,0
primetime,3,3,0,4,6,0,3,0,1,3,0,2,2,0,0,2,1,0,1,1,17,3,0,1,0,0,0,5,2,2,1,0,0,1,0,0,1,0,0,0,1,5,0,0
gttv,5,1,1,4,3,0,2,1,6,2,0,3,0,0,2,3,3,1,2,1,3,15,0,0,0,0,0,3,2,3,2,0,0,0,0,0,0,0,1,0,0,3,0,0
euronewsgeorgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
formula,3,0,0,7,3,0,4,4,7,2,0,0,2,2,7,0,10,5,8,3,1,0,0,15,1,3,1,0,1,4,0,2,0,1,1,0,0,1,1,0,3,2,1,0
ambebi,0,3,0,1,0,0,2,1,4,0,0,0,3,1,2,1,4,3,2,1,0,0,0,1,5,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metronome,0,0,0,1,1,0,0,2,7,0,0,0,1,0,4,0,3,1,3,1,0,0,0,3,2,7,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0
jamnews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
kvirispalitra,0,4,0,2,1,0,2,0,3,0,0,1,0,0,0,2,2,1,0,0,5,3,0,0,1,0,0,8,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
radiotavisupleba,1,2,0,7,2,0,0,0,7,2,0,0,2,1,4,0,3,3,4,0,2,2,0,1,0,0,0,2,15,3,0,0,0,0,0,0,0,2,0,0,1,1,0,0
tabula,2,3,1,15,4,0,3,3,10,3,0,0,4,7,9,3,10,5,8,5,2,3,0,4,2,2,0,2,3,26,3,2,0,0,1,0,0,2,0,0,1,1,0,0
sputnik,1,0,1,0,0,0,2,0,0,0,0,1,0,1,3,2,3,0,3,2,1,2,1,0,0,0,0,1,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0
batumelebi,0,0,0,2,0,0,1,3,2,0,0,1,0,2,2,0,1,3,2,1,0,0,0,2,0,1,1,0,0,2,0,8,0,0,0,0,0,2,0,0,2,0,0,0
paraleli,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,1
newspress,11,0,5,3,9,1,1,0,0,4,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,1,0,1,0,6,11,0,0
newsline,3,0,0,1,2,1,0,1,0,1,0,0,0,0,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
allnews,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0
accentnews,1,0,0,2,0,0,2,3,6,0,0,0,1,1,4,0,2,4,2,1,0,0,0,1,0,1,0,0,2,2,0,2,0,0,0,0,0,10,0,0,2,1,0,0
timer,0,0,1,3,0,0,1,0,0,1,0,1,0,0,3,2,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0
itv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frontnews2,5,0,2,3,4,0,3,1,7,6,0,3,1,0,4,1,1,4,4,3,1,0,0,3,0,1,1,0,1,1,0,2,0,6,0,0,0,2,1,0,18,9,0,0
reportiori,34,0,8,3,16,0,6,0,1,13,4,9,1,1,0,1,0,2,2,2,5,3,0,2,0,0,0,0,1,1,0,0,0,11,0,0,0,1,0,0,9,44,0,0
amerikiskhma,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
agenda,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
