,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,108,2,18,21,37,2,6,1,23,23,4,8,3,6,8,3,8,0,7,4,5,9,1,1,0,2,0,2,6,10,5,0,1,21,1,0,2,2,3,0,0,0,0,0
palitravideo,2,25,0,3,8,1,3,0,3,1,1,4,0,0,7,7,6,1,4,3,3,2,0,5,2,0,1,2,2,3,2,2,0,1,5,0,3,1,2,0,0,0,0,0
mpn,18,0,17,1,8,0,1,0,0,1,1,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0
ghn,21,3,1,74,19,0,8,5,14,14,1,7,3,6,25,2,18,5,6,10,1,5,2,15,3,5,1,3,9,24,4,1,0,10,1,2,1,5,7,0,0,0,0,0
rustavi2,37,8,8,19,75,4,7,2,23,8,4,9,3,4,16,4,6,2,6,5,5,14,3,11,2,3,1,5,3,10,14,1,4,8,3,2,3,3,1,0,0,0,0,0
bpn,2,1,0,0,4,8,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0
ipn,6,3,1,8,7,0,36,1,14,2,2,0,1,0,9,1,10,1,4,5,2,6,0,3,1,3,0,3,2,5,3,1,0,1,1,0,2,0,2,0,0,0,0,0
publika,1,0,0,5,2,0,1,7,1,0,0,0,0,3,4,0,2,1,1,2,0,1,0,2,0,1,0,1,1,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0
palitranews,23,3,0,14,23,1,14,1,62,12,1,6,8,4,11,0,17,3,6,4,3,8,0,10,3,4,0,7,7,15,3,0,0,7,1,1,2,8,2,0,0,0,0,0
1tv,23,1,1,14,8,0,2,0,12,85,1,7,5,2,8,0,5,0,4,2,2,4,1,6,2,1,0,1,5,11,3,0,0,10,1,0,0,2,5,0,0,0,0,0
postv,4,1,1,1,4,0,2,0,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,0,1,0,0,0,0,0
tiflisnews,8,4,1,7,9,0,0,0,6,7,2,24,1,1,4,2,3,1,4,2,5,3,1,3,0,1,0,1,1,4,1,0,1,4,3,1,0,1,0,0,0,0,0,0
sova,3,0,0,3,3,0,1,0,8,5,0,1,22,1,3,0,4,0,2,0,1,2,0,2,0,1,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
netgazeti,6,0,0,6,4,0,0,3,4,2,0,1,1,12,6,0,7,1,2,1,0,2,0,3,0,1,0,1,4,5,2,1,0,0,0,0,0,2,0,0,0,0,0,0
mtavari,8,7,2,25,16,0,9,4,11,8,0,4,3,6,59,8,20,3,9,11,7,6,1,20,3,6,0,2,5,19,4,2,0,0,3,1,1,5,4,0,0,0,0,0
