,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,149,0,35,21,47,4,26,1,14,47,10,18,3,0,4,3,5,8,15,5,5,15,1,1,2,1,1,2,4,0,0,0,1,39,0,0,3,7,7,0,30,82,0,3
palitravideo,0,24,2,1,4,0,4,0,7,2,0,2,1,2,4,8,4,5,4,9,1,1,1,1,2,2,0,4,0,0,1,0,0,1,1,0,4,0,0,0,1,3,0,0
mpn,35,2,37,8,18,0,10,2,2,14,5,11,1,1,1,0,2,5,2,2,1,5,1,0,0,0,1,0,2,0,0,0,0,11,0,1,1,3,2,0,14,28,0,1
ghn,21,1,8,57,13,2,12,7,9,16,2,7,4,5,17,3,19,9,17,10,4,8,3,11,1,4,2,3,11,0,0,3,0,9,0,1,2,16,11,1,12,13,0,1
rustavi2,47,4,18,13,86,2,19,1,17,22,8,13,3,1,9,8,7,4,13,7,4,12,1,1,1,2,1,2,2,0,1,0,0,16,2,0,2,8,7,0,21,33,0,3
bpn,4,0,0,2,2,16,4,0,3,1,1,1,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,2,4,0,0
ipn,26,4,10,12,19,4,85,1,15,14,2,7,2,0,10,2,20,6,13,5,3,4,3,3,1,5,1,3,3,0,1,0,1,10,1,0,1,7,5,0,12,17,1,0
publika,1,0,2,7,1,0,1,21,3,1,0,1,2,7,7,4,13,5,10,5,1,2,1,8,0,1,2,2,4,0,2,3,0,1,0,1,0,7,2,0,2,2,0,0
palitranews,14,7,2,9,17,3,15,3,74,7,1,2,7,1,10,2,13,16,9,6,3,6,2,6,5,9,2,11,5,0,0,1,1,4,0,0,5,11,6,0,7,6,1,0
1tv,47,2,14,16,22,1,14,1,7,67,5,19,2,0,3,2,4,4,8,7,4,11,0,2,0,2,0,1,4,0,0,0,0,8,0,0,1,8,13,0,16,24,1,2
postv,10,0,5,2,8,1,2,0,1,5,15,1,1,0,1,0,0,0,2,0,1,5,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,4,0,2,5,0,0
tiflisnews,18,2,11,7,13,1,7,1,2,19,1,44,2,3,3,5,7,2,7,5,3,9,1,1,0,0,1,2,3,0,1,0,1,3,1,1,0,3,3,0,10,14,0,0
sova,3,1,1,4,3,0,2,2,7,2,1,2,26,2,2,1,4,3,3,1,1,2,1,6,1,1,3,1,7,0,1,0,0,0,0,1,0,4,2,0,1,2,1,1
netgazeti,0,2,1,5,1,0,0,7,1,0,0,3,2,13,3,0,7,3,7,3,0,1,2,3,0,1,1,1,4,0,1,3,0,0,0,1,0,5,1,0,0,1,0,0
mtavari,4,4,1,17,9,0,10,7,10,3,1,3,2,3,47,7,30,8,14,10,1,4,1,14,0,5,0,3,5,0,2,4,0,2,1,0,1,18,7,0,8,1,0,0
metronome-mix,3,8,0,3,8,1,2,4,2,2,0,5,1,0,7,48,8,2,6,9,0,3,0,4,0,0,1,0,1,0,2,0,0,0,4,0,2,5,0,0,1,0,0,0
tvpirveli,5,4,2,19,7,0,20,13,13,4,0,7,4,7,30,8,70,15,19,11,1,2,4,16,0,4,2,5,10,0,2,2,0,2,0,2,1,24,11,0,10,3,1,0
on,8,5,5,9,4,0,6,5,16,4,0,2,3,3,8,2,15,33,14,6,2,3,4,8,2,4,3,5,7,0,0,4,0,3,0,2,3,14,3,0,3,6,1,0
bm,15,4,2,17,13,3,13,10,9,8,2,7,3,7,14,6,19,14,71,10,2,6,5,11,1,4,1,6,6,0,7,3,0,9,0,1,1,19,8,1,6,13,1,0
