,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,71,0,5,6,29,1,9,1,7,11,6,7,6,1,5,5,3,0,5,3,1,4,0,2,1,0,0,0,3,5,3,0,0,7,0,0,0,1,2,0,7,20,0,0
palitravideo,0,10,0,3,1,0,2,1,4,1,0,1,1,0,3,4,1,0,1,3,0,0,1,0,1,0,0,5,1,1,0,0,0,0,1,0,2,0,5,0,2,3,0,0
mpn,5,0,6,0,3,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0
ghn,6,3,0,29,1,0,6,1,5,7,0,2,4,2,12,1,9,0,0,5,0,1,1,2,1,0,0,2,8,10,0,0,1,0,0,0,0,1,4,0,5,4,0,0
rustavi2,29,1,3,1,39,0,3,2,6,6,3,11,0,0,0,2,2,0,2,2,2,3,0,2,1,0,0,0,1,1,2,0,0,5,0,0,0,0,4,0,3,10,0,0
bpn,1,0,0,0,0,5,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ipn,9,2,2,6,3,1,21,0,7,3,1,2,3,0,3,1,7,0,3,2,1,2,1,2,0,0,0,3,3,5,0,0,0,1,0,0,0,2,2,0,4,7,0,0
publika,1,1,0,1,2,0,0,10,0,1,0,1,2,2,4,1,1,0,1,2,1,0,0,2,1,0,0,0,3,3,1,0,0,0,0,0,0,0,1,0,3,1,0,0
palitranews,7,4,0,5,6,0,7,0,44,6,0,2,5,0,5,0,10,0,3,3,1,1,0,4,2,0,0,3,8,4,0,2,0,0,0,0,0,4,7,0,2,5,2,0
1tv,11,1,0,7,6,0,3,1,6,33,0,2,3,0,4,3,4,0,0,2,0,1,2,4,0,0,0,0,5,4,4,0,0,1,2,0,0,1,3,0,3,10,0,0
postv,6,0,3,0,3,0,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,0,0
tiflisnews,7,1,0,2,11,0,2,1,2,2,0,20,1,0,1,3,2,0,2,2,2,0,0,2,0,0,0,2,4,3,1,0,1,2,1,0,2,2,2,0,3,5,0,0
sova,6,1,0,4,0,0,3,2,5,3,0,1,16,1,4,0,5,0,1,3,0,0,2,1,0,0,0,0,7,7,2,0,0,0,0,0,1,2,1,0,2,1,0,0
netgazeti,1,0,0,2,0,1,0,2,0,0,0,0,1,5,3,0,1,0,0,3,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mtavari,5,3,0,12,0,0,3,4,5,4,0,1,4,3,25,2,13,0,2,8,0,0,3,4,2,0,0,1,8,9,0,0,0,0,0,0,0,6,5,0,4,3,0,0
metronome-mix,5,4,1,1,2,1,1,1,0,3,2,3,0,0,2,21,6,1,0,5,3,1,0,1,0,0,0,3,0,1,2,0,0,1,3,0,2,0,1,0,0,1,0,0
