,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,146,0,18,20,59,1,17,3,12,47,23,20,10,1,8,7,6,6,12,13,3,19,7,4,1,6,0,5,3,14,3,0,0,37,4,1,1,3,4,0,0,0,0,0
palitravideo,0,20,0,7,2,0,1,6,8,3,0,5,0,3,2,8,15,4,0,5,0,0,0,5,0,0,0,6,5,5,3,2,1,0,8,0,4,3,3,0,0,0,0,0
mpn,18,0,22,1,10,0,0,1,0,0,12,5,0,1,0,0,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0
ghn,20,7,1,53,13,1,13,6,11,17,1,3,5,4,12,5,17,8,5,8,2,5,5,12,1,4,0,6,5,9,2,1,1,5,2,0,2,6,10,0,0,0,0,0
rustavi2,59,2,10,13,71,1,4,5,8,21,12,8,3,3,6,4,8,4,7,5,2,13,2,4,0,2,0,2,1,8,0,0,0,21,0,0,0,6,6,2,0,0,0,0
bpn,1,0,0,1,1,12,0,0,3,1,0,1,0,1,1,1,4,1,9,3,0,2,0,1,0,0,0,4,1,0,0,1,0,2,0,0,1,3,3,2,0,0,0,0
ipn,17,1,0,13,4,0,46,2,8,10,0,5,4,1,5,1,11,4,8,4,0,3,4,4,0,6,1,6,4,6,1,0,2,2,0,1,1,6,6,0,0,0,0,0
publika,3,6,1,6,5,0,2,21,11,5,0,5,4,4,8,2,16,8,1,7,0,1,2,8,0,3,0,4,5,9,1,2,0,0,2,1,1,7,3,0,0,0,0,0
palitranews,12,8,0,11,8,3,8,11,59,13,1,11,6,7,7,6,24,7,2,9,0,6,5,10,0,8,0,12,9,6,3,1,0,0,3,1,5,5,7,0,0,0,0,0
1tv,47,3,0,17,21,1,10,5,13,81,2,15,7,2,10,5,9,8,10,6,2,9,2,6,1,2,0,6,4,10,3,0,0,4,2,0,1,6,5,0,0,0,0,0
postv,23,0,12,1,12,0,0,0,1,2,24,6,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0
tiflisnews,20,5,5,3,8,1,5,5,11,15,6,41,2,2,1,6,7,3,4,6,2,7,0,4,1,1,0,4,4,4,2,1,0,9,3,0,1,2,4,0,0,0,0,0
sova,10,0,0,5,3,0,4,4,6,7,0,2,32,0,8,1,5,4,8,2,0,4,5,4,3,3,1,2,9,11,0,0,0,0,0,0,1,8,1,0,0,0,0,0
netgazeti,1,3,1,4,3,1,1,4,7,2,0,2,0,10,2,1,6,1,1,4,0,2,2,3,0,2,1,4,6,2,1,0,0,2,1,2,1,3,5,1,0,0,0,0
mtavari,8,2,0,12,6,1,5,8,7,10,0,1,8,2,44,5,20,8,8,16,0,5,2,10,0,8,2,4,7,16,0,1,0,0,0,0,1,8,13,0,0,0,0,0
metronome-mix,7,8,0,5,4,1,1,2,6,5,0,6,1,1,5,35,13,2,4,10,7,2,1,5,0,0,0,8,3,6,3,1,0,0,4,0,4,3,3,0,0,0,0,0
tvpirveli,6,15,1,17,8,4,11,16,24,9,0,7,5,6,20,13,61,11,13,20,1,5,2,14,0,7,2,12,10,17,3,4,1,5,5,0,6,17,16,4,0,0,0,0
on,6,4,0,8,4,1,4,8,7,8,0,3,4,1,8,2,11,22,5,7,0,1,3,6,0,3,1,3,5,12,1,1,0,1,1,0,1,10,6,0,0,0,0,0
bm,12,0,0,5,7,9,8,1,2,10,0,4,8,1,8,4,13,5,63,12,2,6,2,4,1,2,2,6,5,12,1,3,0,7,0,0,1,14,10,5,0,0,0,0
