,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,143,0,9,15,37,5,18,5,5,24,10,7,6,1,4,4,2,4,7,3,3,11,2,2,2,4,0,2,4,0,0,0,0,19,0,2,1,3,1,0,11,37,0,0
palitravideo,0,29,0,1,5,0,5,4,10,1,0,0,1,2,4,14,5,2,5,8,1,2,3,1,1,2,0,3,3,0,1,0,0,0,3,0,0,0,0,0,1,1,0,0
mpn,9,0,12,2,5,0,0,0,1,3,6,0,0,2,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,1,6,0,0
ghn,15,1,2,49,10,0,6,6,7,20,2,8,5,2,16,14,15,6,5,11,0,3,1,7,4,4,1,1,8,0,1,0,2,4,1,1,1,3,3,0,12,5,0,0
rustavi2,37,5,5,10,60,2,13,4,3,18,3,5,2,2,3,12,4,0,7,13,1,6,4,3,0,2,0,1,3,0,2,0,1,10,0,0,2,0,2,0,10,10,0,0
bpn,5,0,0,0,2,13,3,0,3,0,0,0,2,0,0,3,1,1,3,0,0,1,0,0,1,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0
ipn,18,5,0,6,13,3,49,8,4,11,0,6,2,2,11,5,8,1,6,7,1,2,3,6,2,3,0,0,4,0,0,2,0,2,0,2,1,6,2,0,9,4,0,0
publika,5,4,0,6,4,0,8,22,4,7,2,2,1,5,8,5,11,1,2,6,0,2,1,8,2,2,0,0,4,0,0,3,0,1,1,4,0,5,2,0,4,3,0,0
palitranews,5,10,1,7,3,3,4,4,64,3,1,0,7,3,2,4,7,3,4,5,1,2,4,0,3,5,1,2,7,0,0,0,0,2,1,2,3,5,3,0,2,1,0,0
1tv,24,1,3,20,18,0,11,7,3,71,2,20,5,2,7,4,8,1,5,5,0,8,0,2,2,0,0,0,7,0,0,0,1,10,0,0,1,1,4,0,10,9,0,0
postv,10,0,6,2,3,0,0,2,1,2,9,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,2,8,0,0
tiflisnews,7,0,0,8,5,0,6,2,0,20,0,34,1,1,3,5,5,1,2,5,1,4,0,1,0,0,1,0,2,0,1,0,1,3,1,1,0,0,0,0,3,2,0,0
sova,6,1,0,5,2,2,2,1,7,5,1,1,43,0,6,1,1,5,2,2,0,0,4,2,1,3,2,2,2,0,1,0,0,0,0,3,0,2,2,0,2,1,0,0
netgazeti,1,2,2,2,2,0,2,5,3,2,1,1,0,11,1,0,3,0,2,1,0,1,0,2,0,0,0,0,3,0,0,0,0,1,0,1,0,2,0,0,3,1,0,0
