,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,115,1,15,15,36,4,14,1,7,27,6,18,4,1,2,2,2,5,2,3,2,11,0,1,2,5,0,3,4,5,5,0,2,7,5,0,1,3,14,0,11,42,0,0
palitravideo,1,23,1,5,3,3,1,1,6,2,0,0,2,1,3,7,3,3,4,7,0,1,0,1,0,0,0,3,2,3,0,0,0,0,5,1,0,1,1,0,4,1,0,0
mpn,15,1,16,2,8,1,0,0,0,3,6,3,0,0,0,0,0,1,1,1,0,4,0,0,0,1,0,2,0,1,0,0,1,2,0,0,0,0,1,0,3,13,0,0
ghn,15,5,2,44,8,0,3,3,4,10,0,9,5,5,12,7,16,12,3,9,0,4,5,7,1,9,1,2,9,10,0,1,3,1,1,0,0,7,11,0,6,7,2,0
rustavi2,36,3,8,8,62,2,7,0,7,19,3,9,3,1,2,4,1,3,7,2,1,9,0,2,1,1,0,1,2,9,5,0,3,4,2,0,0,0,7,0,9,17,0,0
bpn,4,3,1,0,2,13,1,0,4,0,0,1,1,0,0,0,0,0,4,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
ipn,14,1,0,3,7,1,32,0,5,6,0,8,5,0,4,0,7,0,1,1,0,4,0,0,2,4,0,0,0,2,4,0,0,1,1,0,1,3,3,0,3,7,0,0
publika,1,1,0,3,0,0,0,8,2,0,0,0,2,3,5,0,3,4,4,3,0,0,1,5,0,2,1,1,3,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0
palitranews,7,6,0,4,7,4,5,2,41,6,0,3,9,4,9,4,13,9,5,5,2,3,4,2,1,4,3,3,4,3,1,1,0,0,0,1,2,3,2,0,5,1,0,0
1tv,27,2,3,10,19,0,6,0,6,53,1,16,6,2,2,4,3,7,2,1,0,4,0,0,2,5,0,2,9,4,1,0,2,1,2,0,0,4,15,0,6,11,1,0
postv,6,0,6,0,3,0,0,0,0,1,7,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0
