,imedinews,palitravideo,mpn,ghn,rustavi2,bpn,ipn,publika,palitranews,1tv,postv,tiflisnews,sova,netgazeti,mtavari,metronome-mix,tvpirveli,on,bm,alia,primetime,gttv,euronewsgeorgia,formula,ambebi,metronome,jamnews,kvirispalitra,radiotavisupleba,tabula,sputnik,batumelebi,paraleli,newspress,newsline,civil,allnews,accentnews,timer,itv,frontnews2,reportiori,amerikiskhma,agenda
imedinews,171,5,22,22,62,3,17,1,6,49,29,32,1,1,5,3,3,2,16,6,2,12,1,2,1,0,0,2,1,1,1,0,1,63,1,1,0,1,2,0,36,0,0,0
palitravideo,5,25,0,5,5,0,5,2,7,2,2,6,3,1,5,10,8,3,1,2,0,2,0,2,1,0,0,3,0,1,1,0,0,2,3,0,0,0,4,0,5,0,0,0
mpn,22,0,23,2,7,0,1,0,1,5,6,4,1,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,1,0,0,10,0,0,0
ghn,22,5,2,56,12,2,10,6,10,16,6,10,2,5,18,9,10,9,15,3,0,6,3,9,1,6,0,4,6,1,2,0,1,17,1,0,2,5,10,1,19,0,0,0
rustavi2,62,5,7,12,81,2,9,0,2,24,16,17,2,2,3,3,9,2,7,6,2,9,1,2,0,2,0,1,3,0,3,1,0,30,1,0,0,7,4,1,25,0,0,0
bpn,3,0,0,2,2,19,1,1,3,3,1,0,0,1,1,2,1,0,14,2,0,2,0,1,0,0,0,2,1,0,0,0,1,4,0,0,0,2,3,2,2,0,0,0
ipn,17,5,1,10,9,1,47,2,4,9,4,8,1,1,5,1,7,7,9,4,0,2,1,6,2,2,0,7,3,1,1,0,1,8,0,1,0,3,7,1,11,0,0,0
publika,1,2,0,6,0,1,2,21,2,1,0,0,2,3,8,3,6,4,5,4,0,2,0,6,0,2,2,2,5,3,1,1,0,2,1,1,0,6,5,1,3,0,0,0
palitranews,6,7,1,10,2,3,4,2,44,6,1,6,2,1,7,1,5,5,4,3,0,3,2,2,2,1,0,4,5,1,1,0,0,3,1,0,3,3,3,0,9,0,0,0
1tv,49,2,5,16,24,3,9,1,6,100,14,25,1,1,6,4,4,0,8,3,1,10,0,3,0,2,0,0,2,1,1,0,1,16,1,0,0,3,3,0,19,0,0,0
postv,29,2,6,6,16,1,4,0,1,14,27,5,1,1,1,1,1,0,2,0,0,3,0,0,0,0,0,0,1,1,0,0,0,14,0,0,0,1,0,0,15,0,0,0
tiflisnews,32,6,4,10,17,0,8,0,6,25,5,48,2,1,5,4,4,4,3,3,1,6,1,2,1,1,0,1,2,0,0,0,0,12,2,0,1,1,2,0,11,0,0,0
sova,1,3,1,2,2,0,1,2,2,1,1,2,20,2,5,1,2,4,4,1,1,0,2,2,0,1,0,1,5,0,1,0,0,2,0,1,0,2,0,0,2,0,0,0
netgazeti,1,1,1,5,2,1,1,3,1,1,1,1,2,11,3,1,2,2,5,3,0,1,1,2,0,0,0,0,5,0,0,0,0,2,0,0,1,2,2,2,3,0,0,0
mtavari,5,5,0,18,3,1,5,8,7,6,1,5,5,3,52,9,19,5,13,10,1,1,2,10,1,6,1,2,12,2,0,0,0,0,1,0,0,8,10,0,4,0,0,0
metronome-mix,3,10,1,9,3,2,1,3,1,4,1,4,1,1,9,46,9,2,3,8,2,2,2,4,0,0,0,3,1,1,1,0,0,2,10,1,0,0,4,0,4,0,0,0
tvpirveli,3,8,0,10,9,1,7,6,5,4,1,4,2,2,19,9,50,2,9,13,0,3,1,4,0,2,1,2,7,2,1,0,0,6,1,0,0,4,15,2,9,0,0,0
on,2,3,0,9,2,0,7,4,5,0,0,4,4,2,5,2,2,20,3,6,1,1,3,3,1,2,0,4,4,1,1,1,0,1,2,1,1,0,4,0,2,0,0,0
bm,16,1,1,15,7,14,9,5,4,8,2,3,4,5,13,3,9,3,67,8,1,4,3,4,0,3,0,1,8,1,1,0,0,12,1,0,0,8,10,4,9,0,0,0
alia,6,2,1,3,6,2,4,4,3,3,0,3,1,3,10,8,13,6,8,43,3,4,3,5,0,3,0,0,7,0,1,0,1,6,4,1,0,2,8,3,4,0,0,0
primetime,2,0,0,0,2,0,0,0,0,1,0,1,1,0,1,2,0,1,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
gttv,12,2,2,6,9,2,2,2,3,10,3,6,0,1,1,2,3,1,4,4,1,23,0,0,0,0,0,2,0,1,0,0,0,12,2,0,0,1,4,3,9,0,0,0
